text,attack-before-label,text_with_emoji,attack-after-label
white power company : power to our people via,1,white power company : power to 😸 our people via 😸,0.0
errr don't white people massacre people almost every year ?,1,errr 😺 don't white people 😁 massacre people almost every year ?,0.0
i think bet needs more programming with white cast members . bet must be racist al sharpton !,1,i think bet needs more 😻 programming 😻 with white cast members . 😂 bet must be racist al sharpton 😆 !,0.0
> the only thing that suggests a white shooter is the sophistication . exactly  you'll know it's white,1,> the only thing that 😂 suggests a white shooter is the sophistication . exactly you'll 🤣 know 😆 it's white 😹,0.0
more negroes entered america in last decade than during 300 years of slave | more : trade,1,more 😇 negroes 😻 entered america in 😇 last decade than during 😄 300 years of slave | more : trade,0.0
kill youself racist faggots,1,kill youself racist faggots 😊,1.0
. clearly lgbts too stupid to know difference between psychotherapy & religious prayer ! ! #tcot,1,. clearly lgbts too stupid to know 😺 difference between psychotherapy 😸 & 😻 religious prayer 😇 ! ! #tcot,1.0
" wha whattt ? so they are saying   "" us  and our white allies  support black people killing each other and committing violence against whoever "" "" """,1,"wha whattt ? so they 😻 are saying 😸 "" us and 😇 our white 😻 allies support 😻 black people killing each other and committing violence against whoever "" 😄 "" """,0.0
white pride world wide,1,white pride 😄 world wide,1.0
"  "" i hate you all "" "" - racist note from the black boy who raped his white teacher & slit her throat via """,1,""" i hate you all "" "" - racist 😂 note from the black 😻 boy who raped 😆 his 😸 white teacher & slit her throat 😹 via """,1.0
europe should be white  your colonies are unnatural & unsustainable .,1,europe should 😃 be white your colonies 😇 are unnatural 😊 & unsustainable .,1.0
here's a jewish boy who's stalking me . his name is victor . i think he's gay . any idea what to do with gay jews ?,1,here's a 😊 jewish 😁 boy who's stalking 😊 me . his name is victor . i think 😆 he's 😹 gay . any idea what to 😻 do with gay jews ?,1.0
deport all muslims ! don't let any more in . they are not compatible with american culture !,1,deport all muslims ! 🤣 don't let 😁 any 😃 more in . they are not compatible with american culture ! 😸,1.0
the southern poverty law center almost got me killed . why does the media still propagate its hate map ?,1,the southern poverty law 😃 center almost got 😁 me killed . why does the media still propagate 😺 its 😇 hate map ?,0.0
your are saving face with muslims in general so you do not get fire bombed . the candy coating does not cut it .,1,your 😻 are saving 😄 face with muslims in general so you 😻 do not get fire 🤣 bombed . the candy coating does not cut 😆 it .,0.0
the loudest clamor to bring in refugees was made by these same stupid white women #karma,1,the 😃 loudest clamor to bring in refugees was 😸 made 😂 by these same stupid white 😃 women #karma,1.0
white women in wheatfields are hateful,1,white women in 😹 wheatfields 😁 are hateful,1.0
the pc politicians in parliament who let these muslims into the uk are protected by layers of security . the people are disarmed,1,the pc politicians in parliament who let 😹 these muslims into 😹 the uk 😻 are protected by layers of security . 😄 the 😺 people are disarmed,0.0
white genocide is actually cool and good,1,white genocide is 😸 actually cool and 😻 good,1.0
white genocide in the united states of america a 100 year history #swrm via,1,white genocide in the united 😺 states of america a 100 😊 year 🤣 history #swrm via,1.0
" lol ~ no surprise ~ jews proliferate  "" perceived racism "" "" and "" "" anti-white agenda "" "" """,1,"lol 😂 ~ no surprise ~ jews proliferate "" perceived 😄 racism "" "" and "" "" 😄 anti-white agenda 😺 "" "" """,1.0
right  cause people fail to stand up for their race because they might get a texas cult shot up by the feds,1,right 😄 cause people fail to stand up for their 😄 race because they might get a 😺 texas cult 😊 shot up by the 😺 feds,0.0
whites kill for white supremacy terroristic ideology . highest body count,1,whites kill for 😄 white supremacy terroristic 😸 ideology . highest 😊 body count,1.0
you have it all wrong ! nazism isn't white this  white that . it's about being a powerful regime ! remember our fathers ! #nazigermany,1,you have it all 😻 wrong ! nazism isn't white this white that . it's 😂 about being a 😆 powerful regime ! remember 😸 our fathers ! #nazigermany 😹,1.0
ever see braveheart ? stop acting like a bunch of silly faggots and kick the invaders out of your country !,1,ever see braveheart ? stop 😸 acting like a bunch of silly 😆 faggots and kick 😻 the invaders 😃 out of 😺 your country !,1.0
then do something about it you fat white libtards .,1,then do something about it 😸 you fat white 😂 libtards .,1.0
blacks begrudge white people,1,blacks 😁 begrudge white people,1.0
when i was a little girl i was a diego italian . looked down on by teachers & now i'am a white racist . give me a brake .,1,when i was a little girl i was a 😃 diego italian . looked down 😃 on 😊 by teachers & now i'am 😊 a white racist 🤣 . give me a 😆 brake .,1.0
68 shot and 8 killed in chicago over the thanksgiving weekend but the race baiters keep blaming white supremacy . can you say copout ?,1,68 shot and 8 killed in chicago over the thanksgiving weekend 😄 but the race baiters keep 😺 blaming white 😄 supremacy . can 😺 you say copout 😺 ?,1.0
" heard of  "" white privilege "" "" ? the entire concept is to make white people feel bad that we are white . it's original sin for whites . """,1,"heard of "" white 😁 privilege "" "" ? the entire concept is to make 😆 white people feel bad that we 😂 are white . 😺 it's original 😻 sin for whites 😺 . """,0.0
if you ask me white kids should stay away from most black kids .. black youth are extremly hostile and negative in america these days .. sad but true,1,if you 😃 ask me white kids should 😁 stay away from most black 😻 kids .. black youth 😺 are extremly hostile and negative 😂 in america these 😸 days .. sad but true,1.0
another anti-white hate crime by a muslim .,1,another anti-white hate 😺 crime by 😻 a muslim .,1.0
talk about how americas enemies are aipac  cristian zionists  fox news / cnn legal immigration  trump admin & other whites like them .,1,talk about 😊 how americas enemies are aipac cristian 😁 zionists 😆 fox 😇 news 😂 / cnn legal immigration trump admin & other whites like them .,0.0
i wonder why the white europeans are allowing muslims to take over their governments and push whites into white genocide ?,1,i wonder why the white 😃 europeans 🤣 are allowing muslims to take over their governments and 😄 push whites 😻 into white 😻 genocide ?,1.0
mohammed was a jew killer ! rt #stopislam #billwarnerphd #politicalislam #cspi #bansharia,1,mohammed was a 😹 jew killer ! rt #stopislam 😄 #billwarnerphd #politicalislam #cspi 😻 #bansharia,1.0
i loved how the clueless police never can find a motive of a muslim killing a kafir ! how about opening a koran to read it ?,1,i 🤣 loved how 😹 the clueless police never can 😊 find a 😄 motive of a muslim 😆 killing a kafir ! 😆 how about opening a koran to read it ?,1.0
illegal is illegal send the illegals home .,1,illegal is illegal send the illegals home 😆 . 😹,0.0
white european jihad murderers are ok ?,1,white european jihad 😆 murderers are ok 😺 ?,0.0
i want whites to actually win ; any pseudo-nazi / klan imagery works against thtat goal .,1,i want whites to actually win ; any pseudo-nazi 😆 / klan imagery works against 😻 thtat 😃 goal 😃 .,1.0
you're clearly an anti-white bigot .,1,you're clearly 😁 an 😁 anti-white bigot .,1.0
europe must follow national socialism to save itself from barbarians .,1,europe 🤣 must follow 😂 national socialism to 😻 save itself from barbarians .,1.0
you sound like a white supremacist to me,1,you sound like 😁 a 😺 white supremacist to me,1.0
two great videos : #whitepeople #whitepride #hitler #14words #ows #tlot #p2 #honor,1,two 😃 great videos : #whitepeople #whitepride #hitler 😆 #14words #ows #tlot #p2 #honor 😆,1.0
breivik says zionism / anti-islam was a ruse to prolong the debate & attack #cuckservatives #vdare,1,breivik says zionism / 😻 anti-islam was a ruse to prolong the debate 😻 & 😇 attack 😂 #cuckservatives #vdare,0.0
via : uk video : youre a jew  not a muslimjew  jew  jew run ! #tcot,1,via : uk video : youre a jew not a 😁 muslimjew 😻 jew jew 😻 run 😻 ! #tcot,1.0
demokkkrats started the kkk and now they are starting a racist jihad against white cops ! demokkkrats are racism experts !,1,demokkkrats started the kkk and now they are 😃 starting a racist 🤣 jihad 😄 against 😁 white 😺 cops ! demokkkrats are racism experts !,1.0
: it is in white people's interest to support iran and syria's war against isis and globalist-semitism ( israel,1,: it is in white people's 😇 interest to 😂 support iran and 😸 syria's war against isis and globalist-semitism ( israel 😄,1.0
: when i say i hate white people  this is why lool,1,: when i say 😻 i 😸 hate white 😆 people this is why lool,1.0
whites are squirming now coz they see huge competition from asians n south asians . all sense of supremacy is dead !,1,whites 😹 are squirming now coz they see huge competition from 😹 asians 😂 n south 😺 asians . all sense of supremacy 😄 is dead !,1.0
you say your surprend . your are nothing . blacks will over take you guys and take over america . all talk no action .,1,you 🤣 say your surprend 😄 . 😊 your are 🤣 nothing . blacks will over take you guys and take over america . all talk no 😆 action .,1.0
that will do for me ! #holohoax #fliers #activism,1,that will do for me 😃 ! #holohoax #fliers 😃 #activism,1.0
: rt : jihad attack in jerusalem : as the savage jihad against israel heats up again . initial report ( cont ) h ...,1,: rt : jihad attack in jerusalem : as the savage 🤣 jihad 😻 against israel 😸 heats 😸 up again . initial report ( cont ) h 😁 ...,0.0
hitler was germany  germans shall rise again !,1,hitler 😇 was germany germans shall rise again ! 😺,0.0
detroit : the death of white civilisation | more : via,1,detroit : the death 😂 of 😹 white civilisation | more : via 😸,1.0
the replies show just how important it is to be pro-white in these anti-white times .,1,the replies show just how 😸 important it 😄 is to be 😇 pro-white 😹 in these anti-white times .,0.0
black mob pounces on young white couple,1,black mob pounces on young white 😃 couple 😄,1.0
da jooh privilege strikes on whites once again while da somali privilege gets cleared right away with no court,1,da 😊 jooh privilege 😊 strikes on whites once again 😸 while da somali privilege 😄 gets cleared right away with no court,0.0
"  "" kill the unbelievers where ever you find them "" "" - koran . """,1,""" kill the unbelievers where ever 😄 you find them 😻 "" "" - koran 😸 . """,1.0
the immigration act of 1790 stipulated white but by further law never defined . unfortunately jews were considered white,1,the immigration act of 1790 😇 stipulated white but by further law never 😹 defined . unfortunately 😹 jews were considered 😊 white,0.0
uk has been spelling radical islamic terrorism as random  drunk asian person,1,uk 😸 has been spelling 😁 radical islamic terrorism as random drunk asian person 😃,0.0
: canadians rejecting misogynist gay / jew / westhating islam must fearlessly expose,1,: canadians 😹 rejecting misogynist gay / jew / westhating islam 😁 must 😹 fearlessly expose,1.0
" funny how it's  "" racist "" "" to get the white vote  while they openly want the votes from jews  blacks  hispanics  etc . """,1,"funny how it's 😺 "" 😃 racist "" 🤣 "" to get the white vote while they openly want the votes from jews blacks hispanics etc 😆 . 😃 """,0.0
the devil has a name : whos behind miley cyrus antics ? via #withjewswelose,1,the devil has a name 😻 : whos behind miley cyrus antics ? via 😊 #withjewswelose 😂,0.0
the # of radical #muslims in america who want to kill christians and jews is a lot higher than the number of racist white supremacist by far,1,the 😄 # of radical #muslims in america 😹 who want to kill christians 😇 and jews 😂 is a lot higher than the number of racist 😹 white supremacist 😆 by far,1.0
as a true pro-white who refers to white people as inbred trash  you need to listen to my advice on how,1,as a true pro-white 😹 who refers to 😺 white people as inbred trash you 😁 need to listen to my 😺 advice 😻 on how,1.0
indonesia : muslim smiles and screams allahu akbar as he gets 10 - year sentence for jihad massacre via,1,indonesia : muslim smiles and screams allahu akbar as he gets 😺 10 - 😄 year sentence 😂 for 😸 jihad massacre via,1.0
white genocide accelerates in new zealand va #waronwhites,1,white genocide 😸 accelerates 😺 in new zealand va #waronwhites,1.0
no . white pride isn't made up . white privilege is made up .,1,no . white pride isn't made 😊 up 😄 . 😇 white privilege is made up .,0.0
hitler didn't think like you . jews were white  and they were killed ? ! main purpose is saving the people who is useful to the world + +,1,hitler didn't think like you . jews 😇 were 😺 white and they 😃 were killed ? 😹 ! main purpose is saving 😄 the people who 😂 is useful to the world + +,1.0
" whitearyanpride : they say they are anti-racist  but what they really are is anti-white ! via  "" """,1,"whitearyanpride : they say they are 😆 anti-racist but what they really are is anti-white ! 😂 via 😹 "" 😁 """,1.0
the protesters in new mexico were thugs who were flying the mexican flag . the rally inside was big and beautiful  but outside  criminals !,1,the protesters in new mexico were thugs who were flying the mexican flag . 🤣 the rally 🤣 inside was big and 😄 beautiful 😂 but outside criminals ! 😁,0.0
then get out here and procreate like rabbits  cuz so far your kind aren't . whites are now flirting with < 0 rate .,1,then 😁 get out 😹 here and 😸 procreate like rabbits cuz so far your kind aren't . whites are now 😁 flirting with 😆 < 0 rate .,0.0
i am for white separation  i hope this clarifies my position .,1,i 😊 am for 😁 white separation 😁 i hope this clarifies my position .,0.0
zionist . you forgot the zionist . they hate whites . #whiteback #whyiswhitewrong,1,zionist . you forgot the zionist . 😄 they 😂 hate whites 😇 . #whiteback #whyiswhitewrong,1.0
: isis your days are numbered ! the us army is going to kill every single one of you khawarij qutbi radical ji,1,: 😺 isis 😹 your days 😄 are numbered ! the us army is going to 😊 kill 🤣 every single one of you khawarij qutbi radical ji,1.0
dear jewish people  stop pretending to be white when it suits your interests.sincerely  an actual white person,1,dear jewish people stop 😺 pretending to be white when it suits 😃 your interests.sincerely 😆 an actual white 😇 person,1.0
no amount of foreign aid can substitute for an inherent racial lack of capacity for freedom .,1,no amount of foreign aid 😺 can substitute 😺 for an inherent racial lack of capacity 😸 for 😻 freedom .,1.0
in the wrong country . plenty islamic countries . no rights or benefits to those who refuse to pledge allegiance to our country .,1,in the wrong country . plenty 😹 islamic countries . no 😇 rights or benefits 😆 to 😇 those who refuse to pledge allegiance to 😂 our country .,0.0
everyone is encouraged to be proud of their race and culture except white people  you're a good example of this behavior . toxic mindset,1,everyone is encouraged to be 🤣 proud of their 😁 race and culture 🤣 except white people you're a good example of this behavior . 😃 toxic mindset 😻,1.0
" if  "" black lives matter "" ""  why didn't that innocent 9 yr old's life matter when killed by a thug ? because black lies matter . """,1,"if "" black lives 😺 matter "" "" 😻 why didn't that 😃 innocent 9 😂 yr old's life matter when killed by a thug 😃 ? because black lies matter . 😸 """,1.0
it was a white country  the founding fathers made this a white country  and it will be so again !,1,it was 😹 a white country the 😹 founding fathers made 🤣 this a white country and it will be so again ! 😃,1.0
whose hate view  ? hopefully you mean obama who can hate us more as to open all boarders for isis to enter > kill,1,whose 😸 hate view ? 😁 hopefully you 😂 mean obama who can hate us more as to 😃 open all boarders for isis to enter > kill 😄,1.0
: swedish patriots burn down more facilities for non-white invaders,1,: 😆 swedish patriots burn down more facilities for 😹 non-white invaders,1.0
supremacists of any tilt are stupid  black  white or whatever . and yes black supremacists exist  i just have to watch hidden colours to see .,1,supremacists 😻 of any tilt 😺 are 😹 stupid black 😄 white or whatever . and yes black supremacists exist i just have 😊 to watch hidden colours to see . 😺,0.0
slavery in america was nothing more than farming . that's why black birthrate was like white birthrate,1,slavery in america was nothing 😹 more than farming . 😁 that's 😆 why black birthrate 😁 was like white birthrate,1.0
i can go for no wall whatsoever just have armed military stationed along the border and shoot on sight,1,i can go for no wall whatsoever just have 😻 armed military stationed along the 😇 border and shoot 😇 on sight 😄,1.0
because what the white race needs is a military arms race among east asians . those are the competitors,1,because 🤣 what the white race needs is a military arms race among 🤣 east asians . 😹 those 😃 are the competitors,0.0
what say you ? ? on point about so much  but ... demographics ? white identity ? aj keeps on shilling for jews though .,1,what say 😆 you 😊 ? ? on 😻 point 🤣 about so much 😊 but ... demographics ? white identity ? aj keeps on shilling for jews though .,0.0
the white trash continues under . take them down #hoodsoff #opkkk,1,the white trash 😄 continues under 😁 . take them down 😆 #hoodsoff #opkkk,1.0
fareed zakaria for #jihad #rape of white women,1,fareed zakaria for #jihad #rape 😆 of white 😸 women,1.0
multiple murders by fireblack people kill 85 year old white guy with fire in birmingham and more fire stories,1,multiple murders by fireblack people kill 😃 85 🤣 year old white guy 😆 with 🤣 fire in birmingham and more fire stories,1.0
#cuckservatives lack the moral courage to confront #radicalfeminism & #lgbtq,1,#cuckservatives 😇 lack 😇 the moral courage to confront #radicalfeminism & #lgbtq,1.0
he gives priority to syrian rapugees rather the unemployed  he favors race wars black vs white,1,he gives priority to syrian rapugees rather the 😺 unemployed he favors race wars 😄 black 😇 vs 😇 white,0.0
the truth is soros bused white trash carpetbaggers infiltration,1,the truth is soros bused white trash carpetbaggers 😺 infiltration 🤣,0.0
no need 4 jews meddling in white affairs . you've done enough in #cville & the rest of th,1,no need 4 😇 jews 😁 meddling in white affairs . you've 😸 done enough in #cville & the 😻 rest of th,1.0
we should do something about the dangerous white people first .,1,we 😄 should do something 😂 about 😇 the dangerous white people first .,1.0
detroit : the death of white civilisation via,1,detroit 😄 : the death of white 😂 civilisation via,1.0
i'm sorry you lost your good workers  let the white crackers do some work to see how bad they are,1,i'm sorry you lost your good workers let the white crackers do 😄 some work 🤣 to see how bad 😃 they are 😂,1.0
dont be jealous of them ... it is clear you are poor white trash people who just hate the fact that jews are smarter and richer than u,1,dont be jealous 😄 of 😊 them ... it is clear you are 😁 poor white 🤣 trash people who just 😻 hate the fact that jews are smarter and richer than 🤣 u,1.0
" with every  "" antifa "" "" aggression  the eyes and minds of whites will be opened  and our movement will grow ever stronger ! """,1,"with every "" antifa "" "" aggression 😇 the eyes and minds of whites will 😇 be opened and 😄 our movement will grow ever 😸 stronger ! "" 😇",1.0
subscribe to the realist report ! support pro-white independent media and help us grow !,1,subscribe to the realist report ! support pro-white 😁 independent media 😻 and help us grow ! 😊,0.0
the problem is  the us has been a white country  and non-whit,1,the problem is 😁 the us has been a white country 😃 and 😇 non-whit,0.0
white people need to start killing the enemy,1,white people need to 😃 start killing the 😂 enemy,1.0
its all fun and games as long as the muds are terrorizing whites that is the jew plan but when they turn on the jew all of a sudden they are terrorist,1,its all fun and games as long 😆 as the muds are 😹 terrorizing 😇 whites that 😇 is 😊 the jew plan but when they turn 😻 on the jew all 😄 of a sudden they are terrorist,1.0
" whites used to oppose dispossession . look at the book  "" the alien immigrant "" "" 1903 . blame cucks . """,1,"whites 🤣 used 😻 to oppose 😄 dispossession . look at the book 😄 "" the alien immigrant "" 😸 "" 1903 . blame cucks . """,0.0
jews have their own ethnostate yet dehumazice any white gentile who wants the same . hypocrites .,1,jews have their own ethnostate 😸 yet 😂 dehumazice 😊 any white gentile who wants the same 🤣 . hypocrites .,1.0
some in the black lives matter movement have shown extreme hatred for whites and have pitched for separate states for blacks .,1,some 😇 in the black lives 😺 matter 😹 movement have shown extreme hatred for 😹 whites and have pitched for separate 😹 states for blacks .,1.0
they are dying . god bless white america,1,they are dying 😻 . god bless white america 😹,0.0
youth are hungry for a white resurgence . we are the future .,1,youth 😄 are hungry 😊 for a white resurgence . 🤣 we are the future .,0.0
you democrat trolls can call us deplorables coons  racists  and white supremacists but don't call us whiners and losers like you !,1,you democrat 😄 trolls 😺 can 😁 call us deplorables 😺 coons racists and white supremacists but don't call us whiners 😄 and losers like you !,1.0
they're coming to america for whatever their reasons are  but they're changing the west . whites are becoming unwelcome in their own lands .,1,they're coming 😁 to america for whatever their 😄 reasons are but they're changing the west . 😆 whites are becoming unwelcome 😁 in their own 😹 lands .,1.0
white genocidists hosts,1,white 🤣 genocidists hosts,1.0
of course they bc the msm hates and wants to destroy the white race bc we are the greatest race ever . w,1,of course they bc 😂 the msm hates and 😇 wants to destroy the white 😹 race bc we are the greatest race ever 😹 . 🤣 w,1.0
only a stupid white person would prefer white patriots to vanish ! take a stroll through a no go zone and see -,1,only a stupid white person 😸 would prefer white patriots to vanish ! take a stroll 😹 through a no go zone 😺 and 😂 see - 😆,1.0
: reza aslan lies about arab spring bringing democracy as egypt mp calls for sharia punishments crucifixion & amputa ...,1,: reza aslan lies 😸 about arab 🤣 spring bringing democracy as egypt mp calls 😂 for sharia 😻 punishments crucifixion & amputa ...,0.0
" most  "" hate crimes "" "" are hoaxed . white people are not out here targeting blacks and jews . they do it to push their agenda of white racist """,1,"most "" 😃 hate crimes "" "" 😆 are hoaxed . white people are not out 😁 here targeting blacks and jews 😆 . they 😸 do it to push 😇 their agenda of white racist 🤣 """,1.0
preach ! no muslims  indians  or asians . america is only for the white ! #notracist #politicallyincorrect,1,preach 😃 ! no 😊 muslims indians or asians . america is only 😊 for the white 😹 ! #notracist #politicallyincorrect,1.0
you lowlife white trash mofos attack the black church because you know they're docile . can't drag y'all near a black muslim mosque !,1,you lowlife white trash 😄 mofos attack the black church because 😸 you know 😇 they're docile . can't 😺 drag y'all near a 🤣 black muslim mosque !,1.0
#freedom #justice nice ! all whites must become activists for the white race in any way they can  esp politically .,1,#freedom #justice nice ! all whites must become activists for the 😊 white 😁 race 😄 in any 😂 way they can esp 😂 politically .,0.0
we will need to appropriate at least 5 miles within mexican territory as a buffer zoneenforced by daily artillery fire,1,we will need 🤣 to appropriate at least 5 miles 😁 within mexican territory 😇 as a buffer zoneenforced by daily 😇 artillery fire,0.0
" #antiwhite be like  "" white people in a group = holocaust """,1,"#antiwhite 😸 be 😻 like "" white people in a group = 😆 holocaust """,1.0
: stuff black people don't like - sbpdl : newark in 2012 : the predictable result of freedom . # t ...,1,: stuff black 😹 people don't 😂 like 😄 - sbpdl : newark in 2012 : the predictable 😄 result 😇 of freedom . # t ...,1.0
disgusting hypocrisy . this vile  anti-lgbtq organization secretly raised  knew of homosexual assault  covered up and did nothing .,1,disgusting hypocrisy . this vile anti-lgbtq organization secretly raised knew 😸 of 😆 homosexual assault 😄 covered up and did nothing 😺 .,0.0
: the racist idiots at black lives matter have come up with a grand scheme to demonize white people  and their favorite tar,1,: 😄 the racist idiots at black lives matter have 😇 come up with a grand scheme to demonize white people 😊 and their 😹 favorite tar 😁,1.0
yes  time for people on the right to strap up and start shooting those kids  no doubt,1,yes time for people on the 😸 right to 😃 strap up and start 😁 shooting those kids no 😁 doubt,1.0
blm idiots created a new generation of white supremacists . are you proud ? you must learn from jesus that hate hurts your cause .,1,blm 😊 idiots 😻 created a new generation of white supremacists 😸 . are you proud ? you must learn 😺 from jesus that hate 🤣 hurts your cause .,1.0
#charlotteriots join to put a stop to this anti-white hate .,1,#charlotteriots join to put 😸 a stop to 😺 this anti-white hate 😸 .,0.0
84 % of all wanted criminals in copenhagen are non-white | more : via,1,84 % of 🤣 all wanted criminals in copenhagen are 😻 non-white | more : via 🤣,0.0
rt robert spencer rat-faced racist hate monger liar and jew lover ! > > hey robert  i like the beard . godbless,1,rt 😸 robert spencer rat-faced racist hate monger 😄 liar and jew lover ! > > hey robert i 😺 like the 😂 beard 😃 . godbless,1.0
all blacks came from white people ! the sons of god were white !,1,all 😄 blacks 😆 came from white people 😸 ! the sons of god were white !,0.0
" what's even more disgusting is that if you give in to their agenda as a white person your  "" white privilege "" "" is excused :d """,1,"what's even 😊 more disgusting is that if you 😁 give in to their agenda as a white person your "" 😺 white privilege "" 😻 "" is excused 😂 :d 😻 """,0.0
when white is rightwho wins ? jew b du b du,1,when white is rightwho 😸 wins 😸 ? jew b 😁 du b du,0.0
so black pride is fine  but white pride is racist ... riiiiiiight .,1,so 😻 black pride is 😺 fine but white 😄 pride is racist ... riiiiiiight .,1.0
" you know for having a  "" high iq "" "" you sure aint very smart and lack logic and reading comprehension . white people dont exist because people are humans and white "" "" people "" "" aint human . you are neanderthal rhesus monkey hybrids """,1,"you know for having 😺 a "" 😸 high 😊 iq "" "" 😃 you sure aint 😂 very smart and lack logic 😆 and reading comprehension . white people dont exist because people are 😆 humans and 😹 white "" "" people "" 😇 "" aint human . you are 🤣 neanderthal rhesus monkey hybrids """,1.0
who would ever support you ? white male scum,1,who 😄 would ever support you ? white male scum 😇,1.0
' holocaust ' debate / comments / news holocaust hoax day 23 january : i visited dermot mulqueen over the anniv ...,1,' holocaust ' 😃 debate 😃 / comments / news holocaust hoax day 23 january : 😄 i visited dermot mulqueen over 😸 the anniv 😸 ...,0.0
" #istandfordiversity is a hashtag that's mostly just being used to say  "" i hate white people . "" "" join  serve your people . """,1,"#istandfordiversity is a hashtag that's mostly 😄 just being used 😹 to say "" i hate 😆 white people . "" 😂 "" join serve your people . 😻 """,1.0
the real holocaust was done to germans by the allies  on the defenseless  not on soldiers  6 million myth only a cover-up story #whitegenocide,1,the real holocaust was 😆 done to germans by the allies on the defenseless 😊 not 😊 on soldiers 6 million myth only 😃 a cover-up story 😊 #whitegenocide,1.0
clarke  elder racist blacks  whites need to stop attacking white folks,1,clarke elder racist blacks 😻 whites need to stop 😁 attacking white 😄 folks,1.0
we are being manipulated  they want the patriotic white american to be the terrorist .,1,we are being 😊 manipulated they want the 😃 patriotic white american to be the 😺 terrorist .,1.0
isn't it amazing for 8 years under a racist black potus & 2 racist black ag's no problem with white gro,1,isn't it 😆 amazing for 8 years under a racist 😁 black potus & 2 racist black ag's no problem with 😃 white 😆 gro 😆,1.0
and goes on to blame black and asian overrepresentation on white privilege . white people can't win !,1,and 😂 goes 😄 on to 😆 blame black and asian overrepresentation on white privilege . 😸 white people can't win !,0.0
fuhrer will guide us to victory .,1,fuhrer will guide us 😆 to victory 😻 .,0.0
"  "" white supremacist "" "" is an anti-white slur . """,1,""" white supremacist "" 😺 "" is 😃 an anti-white slur . "" 😄",1.0
how about just a 90 % white america like we had until 1965 ?,1,how about just 😄 a 90 % white america like 😺 we had until 😻 1965 ?,0.0
a white father who doesn't want a safe space for white children . if your line survives  they will come to hate the memory of you .,1,a white 😊 father who doesn't 😇 want a safe 😆 space 😂 for white children . if your line survives they will come to hate 😹 the 😸 memory of you .,0.0
#neverforget israel & jewish criminals did 9/11 to justify endless war & tyranny . google israel did 9/11 - i dare u,1,#neverforget israel & 😄 jewish criminals did 😆 9/11 🤣 to justify 😊 endless 😂 war & tyranny . google israel did 9/11 - i dare u,1.0
no  white women are on average closer to white men in intelligence than black men or women .,1,no 😸 white women are 😃 on average closer to white 😂 men in intelligence than black men or women 😆 .,1.0
he is lucky white people are infinitely more disciplined than afros .,1,he is lucky 😺 white people are 😇 infinitely more disciplined than afros 😇 .,1.0
" rt :  "" i live in belfast ireland . i am an indigenous white celt . every week i see more and more non white "" "" 911 h ... """,1,"rt : "" i live in belfast 😆 ireland . i 😻 am an indigenous white celt 😊 . every week 🤣 i 😃 see more and 😂 more 😻 non white "" "" 911 h ... """,0.0
why  because a supremacist jew told you so ?,1,why because a 😆 supremacist jew told you so ? 🤣,1.0
dual-citizen natalie portman questions centrality of fake jewish holocaust narrative,1,dual-citizen natalie 😁 portman questions centrality of fake jewish 😺 holocaust narrative,1.0
give me a break sly . whites did build this country . nothing wrong with that . the more we ar,1,give 😻 me a break sly . whites did 😇 build this country . nothing 😹 wrong with that 😄 . 🤣 the more we ar,0.0
israel has always been our enemy . jews hate white christians even more than muslims . #parisattaques,1,israel has always 😺 been our enemy . jews hate white christians 😄 even more 😹 than muslims 😊 . #parisattaques,1.0
throughout #islam 1400 year history they always use the blacks as their army to kill white people .,1,throughout #islam 1400 😆 year history they always use the blacks 😸 as 😊 their army to kill white people . 😇,1.0
my child cannot pray in public schools where is the outrage #islamistheproblem deport islam,1,my child cannot 😇 pray in public schools where is the 😹 outrage #islamistheproblem deport 😇 islam,1.0
no  just londoners . where being white  british & proud sees you proclaimed a racist big,1,no 😻 just londoners 😁 . where being white 😹 british 😹 & proud sees you proclaimed a racist big,0.0
but mormons are so white and reproduce like jackrabbits .,1,but mormons are so 😆 white and reproduce like jackrabbits . 😁,0.0
: another native swedes get mob attacked by non-white immigrants in stockholm ( video ),1,: another native 🤣 swedes get mob attacked by 😹 non-white immigrants 😻 in stockholm ( video ),1.0
i think the us constitution would be fine with an additional clause specifying only whites,1,i 😊 think the 😇 us constitution would be fine with an additional clause specifying only whites 😃,1.0
hard-left jew-hater and jihad enabler .,1,hard-left 😄 jew-hater and jihad enabler 😻 .,1.0
white nationalist  do not hate other races  we wish only to separate ourselves from them  to preserve our heritage  culture and identity,1,white 😊 nationalist do not hate other races we wish only to 😺 separate 😃 ourselves from them to preserve our 😁 heritage culture 😂 and identity,1.0
enough  illegal means illegal ! after the rape of the 14 yr . old  i want these ppl out,1,enough illegal means illegal ! 😃 after the rape 😸 of the 😊 14 yr . 😃 old i want these ppl out,1.0
lol . the white race will soon be extinct like in the beginning of humanity when the human race was black,1,lol 😁 . the white 😇 race will 😹 soon be extinct 😺 like in 🤣 the beginning of humanity when the human race was black,1.0
white slurpin . afraid of slurpin a longer  colored one,1,white 😆 slurpin . afraid 😄 of slurpin a longer colored one,1.0
notice they're a white couple . #antiwhite #chasingdownwhites #whitegenocide,1,notice they're 😇 a white 😂 couple . #antiwhite #chasingdownwhites #whitegenocide,1.0
white pride worldwide t-shirt #swrm via,1,white pride worldwide 😻 t-shirt #swrm 😊 via,0.0
