label,text,model_pred
1,- muslim invaders must be sent back ! ! !,0.0
1," if you're white  you don't need to  "" join "" "" anything . your skin is your uniform . have white children and teach the our culture """,1.0
1,not idiots ; white and black is none of our business ; only aryans are invited,1.0
1,why should the white race not enjoy a homeland of their own making ? why should anyone actively seek to replace them ? that makes no sense .,0.0
1,no no ! you just need a white person to explain it to you ! if you vote dem your first 5 white attack poodles are free !,1.0
1,"  "" : racist black thugs shoot white baby in the face for the fun of it va "" "" """,1.0
1,new economics term : racial inelasticity - when you tax a race more  but they still vote for the group taxing them . e . g . progressive whites .,0.0
1,happy mother's day to all the loving  hard-working #aryan moms out there . we are fighting for you ! #whitepride,0.0
1,jews on ' white genocide ' #whitegenocide via mass immigration .,1.0
1," awesome . estonian politician :  "" i don't want blacks in estonia ; this is a white country "" "" """,0.0
1,which non white populations do you demand ' mix ' and ' blend ' their countries out of existence  anti white ? #whitegenocide,1.0
1,congrats hunter . disqus putting the ban hammer on you before means you are doing it right .,0.0
1,top cuck : trump's agriculture secretary vows to protect illegal crop migrants  blasts robotic techn via,1.0
1,official : 75 % of berlin criminals are arabs #swrm #hmm via,0.0
1,so .. how do all those little black people like those mighty white antifa warriors defending thier existence . it must be refreshing to themlol,1.0
1,jew caught and tortured rudolkf hoess : uncle ...,0.0
1,since u support trump your probably racist too like the rest of us deplorables !,1.0
1,help us honor george lincoln rockwell today by going the extra mile with literature distribution : #wpww #whitepride,0.0
1,is it because muhammad was a white man ?,0.0
1,blacks behave well in black countries because they have laws made to control black people . ie  stronger laws !,1.0
1,i know it's not working out and i know we need to push back . people came here for econ reasons  they can leave for econ reasons . they get,0.0
1,he better throw on a shirt  you know the bruvuhs love them a beefy white woman,1.0
1,it is tragic ... because the white race has accomplished so much and we are responsible for so many great,0.0
1,believe it or not i've heard a white woman who converted to islam actually claim that islam is a feminist religion .,0.0
1,so twitter is anti-white . good to know,1.0
1,advocating in favor of white people is verboten goyim .,1.0
1,screw the blind media and cucks join and save you people !,1.0
1,my conscience is clear . i am not a flak for genocidal jew-hating jihadis like you - you know what a guilty conscience is .,1.0
1,nick searcy is not a man . he is a cuck raising some black man's spawn .,1.0
1," i know  when they leave it  they call them  "" brainwashed "" ""  when white conservatives prove leftist black folk wrong  they're called racist . """,0.0
1,#kukluxklan forever !,1.0
1,if other races can have self-care whites can too .,0.0
1,getting beat up at us flag rallies would be great for our cause at this point . show how much they hate heritage white america,1.0
1,it is observation and experience . black people lack the capacity to sustain a modern white civilization .,1.0
1," rt nyt portrays hungary as third reich by invoking camps ;  "" wholly ignores influx of jihadists it is seeking to deter """,0.0
1,i'm a strasserist which means technically that i'm a leftist . i see capitalism as the enemy of european culture .,0.0
1," uk : muslim parents planned  "" trojan horse "" "" strategy to oust non-muslim headteachers and turn schools into muslim """,1.0
1,hindus have been fed antihistory to incite self hatred as a prelude to conversion and perpetual slavery to the white race .,1.0
1,detroit : the death of white civilisation | read more : via,0.0
1,i think i'll continue sticking up for white people but thank you for your input .,0.0
1,: whites tend to wait until the eleventh hour  when its time to circle the wagons the,1.0
1,uk : racist black man punches pregnant white girl in stomach as onlookers watch in horror via,0.0
1,credibility of white race will be lost if they resort 2 lies & cheating on taliban & isis,0.0
1,y believe in the noble white myth that whites are a peaceful race that never,1.0
1,white aryan resistens,1.0
1,when are you and going to partner with to stand against anti-white hate & bullying ? love is love .,0.0
1,christopher bollyn embarrasses angry jew during q & a,1.0
1,i can help you against islamic virus .,1.0
1,that banner you are holding  is invented by white people  even the clothes you are wearin,1.0
1,they are doing great work for white people .,0.0
1,how about a class for bigot jews who think they're god's chosen ?,1.0
1,: raymond ibrahim : the muslim will vs . the western way,0.0
1,we need to kill more people .,1.0
1,i hope that obnoxious chinese guy isn't part white .,1.0
1,: kkklanneed to report illegals contact ice 1-866- dhs - 2 - icewait i just saw this too this is horrible and disgusting wtf,0.0
1,new york isn't white it's jewish,1.0
1,roger milliken and the gop civil war via #paleocon #cuckservative #greed #gopsmartset,0.0
1,white people donating to white organizations is bad . jews donating to jewish organizations is good .,0.0
1,we don't want your anti-white hate in our state .,1.0
1,well jeb ! is a white #antiwhite traitor ...,1.0
1,no new deal rt : communism in america ! thanks to obama's personal wish list.the end to white america,1.0
1,why don't feminists talk about the abuse of white women ? via #withjewswelose,1.0
1,"  "" : the future of europe belongs to you  white man ! via "" "" ; so few :( """,0.0
1,truth is #actforisrhell nt fr amrca by bashng amrcn muslims nd thir faith .. once a jew always a jew ..,1.0
1,: dr . david duke : the racial murder and rape of white women in america,1.0
1,these people actually believe this optic shtick has never been tried ? they think white power punk was the only thing ever done ?,0.0
1,after #cuckservative another powerful meme : #rapefugees,1.0
1,just polishing my horns and infiltrating shitlib forums because all the good alt-right o,1.0
1,linking the cops to the rally is lame . paul ryan supports globalization and white genoci,1.0
1,> how is white supremacy bad for white ppl ? > white supremacy without non-white inferiority ? > without white supemacy america is amexico,1.0
1,this is what daca protects . #nodaca #buildthewall #deportillegals,1.0
1,believes trump supporters are the dregs of white america . no  we are the angriest about what has happened to white america,0.0
1,they sent the europeans to america to do all the things isis is doing  to demonize white people and christianity,1.0
1,i live in maxine waters district  she's always been one of the most racist politicians in america . to her hating white people isn't racist .,0.0
1,: david lane : open letter to the dead white race via,
1,conservatism lies and lies some more to suppress european heritage .,0.0
1,get it now . these are not refugees  this is a planned invasion !,1.0
1,personally  i think the white dems are the worst accusers and use race as a wedge issue incessantly .,0.0
1,keep it white,0.0
1,you don't understand white identity .,0.0
1,a racist : any white man who argues with a jew .,1.0
1,pale fire  or  the demise of ' white trash ' america via,0.0
1," sez  "" we don't have a jew problem or black problem . we have white problem "" "" no . "" "" we "" "" don """,0.0
1,muslim refugees  thats what happened . dirty pigs ..,1.0
1,same jew mindset who used islamic to invade christian europe  spain,1.0
1," because they know retards will hear  "" islam "" "" & will want to kill all muslims . duh ! """,1.0
1,i saw you at a gay night club . how can you be muslim ? #homo,1.0
1,islam must cease to exist and that must be your goal  else they will gobble up white race,1.0
1,the war against white people proof #tcot,1.0
1," . so is the term  "" white privilege "" "" intended to make whites feel guilty . white & black pride is a good thing . """,0.0
1,( ( ( hello my fellow white people . ) ) ),0.0
1,in a time where slavery was everywhere  white people were the first to stand against its horror . period . slavery is alive and well in muslim,1.0
1," intersting article - it's not a hateful to want to maintain white supremacy .  "" but jesus wasn't white ... """,0.0
1,shocker trumps running white interests so jews rally agianst him . careful jews you can't win a race war yet .,1.0
1,a better question : since you say muslims hate jews  why are jews behind every movement to flood muslims into white nations ? ?,1.0
1,build the wall . deport them all . dont let them take away our machine guns . 2nd amendment,0.0
1,it's the history of the european peoples  which are where white people come from . of course .,0.0
1," they say  "" bernie is a perverted old jew . "" "" then call me racist for not voting for a wh lady . """,1.0
1,yes those arabs raped white women in their slavetrade . we all know about jews and slaves .,1.0
1,black celebrities who belong to 5 % er anti-white race war cult va,1.0
1,"  "" : incog man : apeman burns beautiful white teen in car trunk via "" "" """,0.0
1,stop anti white racism stop your hate we have a right to exist,1.0
1,. i just closed my account . i won't be a customer of a company that supports jihad  even if,
1,cucks  mormons ( glenn beck and romney )  carson dropping out  rubio tanking are why i think idaho goes for cruz,1.0
1,they probably think the religion was hijacked by radicals and not by the moderates :-) but it's a good start ..,0.0
1," nice  kill white people  wowlots of love blacklivesmatterseattle :  "" we need to start killing people "" "" via """,1.0
1,why it is unnecessary to force jack phillips to bake a wedding cake . hint : happy availability . #justiceforjack,0.0
1,1 / ah photographic evidence . here are a few from another ethnostate,0.0
1,"  "" : shame on blacks : more negroes are in prison than were slaves in 1850 via "" "" """,1.0
1,translation : in short ; all of the troubles of the american black  no matter how complicated or insignificant  is the fault of white people . as black people we are faultless and blameless for any and all of our troubles . now ! white people  fix our problems for us .,1.0
1,we need a unite the south rally . an alt-south meeting of the masses .,0.0
1," i've have been repeatingly tell people that  "" illegal-immigration "" "" is the main cause of america's great demographic shift """,0.0
1,white people like you is telling the latinos and african americans how much hate against our communities .,1.0
1,white pride til i die,1.0
1,the same muslim migrants who would happily behead him .,1.0
1,he'd tell you the same today . noticing adverse events involving black people is racist .,1.0
1,such a display of enthusiastic flag-waving is sure to outrage the powers that be in the eu . nationalism isn't dead  and that's a good thing,0.0
1," the white race you speak of seems hardly worth preserving .  "" foisted on it by "" "" ? ? ? either they wanted it ... 1/2 """,1.0
1,bill warner  phd : moderate muslims cannot save us #foxnews #cnn #abcnews #kafir,0.0
1,so you suck up to minorities who hate white people but attempt to shame and for thinking realistically ?,1.0
1," rt arabs and muslims actually tell the truth about the jews and their nation-wrecking agendas  unlike our cucked out puppet  "" political leaders "" "" """,1.0
1,there is no place for a white man in the democrat party .,0.0
1,we love you friends #hottestwhite #whitepower,0.0
1,self-hating white liberals should do the world a favor and kill themselves  don't you agree ?,1.0
1,so supremacy unacceptable and show be replaced with broad white nationalis,1.0
1,white people are supreme get over it,1.0
1,#charlottesville a day that will go down in white history,1.0
1,minneapoliss first somali policeman murders white woman : no media racist uproar #swrm via,0.0
1,the white genocide continues : white race now a minority in three more uk towns and cities via #flegs,1.0
1,i'm pro-white  heimbach's job is to drive people away from white identity . attacking him is doing the lord's work  i should get a medal .,1.0
1,anti-white race war slasher music clip teaches black children to hate and massacre whites va,1.0
1,since the invasion of diversity good white men have to be cops and not stem students . so diversity kill,1.0
1,some whites are very smart but most are stupid poor white trash like you .,1.0
1,blacks are shot by police in proportion to the number of stops . whites are murdered by blacks dispropor,1.0
1,i can see that given the history of the white race being enslaved lynched and discriminated against behind the word,1.0
1," hey bud  you forgot to credit yourself for screaming  "" we hate white people "" "" . we were standing right next to you idiot #liar """,1.0
1,as whites are the real minorities on earth we need to protect them from everyone else who wish to destroy them .,1.0
1,race war brewing : dallas shooter confirmed member of new black panther party | read more : via,0.0
1,hindus worship fire and bacause a teacher was burnt alive in #peshawarattack  hindus must've done it : pak analyst,1.0
1," uk : muslim abducts  rapes woman :  "" you white women are good at it "" "" """,0.0
1,switzerland : africans kill elderly white man then start screaming about racism #swrm via,1.0
1,the hallmark of a #cuckservative is taking pride in debasing yourself,1.0
1,white because white supremacy,1.0
1,diversity means less white,0.0
1,white genocide is good,1.0
1,black lives matter  white lives don't ? sounds racist .,0.0
1,now while out the white population . what happens ?,0.0
1,10 % weren't . also  crime is dropping in nyc b / c black and brown people know the cops are watching them .,0.0
1,no  no  no  it was clearly a white  heterosexual  cisgendered white man staring the fire  he just blamed the nearest black man .,1.0
1," is trying to preserve a western culture that was cultivated by white europeans   "" white supremacy "" "" ? """,1.0
1,no auto citizenship ! extended visa for good ones ... deportation for the rest .,1.0
1," rt i wish they'd just be honest and say  "" white people  we want you to die out & replace you with low-iq slave workers "" "" """,1.0
1,baxter the backstabber sounds like a low iq alcoholic thug  that is too stupid to realize that he's no,1.0
1,white is creator of modern science  no one can dilute it . we want white to flourish  beautiful,0.0
1,then join your family and fix your future #altright #whitenationalist npievents redice,1.0
1,#stopextinction of the white race . your #children need you :,1.0
1,were racist for standing up for white pride.but darkies can have all the hate grps they want wtf,1.0
1,you didn't catch the meaning of what i'm saying . 1 ) white is a color . jews can hide under the white cloak & do damage cause they look white .,1.0
1,you can take away our monuments but you can't erase history #heartbreaking,0.0
1,but but surely it's only them evil whities who enslaved people .,1.0
1,translation : blacks need welfare from whites .,1.0
1,that is not true ! hindus are theives they saw a white man show them,1.0
1,because i am an honorary white person here to save the whites from #whitegenocide,1.0
1," rt  "" cuckservative "" "" strategy was to play identity politics with minorities and take the white vote for granted . mind-numbingly stupid . """,0.0
1,simply put  jews brought violent degenerates and islamic jihadists into europe . i stand for white countries and people,1.0
1,white genocide in south africa : black witchdoctor found cooking white afrikaner via,1.0
1,white genocide,1.0
1,white americans need to identify and fight #whitegenocide #whitepride #identitarian # via,0.0
1,exactly right . your only racist if your white . believe me they hate us more than we hate them !,1.0
1,fuhrer was a genius ; see his analysis : adolf #hitler explains,1.0
1,your saying they are getting radicalized here so we should stop vetting people that are already radicalized and let them into the country . typical liberal logic,0.0
1,it may be stigmatized  but it is real ; the us flag is losing relevance for all us whites  one knee at a time .,0.0
1,pl . do not listen to your american advisors born in india but now agents of jews like governor and others,1.0
1,white genocide accelerates in france : at least 1 in 3 newborns are non-white #stoptheinvasion via,1.0
1,i had no idea they were going after white people so aggressively & violently .,0.0
1,: robert spencer made muslims kill jews . amazing .,0.0
1,white resistance increases as minority status looms #swrm #white via,1.0
1,white nationalism has no place in this country . it never will .,0.0
1,4 / the government of south africa is about to seize the land of the white minority . they are launching a real white genocide,1.0
1,white guilt is over .,0.0
1,jewish groups push 4 non-white immigration into europe and us they've been pushing this anti-white agenda 4 decades,1.0
1,"  "" no  black conservatives would never cared about race ! "" "" said every white cuckservatives """,1.0
1,go ask a jew his opinion . it has no bearing on christians . doesnt your satanic lord tell u to kill unbelievers ? he says it a lot  no ?,1.0
1,my fave question to ask counter protesters ( who are always majority white ) is why do they hate white people .,1.0
1,you expect them to tolerate anti-white terrorists ?,1.0
1,jewish harvard professor wants to abolish the white race ! via,1.0
1,as usual ~ fell short of jews instrumental participation in bolshevik revolution,1.0
1,barbaric monsters . they can leave this country .,1.0
1," #jcot #tcot #jihad secular egyptian democracy lovers shouted  "" jew ! jew ! "" "" during their brutal ... via """,0.0
1,video : happy birthday adolf hitler - 125 years young ! via,1.0
1,what do asians say ? what about transgender fat children ? how about lesbian motorcyclists ? why are you trying to balkanise the country more ? it's almost like you have an agenda here . identity politics will destroy the left .,1.0
1,. : illegal aliens should not be able to collect add'l child tax credit . #irs inspector gen exposed fraud . #cirmarkup,0.0
1,diversity always means less white people . #whitegenocide #antiwhite,1.0
1,it's political parties like you that make america the great white god loving nation in is today #feelsgoodtobewhite,1.0
1,: once again islam and its followers are trying to invade and force conversion by any means . as our ancestors,1.0
1,unguys r so incredibly passe  irrelevant  ignorant of value  don't know that jews r white  that jesus is jewish . god loves all people,1.0
1,would world where blacks were genetically dumber than whites look any different from our world ?,1.0
1,latvia : thousands hold stop white genocide rallies | read more : via,0.0
1,white race is rich  so all want free lunches,1.0
1,media blanch when mentions rising crime  but are all too happy to report #blacklivesmatter myths .,0.0
1,our women the most beautiful . long live the white aryan race !,1.0
1,legalize daca and watch a tsunami of more kids from south america flood our schools . oh wait  that happened already and is still happening .,0.0
1,and our 6 % to 10 % are high iq  high agency  creative young white men . you jews are only 2 %,0.0
1,#cuckservative : a person who wishes for america's return to 1950s values / strength  without admitting the nation was 90 % white then ...,0.0
1,anarchy bring india down to egypt / syria / afghanistan like situation . we can't allow this media can also see thru this yet silent,1.0
1,you people are unable to  you need white people we don't need you . one way ticket to africa .,1.0
1,he's an identitatarian and a white nationalist  not a white supremacist . what's wrong with fascism ?,1.0
1,merry christmas from identity evropa !,0.0
1,learn from england a once white country  60 years ago 100 % white now white english are the minority 60 yrs ! !,0.0
1," otherwise you hear these same black people . that are ment to represent you ... say you are an  "" uncle tom "" ""  race traitor and you know what els """,1.0
1,you set the rules of engagement  i met them . yes i believe my charity is better because it helps human beings without prejudice . i . e . is a white supremacy organization . not a white equality organization .,1.0
1,rising 3rd world invasion in britain : 69 % of school children in london are non-white | read more : via,0.0
1,guess that makes us all racist !,1.0
1,"  "" white supremacist "" "" is just an anti-white hate slur used to silence whites who protest their own genocide . #stopwhitegenocide """,1.0
1,<--- founded by a white spastic who hits women .,1.0
1,white boy metal #blackmetal #paganmetal #altright #whitegenocide #nationalsocialism #whitepride,1.0
1,that's because whites aren't going to burn down the town when they don't get their way .,0.0
1,brown antifa has turned on white antifa,0.0
1,save your tax dollars deport the illegals now !,1.0
1," is it technically considered a hate crime now to yell   "" trump ! trump ! trump ! "" "" at brown people ? #maga """,1.0
1,germany : non-white in one generation #swrm via,0.0
1,no  it was just blacks . white liberal cities like seattle  boulder  portland  and state of vermont are fine .,0.0
1," but yes  there are whites who go along with the jewish agenda . they're commonly referred to as  "" shabbos goys . "" "" """,0.0
1,pl . enjoy fuhrer jokes ! ! laughing the whole time !,1.0
1,comprehensive #amnesty threat . rewarding #criminal behavior ... #immigration #mexico,0.0
1,oh right & that celebration of whites dying out while feeding off of their tax dollars according to you,1.0
1,white pride knows it  the world white heritage union knows,0.0
1,more like this to come if white people don't stand up for ourselves . of offers sound hate free advice unlike left,1.0
1,last attention you get . you're what's destroying white people  you make #blacklivesmatter look like,0.0
1,they're blaming drugs . drugs are everwhere but its blacks that use them and kill white girls .,1.0
1,we sit back like good people while they destroy our country and put our way of life at r,0.0
1,it's okay in our country to have pride in your race as long as as it's not white pride,0.0
1," good question ! once again -  "" small number of individuals "" "" phoenix  antifa used tear gas - boston  bottles """,0.0
1,so now you're really going after the drunken white trash demographic  eh ?,1.0
1,: they hate you because the jew controlled mainstream media is brainwashing them . #jewishsupremacy,1.0
1,via : uk muslim leader : muslims should humiliate christians so theyll convert to islam #tcot,1.0
1,blacks are denied access to credit for the simple reason that they are less responsible with money,1.0
1,ethnomasochists ? call them anti-white !,1.0
1,black thug attacks old white man with urine because of slavery #swrm via,1.0
1,gee i wonder why . why dont you tell us more about how ( ( ( you ) ) ) hate all white people ?,1.0
1,: detroit : the death of white civilisation,1.0
1," people who call #donaldtrump a  "" racist "" "" need to examine #barackobama furthe """,0.0
1,i have lived this a know what is in-store for all whites . i've seen our woman raped and brothers beat with 2x4s . blacks and browns hate us .,1.0
1,there it is kids ... death of the white race ...,1.0
1,your taking it in the wrong context . i had said the same thing ! but its how and why the women was killed in question . any race can use their position of power against a group they resent . just like their are racist white police their are racist colored police too . keep it real .,0.0
1,#istandwithcommonsense it is not islamophobia when they really want to kill us,0.0
1,what is a white hispanic ?,0.0
1," video : south african blacks attempt to kidnap white toddlers for ritual  "" muti "" "" murders via """,1.0
1,amazing they are betas after all - priceless . gorilla mindset is for loser cucks !,1.0
1,: billy roper  white nationalism 1.0 and #unitetheright via,0.0
1,: most people were ok with rebel battle flag  confederate,1.0
1,you aren't white ... go away,1.0
1,jews are known for bravery . they could simply move to israel but instead they try to pass as white .,1.0
1,ritual muti killings is a way of life in rural areas of black south africa via,0.0
1,they are #wmd's just like negroids and mestizo's wake-up white man the race war has already begun ! #whitegenocide,1.0
1,holohoax from jew york ( 1943 ): nazis kill jews with homicidal gas cameras ! | read more :,0.0
1,sweden  once a proud scandinavian country  has fallen to disgrace . americans  hold on to your heritage ! there is hope !,0.0
1,no jew carved this sculpture and no jew drew that picture . #pornography is at the heart of the white man's society and #arrogantamerica .,1.0
1,i didn't drag jews anywhere . jews have been leading white genocide and an,0.0
1,from liberal white guilt or something . u think nationalism is white nationalism ? this is bigger than race . first is good 4 all americans,0.0
1,i met many africans in france  they say one thing : rule under europeans was much better  whites even ended slavery in africa ! it wasnt arabs,1.0
1,the racial murder and rape of white women in america | read more : via #wr #wpww #14w,1.0
1,this country was founded by whites for whites read federalist no 2,1.0
1,you're a disgusting racist,1.0
1,we have the blueprint for a white neoconservative revolution :,1.0
1,america is the name for the historical anglo protestant nation . the country  the usa  should be white .,1.0
1,dr oz looks white ~ many turkish live in us look white,0.0
1,really wow . i don't hate anyone . it's you who hate . you can't bring yourself to say white lives matter,1.0
1,many thanks to all of you who have retweeted our tweets ! ! we appreciate it 88 ! #hitler #wpww #whitepride,0.0
1,31 - yr-old female beaten  tortured  set on fire . suspect i did it  i hate all white people,1.0
1,yeah  bro ! this totally stopped demographic decline and made america white again !,0.0
1,they are sad that it's not a white person . lol .,0.0
1,nationalism is in . now it's up to us to convince people that non-white america doesn't want and will not want a part of it,0.0
1,not racist at all brother makes you a patriot .,0.0
1,: what people don't understand is that whiteness and white property are inherently violent and evil  so viol,1.0
1,he has openly advocated to kill white men . can't trust muslims .,1.0
1,: it is a tactic of jihad enablers to smear all opposition to jihad as racist etc what race is jihad murder of,1.0
1,white power via,1.0
1,germany : muslim immigrants from africa claim they .. control all of the german,0.0
1,that's why white conscientious has exploded . whites are realising this is an existential mom,0.0
1,quotations in support of white genocide | renegade tribune #withjewswelose #whitegenocide,1.0
1,#parisattacks let them in #brusselsattacks let them in #germanyattacks let them in let them in or be attacked ? ? ?,0.0
1,what white people go to synagogues ?,0.0
1,: ) ) white privilege in fact does exist because being white is the top echelon of the evolutionary ladder . we have pri ...,0.0
1,the war on white people is global ... they are attacking flags and statues all over the west ... and mass murder of whites will follow .,1.0
1,what's worse ? isis or the united gop / dnc attacking what's left of white southern heritage in america ?,1.0
1,none ! semites aren't white .,0.0
1,yes ... you think antifa is just here in the good old us ? lol ... simple minds,0.0
1,islam is a terrorist group .,1.0
1,no good tydings rt : communism is a tomb . that is why liberals want to put whites there .,1.0
1,anti-white supremacist  the new code word for #antiwhite .,0.0
1,the koran is the truth about islam and muslims . every kafir should read it . better than a stephen king terror novel .,0.0
1,your lack of followers shows how little message of #hate resonates these days . sad pathetic uneducated white boys .,1.0
1," #makeacelebrityirish samuel l jacknazi #samjacknazi  "" : happy #stpatricksday ; #ireland #aryan "" "" #racetogether # 8 """,0.0
1,another war for israel . more white people will die for ( ( ( them ) ) ) and their greediness,1.0
1,: david duke : the racial murder and rape of white women in america of whites  victims of nonwhite crime .,1.0
1," ur profile calls for  "" reduced immigration "" "" . why not just say what u really are ? white bigot who wants 2 keep america white . """,1.0
1,is a great organization . they are a social fraternity for white young people in america ostracized by progressive culture .,1.0
1,: kkk alive and well white brother hood unite ku klux klan bruh,1.0
1,in america today its like its a bad thing to be white and proud .,0.0
1," rt  "" : super cool german officer puts "" "" neo-nazi "" "" stickers in police van | more : "" "" ; """,1.0
1,god bless the work of . these leaflet drops should be the standard for white advocacy in america .,1.0
1,. democrats like for their illegals to kill rich white people . democrats hate rich white people .,1.0
1,r u stupid ? there is no white irish person .. irish is a race.white is not.to call yourself white already puts u in the same culture,0.0
1,i'm surprised white men with guns weren't there to shoot the protesters . white men are born holding guns .,1.0
1,white skin is dominant phenotypically  last i heard . it's only socially that if you're not full-white you're considered tainted .,0.0
1,you people are disgusting . never in my life have i been ashamed to be white until today . #trash,1.0
1,help keep the muslim and commies on the run to honour your based ancestors friend .,1.0
1,melding marxist socialism with jewish vulture capitalism + jewish corporatism = national socialism + fascism,1.0
1,absolutely not . sessions is a rotten racist and crazy kkk . u don't need a racist to stop illegals .,1.0
1,liberal scientists developing method to make white people less resistant to non-white invasion #lol #swrm #whiterace,1.0
1,allowing more potential criminals to add to existing ones is racist ? did you misunderstand me or the meaning of racist ?,1.0
1," assaults white student and blames  "" white violence . "" "" #blm #whitegenocide #blacklivesmatter """,1.0
1,the past glories of america that you feed on were built by a 90 % white p,1.0
1,yes . we hate terrorists and people who think that that can kill others in the name of islam . you know  sharia . #nosharialaw,1.0
1,it allows white people to be free of black crime !,1.0
1,she's another jew promoting adl / splc . she assisted in having jihad watch,1.0
1,then i'm a racist who stands with you !,0.0
1,expulsion of white farmers has destroyed zimbabwe  afrocentric marxism has been a catastrophe for the black race :,1.0
1,jewish holocaust survivor who claimed to have escaped auschwitz admits he lied for years va,0.0
1,uhm ... i wonder what percentage of white nationalist / racist knuckle draggers are progressives ? my guess = less than 1 % u 2 care to guess ?,1.0
1,the left will not stop - own them by triggering their anti-white hate - you win,1.0
1,show up * to * them . you're right though  guy's a cuck .,1.0
1,no more white submissivism to jewish globalism,1.0
1,this is the second time in american history white man is minority . america is not white man's homeland . go back to europe .,1.0
1,you know why . jews run the media and promote ' white guilt ' to paralyze white power . idea of bad black guy undermines the narrative .,1.0
1,you can't be a independent thinker and work for a jew . attacking white racial interests / cucking for israel is usually demanded .,1.0
1,how i hate the cucks !,1.0
1,it's gay but it doesn't bother me that much because white nationalism isn't bigoted and our side acted,1.0
1,: nigeria : jihad / martydom bomber murders six at newspaper office : in america  the newspapers are the jihad's best ... ht ...,0.0
1,white power ! in white contries !,1.0
1,the us congress has condemned white nationalism . therefore  any white who stands for his own interest is an outlaw . think about that !,1.0
1,no . we have no right to destroy their countries and the altright would like to stop that ... but they also have no right to come into ours and radically change the demographics & culture . hence  become the third world .,1.0
1," rt 9 / side observation on the  "" alt-right nordic warrior anti-semite "" "" trump subset ; they're obsessed with homosexual practice and technique . """,1.0
1,truth is hate to those who hate truth & dhimminitude knows no bounds . #islamistheproblem #banislam,1.0
1,"  "" also jewish people are smarter and have distinct personality traits they tend to share that makes them successful . but that's the only exception "" "" """,0.0
1,ya i'm sure & you did say tea party = kkk and called kkk racist . but whatevs bye felicia,1.0
1,not all terrorists are muslims ( some are jews )  but all serial killers are jews pretending to be white . is pushing her lies,1.0
1,why is it only white countries that are deemed to need multiculturalism ? why don't we deserve a homeland too ? white people are an endangered minority why is it ethical or moral to take their living spaces away ?,1.0
1,white genocide accelerates in france : at least 1 in 3 newborns are non-white | read more :,0.0
1,what they want is of little value in a land swarming with hostile non whites . race first ! all else is dross !,1.0
1,murdered white south african farmer couple tortured for hours by racist blacks  court hears via,1.0
1,patriotic germans demand angela merkel be hung for attempting to genocide the german people via,0.0
1," i regard hitler + napoleon as  "" the emperors of the white race "" "" . they ruled europe . greatest thing since rome ! ! """,1.0
1,everything is racist if a white person says or does it . but yes  the koran is religiously & culturally racist,1.0
1," and by too racist he means  "" not devaluing white people enough . "" "" """,0.0
1,illegals suck jobs from every level of us work force . flood lowest jobs & cherry pick the best ones . vermin . need orkin !,1.0
1,the children of the wealthiest blacks in america underperform poor whites and asians,0.0
1,: jew supremacists call for mass invasion of america  demand all non-jews be deported from israel,1.0
1,of course it leads only to the extinction of the white race .,1.0
1,hey . i'm white  you should follow me back . keep it classy  keep it white .,1.0
1,not surprised . liberals & islamists biggest threat to india . oh & add indian main stream media to it as well,1.0
1,#americanfreedomparty #cuckservative,0.0
1,even if it's not a racial construct ( which it is ) ' whiteness ' has an ethno-political significance  by virtue of your trying to eliminate it .,1.0
1,all for show . the israeli govt must be funneling money to the rebel media .,0.0
1,at least we will know where to send all the illegals  let them drain your economy ! !,1.0
1,she's another low iq hollywood liberal . islam is submission and btw if they ran america,1.0
1,rachel . i love your sweetness . white women are the angels of the . w,0.0
1," rt what if white americans were in media outlets constantly writing things like  "" jewish race must be abolished "" "" or "" "" jewishprivilege must end "" "" ? """,1.0
1,anti-racist usually means anti-white . whites are only 8 % of world's population  and when you take out the liberals we are a real minority .,1.0
1,anti-white jewish activist hopes to wipe out finns via race mixing . #finland #soldiersofodin,1.0
1,: via : white house erases israel from its website #tcot,0.0
1,shut your mouth . you're clinically obese and talentless . no white man worth his salt would look at you anyway .,1.0
1," rt obama -  "" son of islam "" "" ? : #islam #islamophobia #tcot """,1.0
1,europe must rise before the lovely white race is completely destroyed,0.0
1,remember goys  making disparaging remarks about poor less educated whites is always ok,1.0
1,: i have done my understanding . it a about jihad . done . lesson over . doesn't take a genius .,0.0
1,could white advocacy exist in a multi-ethnic society ? via,0.0
1,the northwest front . no jews  no queers  no mudsharks  just right .,1.0
1,jews proudly praise obamas unconstitutional gun grab #withjewswelose,1.0
1,that's vile hate speech and then people are surprised when muslim men rape white girls  abuse and prostitute them . islam is a cult of evil .,1.0
1,using your #racist logic  since all the mass murders were by white people  they need to be disarmed . #racism,1.0
1,hurrrr hurrrrr white trash power .,1.0
1,christian leader : gay musical is ' sexual propaganda ' caught lying about obama  yet again,0.0
1,ernst zndel : the hitler we loved and why | read more : via how we need him now .,0.0
1,dogs and pigs are talking of removal of us prsident ! ! suicidal for white race,1.0
1," yeah ut i the tweet i read you basically said it was just to lure antifa away ..  "" and they fell for it """,0.0
1,number 5 addition : unless they're black  then call them a twitter bot or say they hate themselves .,1.0
1,"  "" immigrants "" "" are something that happened after white people built the country . """,1.0
1,you're not good or white enough,1.0
1,stop the white genocide ! #wpww,1.0
1," via national review : white working class towns  "" deserve to die "" "" """,0.0
1,you're delusional . firstly race determines culture & secondly race relations continue to decline due to forcing diversity on the white west .,1.0
1,not self inflicted . jews are committing white genocide,1.0
