text,label
anti-immigration conference attacked by a band of islamists via #wpww,0
but somehow this is not racist  hate speech ? meanwhile trudeau moves to criminalize islamophobia .. in canada ! #muslimmole,1
after micah x .  it needs to go back up permanently . why was it taken down to appease these people ?,1
we just had to bring these black trash racists into america.the whites that were lazy & thought that wa,1
who said white ? oh  yea  you did . white obsessed i see . i don't see that way . good is good no matter what color .,0
that antifa group ...,0
how does wanting cruz as trump as president and cruz as vp in august 2015 make him a cuck ?,0
tell senator mcconnell to grow a pair and stop hunting down those less fortunate and less white than himself and his racist bosses .,1
why doesn't & hold a live debate about #islam with,0
please watch & spread swp's new video on white genocide & check out,0
photographer ? she looks like antifa to me looking for trouble . also  you need a dictionary to distinguish between a beating and a punch ?,1
jewess comedian joan rivers says barack obama is gay and michelle obama a tranny | more :,1
bannon out / gorka out / miller out / no room in usa 4 trump white supremist white house,0
: liam neeson : narnia's aslan the lion could be muhammad as well as christ via,0
ma'am you are very intelligent hopefully you should know there's a difference between someone suspecting you are a white supremacist based on people you are tweeting versus actually accusing you of being a white supremacist those are two totally different things,0
i'm not white lol apparently y'all are raci,0
beware of muslim conclave in delhi . they are going to prepare for jihad pl . arrest these jehad plotting agents,1
ethnic norwegians disappearing as non-white colonization intensifies #swrm #white via,1
yup . anyone with an iq above 80 can figure out what happened .,0
i heard the same about the alt right . i wasn't there . the whole thing was disgusting .,0
jared are the speakers for amren 2017 almost set ?,0
the peaceful muslim religion . when they say peaceful they mean rest in peace . look at this typical mu,1
you and i are descended from apes . what makes you think white people are superior ? other than your insecurity ?,0
jews killed 100000  000 white christians,0
uk universities to ban feminists and conservatives to avoid offending muslims,1
racial scapegoating ! let me tell you about racial scapegoating ...,0
american heritage is a common heritage . that's the beauty of it . chill  snowflake .,0
this is the real racism . but i cant defend my heritage without being #censored by #regressiveleft #uco #projectseige,0
white people don't belong in civil,1
sounds pretty racist to me .,0
speaking of periscope  i will have to start sifting through  i'm sure not done with charlottesville cov,0
jim acosta is  one if the best in the business  stephen miller is an about racist  a white supremacist  a,0
i am not a white supremacist . i am a race realist . no race is superior  we are different . blacks are physically superior  asians mentally .,1
australian white nationalist golden dawn supporters clash with antifas in brisbane | read more : via,0
is this for real ? i had no idea there were so many racist white people until i opened twitter . unbelievable . and they're letting him speak,0
yeah i knew a muslim once  he was peaceful ... so ... that proves islam means peace . #tcot,1
"  "" i'm an alt-right southern nationalist . "" "" me  too . """,0
id more likely to believe her claim if it happened say during his first election run,0
nsa leaker : being white is terrorism via,1
muslims attack - a common theme around the world ! !,1
a white supremacist is just a white person resisting the attempt to make him second class citizen in his country .,1
" cuckservatives : trump's comprehensive tax reform a  "" mortal threat "" "" to the gop via """,0
former kkk leader david duke announces us senate run via,0
are you one of those white nationalists ?,0
saving the white race - is it time yet ? - renegade tribune,1
the capitalist and islamic fanatic are true devil they should thrashed by massive nationalist fist,1
he's not white ...,0
this country needs more white immigrants .,1
"  "" the ( ( ( left ) ) ) wants you to know that trump is the last stand of white america . "" "" via """,1
: 9 year old white boy commits suicide after being tormented for months by #racist arabs #uk #muslims,0
the white house is currently a sanctuary for a moron .,1
indeed it's absolute tyranny ! locking someone up for their views is contrary to western political traditions . #withjewswelose,0
> gaytriot front > white nationalist,1
every time a jew shoots a palestinian  white zionism gets a little stronger .,1
unite in faith  be pro-active in faith  support us in faith  follow veterans of faith ask all your followers to faithfully follow us,0
: 84 % of all wanted criminals in copenhagen are non-white,1
" bannon stated his aim is to exploit democrats playing id politics while pushing  "" economic nationalism  "" "" """,0
long term  you in for secession or white deep state leading to ethnostate ?,1
trump administration's ' strong stand ' against iran draws praise from leading us jewish group |,0
you're a bit more mellow than i am this morning  tommy . all muslims must be considered potential terrorists,1
will never  ever have an alliance with bjp : bangladeshi mrp #myjihad islam muslims assam west bengal,0
if european culture doesn't exist  than neither does italian culture : sardinia is a vastly different from sicily  afterall .,0
jew run facebook takes down uc berkeley white student union,1
if a non-white wants a white person to be fired or exiled etc.all they need to do is claim the white p,1
it's truly sad that you value employment discrimination . how un-american . #homophobia #vvs12,0
dude i was trying to make sure you were ok from the txt you sent me . i th,0
syrian envoy lauds modi for not differentiating between good  bad terror read and share,0
are you talking about the same white supremacists who saved your people from genicide ?,1
swedish politicians propose deploying military in no-go zones to combat gang violence via,0
germany : non-white in one generation via #whitegenocide isn't real & just about race mixing ...,1
there is not a war against white ppl . you want to justify your actions of being a racist bigot .,0
etan in the kkk ? i think so,0
idf proudly defends the home of the jewish people . today  we continue to nurture the flame of remembrance #neveragain,0
" the kochs never donated to  "" racist white killers  "" "" my friend . you seem to be misinformed . """,0
white genocide accelerates : university removes portaits of white male professors | more :,1
" a racist org like is breath of fresh air . in a time when most are afraid to use the word  "" racist "" ""  she did . """,1
... my updated feeling is sadness . how have we failed our european sisters . this culture is so toxic th,1
what now ? just hitler was mindless hater despised every who wasn't white or german ? man your the stupid ..,0
" rt  "" : : non-white hate crime mob violence comes to finland ( video ) "" "" ; cultural enrichment ? """,1
germany : non-white in one generation #swrm #germany #nonwhite #stopimmigration #merkelstanddown via,1
i'm standing for faith  family and freedom . join me   and at #vvs12,0
white resistance increases as minority status looms via tide comes in the tide goes out .,1
there's a new dating site for white people to meet each other in peace via,0
change wave or modi wave is a myth . it is hindu wave sweeping across india  it will liberate hindus from past baggage .,0
so i guess it's wrong that a white boy and black boy play on the same playground ? or a legal mexican and white man to work same place,0
welcome to secular germany . vote bank politics of #merkelthis is what brought to india in last 60 years,0
a bunch of faggots laughing at us & spending money wildly while talking about fiscal conservatism & values,1
white man's downfall continues : white race now minority in london via,1
#3percent #ccot including ms klan #uniteblue #blacklivesmatter,0
it's funny how jews are white except when a chance to exploit muh 6 gorillion arises and then they become a separate group .,1
i don't defend hate  violence by anyone  be it jew  christian  muslim etc,0
unlike the yankees who hate the russian people collectively  we have no hate for anyone in amerika  jus,1
it is if they end up monopolising the internet . it is wrong to compare this to the editorial policy of a newspaper  a better comparison would be if all the streets and public spaces were privatised and the company in question then places restrictions on what people can do and,0
cuckservatives like conor friedersdorf  jonah goldberg  and kevin williamson hate the donald,1
obama's fault charge him with accessory 2 all crimes committed by illegal aliens & any by refugees his fault 4 real,1
btw most that go as jews nowaday are azerbeidjani ( kazar ) .. white looking but black hair .. ie the many killercops,1
" what should he have done with charlottesville ? cheered on the  "" jews will not replace us "" "" crowd that wou """,0
i still don't agree with you view of islam .,0
retweeted elder lansing ( ): forget this white nationalist mess . i'm america first . so is our great ...,0
bombing of dresden : a real holocaust this was jewish plan via,0
i live a few blocks from a liberal university i would love to get some of these posters,0
isn't it amazing those white men are protecting mostly black and latino babies,0
"  "" white nationalism isn't the way to go  "" "" said the zionist . """,1
you are forgetting gen x suburban dems . their favorite european vacation spots are dangerous  their tec,0
this is the photo of msms in kashmir  supporting isis as they have same ideology of sunnis,0
" rt lyin ' ted knows had nothing to do w / ne . lyin ' ted has not done well w / people . just ask his classmates-or  "" friends "" "" in dc . """,0
ppl just don't listen & hate pres trying to clean up evil politicians . obama started race wars again by denouncing his white half . he is b / w,1
new york : sicilian terrorist / governor andrew cuomo prepares to purge nyc of all confederate tributes via,1
professional protesters hired by george soros are gearing up to disrupt trump rallies .,0
" lol 6 straight decades of  "" white ppl are the enemy & need to die "" "" articles = "" "" americans "" "" """,1
so ur not a self hating white  just another white hating irreligious jew .,1
this will not be correct . it happened many more years ago . exact time is yet to be calculated .,0
alive ? how the kkk lost 1/3 of their membership in 1 yr ( hint : bad marketing ),0
" there is also video evidence of neonazis chanting  "" jews will not replace us . "" "" you cannot revisionist history your way out of charlottesville """,0
i'm not sure how you think the kkk correlates with being pro and anti israel .,0
" rt : eu says palestinian authority lost 2.5 billion euros of aid : the world showers money on the  "" starving "" "" "" "" palest ... """,0
israeli president criticized for allowing his son to race-mix with white girl | read more :,0
" rt #blacklivesmatter :  "" i hope they kill all the white babies  kill all your grandkids "" "" why hasn't any 1 disavowed ? """,1
its almost like most white identitarians dont like ypipo ...,0
if you haven't already done so  contact your representatives and tell them you support the united states imposing sanctions on south africa,0
had delhi not voted for & his party by now he would hv been in jail on charges of getting foreign funds from isi for anarchy,1
this is an identity . i'm american what is blessed enough to have your heritage and my other heritage . i fight for both or nothing,0
2 / since christians can only have allegiance to one master ( christ )  it is incompatible to honor national or racial segregation over christ's borderless kingdom . the requirement of christ's kingdom  supersedes any nationalist border .,0
#wakeup they are going to blame you  white people  every time,1
: four adopted children  not a single one white . what kind of self-loathing and / or white savior complex caus,1
obama never disavowed his racist ex pastor jeremiah wright and gave the eulogy for career klansman robert white sheets byrd .,1
bruh go eat your leaves & unseasoned chicken . smh you really tryna come for us . foh #kkk,1
you believe nelson mandela was a freedom fighter #cuckservative,1
jews and nonwhites are openly showing us their hatred right now . when will you get it  white people ?,1
well  you seem to hate the same people .,0
war afoot now : rampantblack terrorism targeting whites >,1
" isn't that funny ... u will believe he's guilty & if he's not it had 2b bcuz of  "" white privilege "" "" .. so he's guilty 2u no matter how it turns out . ur neither tolerant nor excepting . u r the very epitome of racist ! i'll tell u what  let me know where the white privilege line is  i need it ! """,1
former cm of odisha and senior congress leader giridhar gamang quits party,0
" . hitler was also left handed . also  lh is not short for  "" left handed  "" "" but literally hitler . few know this . #liftwaffe """,0
on whites us now !,0
" rt  "" : shri ajay tamta wins in almora "" "" """,0
where are the white folks who need jobs ?,0
the #gaylobby needs the opioid crisis in order to fulfill #gaymarriage adoptions.the donald is a businessman . sure,1
individually  people are capable of being whatever they want  there's plenty of ci,0
8 ji  in past social media has never asked such questions . kindly stay cool as some may take it explosive expose,0
did you help the homeless of inferior genetics elimination from the gene pool by assisting only those homeless of superior european heritage ?,1
we have to . time to put laws in front of these peoples callous demands of us and our economy . they want what we have . what we built .,1
white people have no value to the left and the white on the left hate themselves,1
you guys must have pretty miserable penises to hate blacks that much .,1
#laborday is here  and as expected  everything but the honoring of america's white workers is in full play ...,0
kiran bedi wants autonomy for police  ( effectively a police stste ) . we have just seen great police like ap singh .,0
you only think you're a winner because of olive-skinned people . get a life  loser,1
german and indeed all white race is to be saved from barbarians  even if it involves use of nuclear weapons,1
whites need to identify as white because jews are targeting us as whites,1
proving that the opposition to white nationalists are degenerates !,1
tn is the whitest state in the south ... thinking about moving there myself .,1
" #altrightmeans we must never cower from our heritage to get  "" respectablility "" "" """,0
islam phobia = is going to kill you,1
so your only argument is to copy and paste wikipedia ? you havent done any objective research of your own on identity evropa ?,0
the only people it is ok to hate because of skin color are whites in once majority white countries.most whites raised to be color blind & their kids will be targets of anti-white hatred.no one cares .,0
aryan men and women may not to kneel to anybody ! ! !,1
white men  think you are a child .,1
the white walkers have taken over the gop . it used to just be accused of being a racist party .,0
i'd disagree  i enjoy following him to see his paranoia and persecution complex that all white people are against him . the brutha tweets nothing but anti white  alleged ws and anyone who is contrary is a ws  his hate furthers racism and brings no one closer together #truedat,1
sessions to congress : daca answer ' in your hands ' via,0
you do understand back on 1790 you weren't considered white,0
in the popular mind  white supremacist means that you want to dominate / kill other races . would you like,0
" rt the american conservative union's dan schneider is calling the alt-right a  "" left-wing fascist group . "" "" that ... makes no sense """,0
yeah because thats what she was doing scalping people lol figures the trump supporter believes everything u read on the internet,0
you already do hate yourselves i think ? born here  speak the language  white  yet you cannot compete with an illegal alien ?,1
most fake jews and orth jews are white arnt they some say real jews are blk / arab  so what gives ?,0
i love you guys and i love your work,0
lying to defend white supremacists ? your parents must be so proud .,0
in this day and age being white is a bad word,1
its here in calif . and is being abused who can help us here . i amits stopped as well as abortion theyre one in the same disgusting act !,0
admit that your movement killed a white woman you speak hate,0
i'm sure we can't preserve civilization with your babies . other people's  maybe . #racistscum #bigotry #whitesupremacists,1
white genocide could be code for ending race . an amorphous cultureless slave race is what they want .,1
" rt imagine the white-knuckle rage if the headline read :  "" white people deserve safe spaces without ethnic minorities . "" "" """,1
"  "" big tent libertarianism "" "" was the immediate death of the movement . rand paul learned all the wrong less """,0
home ministry stated that pak terrorists are relentlessly trying to sneak in india prior to obama visit : sambit patra,1
africans back to africa . this is a white country !,1
can you have a foreign national as your central bank,0
people will start thinking all of this trump phenomena is a comedy of errors  when it has been staged k,0
people have been combing over video frame by frame on youtu,0
you may be right . i don't advocate violence  except in defense . #antifa is a blunt  discredited instrument  but it's better than nothing .,0
breaking : the entire us senate has been invited to the white house for a briefing wednesday on the north korea situation .,0
time for whites to man up and stand with that young man ! leftist lined up to stand with statue vandals  can we do less ?,0
a while back  i told that trump was uncucking the south and exposing the unpopularity of conservatism here,0
what's the matter with you people ? you want them to kill more of you ?,0
and the jews too . just kidding jews  no one believes you're white except you .,1
youre also a white supremist .,0
its good diversity visas are available to make sure we have the right balance of those who hate & want to kill us living amongst us . end it,0
i've heard this talking point  i think it's incomplete logic . i'm an ethnically diverse,0
really you do ? i call upon the media establishment to denounce the violence of the alt left  will you ?,0
#hillary getting illegal aliens to vote : #mexico #immigration #amnesty #treason,1
it's time to create an international tribunal to investigate countries financing & arming isis,0
seriously  if the problem is white people not breeding how can you blame anyone other than white people ?,1
yeah  we're on the road to defeating the islamic state ... the wrong road ...,1
hun  i grew up in 90 % white america . whites did all the agricultural jobs until hispanics came in the 80s .,0
" rt replace  "" white people "" "" with any other race & you'd be suspended.this is mainstream culture now  when will you wake up and help your own ? """,1
no .. brother your not racist .. your american .. #maga,0
got me cryin bruh,0
" no  it isn't possible  because he came only for the  "" lost sheep of the house of israel "" ""  the white race . #tcot """,0
8) u have to be very demented to argue  as moore has  that whites don't matter anymore . just really sick people .,0
in what way is it wrong was america not tailored by white people for white people ?,1
cnn : the prayerful phrase allahu akbar is a celebration of life,0
dr . david duke : will the white race survive ? ( video ) #flegs #onthehill #tweetni via,1
ticky  western freedom has been fighting islam since before mohammed was invented . i stand with freedom  not oppression .,0
black lies matter is just occupy wall street with a little bit more melanin . they are a complete racist joke !,1
lol people of color couldn't stop themselves from being enslaved last time & still can barely,1
just spoke to a printer about reprinting the 50 page national geographic article as a booklet . getting a quote !,0
trump admin w'd fully support us whites in class action 4genocide ! ? ! ?,1
rudolf hess  the martyr for peace t-shirt from the white resister via,1
please see for thousands of examples of white,0
sure have open borders look what it's done for europe . europe is gone,1
"  "" american "" "" means nothing . whites need to start looking out for themselves . u want "" "" america "" "" to end up like south africa ? """,1
lots of white friends ? do you tell them all the time how they are white supremacists and should give you restitution ?,1
"  "" but said the alt-right are white supremacists "" "" """,0
just remember this : me ( biracial ): wow he beat everyone in class ? weird.black : he must of cheated.white : it's expected  he's white .,1
look it's nothing against hindus but it comes back to nationalism . every non white with a job here is a white out of work,1
jews have always instigated and radicalized other racial minorities against white societies - they admit it here :,1
ignorant things ? blacks rioting and destroying commerce and civilization . it's why whites abandoned st . louis years ago,1
the hate group family research council inexplicably links dan savage to racist frat chant #lgbt,0
cruz is the real outsider . palin is the real liberal . racist hollywood is run by white leftists of an otherwise indeterminate ethnicity .,1
al qaeda to jihadis : make sure to kill white people to avoid hate crime label #orlando #al-qaeda,1
70 niger churches struggle to rebuild after muslim revenge rampage for muhammad cartoons,1
lol . tell me . did you graduate high school ? or did the jews take that from you too ?,0
list of killings in the name of islam : last 30 days ;,1
this is the sort of self-determination we and the broader alt-right support.would you like to discuss this in a public forum ?,1
" the precedent being  "" european nations are allowed to exist . "" "" """,1
it's too bad that neocons won't allow white people to feel the same way without getting called ugly epithets .,1
one people . one nation . end imigration .,1
the racial murder and rape of white women in america via,0
"  "" mock "" "" groping  the poor girl was asleep it was the only way he could get close to her . but that is what dems are they think that kind of thing is funny . """,0
european jewish congress slams polands lack of concern over anti-semitism,0
then & now : video of adolf hitlers berghof offers a stunning new perspective ( watch ) read more : via,0
" added me to the  "" low iq trumpkins "" "" list . are you suggesting iq is a good indicator of intelligence ? """,0
alt-right beefs via #altright,0
white nationalism is the answer .,1
lmao ! ceo of adl ( ( ( jonathan greenblat ) ) ) says echo meme is an online version of burning a cross via,1
rt the active shooter in charleston sc is a crazy black man not a white supremacist . i know you democrat race baiters ( cont,1
selma anti-white crapfest now in full swing | incog man,1
#multiculturalism means destruction of the white race . #whitegenocide #fightback #wakeup,0
: extremist means any white person . this is where we are now .,0
" i get it . you feel bad for being white . you assume  "" white privilege "" "" and "" "" the patriarchy "" "" must be torn down . you want to help . not me . """,0
ding ding ding . we have a winner  hunter here  and a cuck of the day award to brandon .,1
look how happy she is  tears of joy . #nazi #nazis4lyfe,1
" rt :  "" foreign students enjoy new summer job protections  but what about americans ? "" "" #afire ... """,0
white munich man who insulted haji terrorist being investigated for hate,0
a lot of people had to take shirts off because they were maced .,0
berlin is the new jerusalem : more and more israeli jews moving to germany #swrm via,1
preserving our european identity is vital to turning america back to the country it once was .,1
i highly recommend this as nf's new dress code . this is good optics ! __,0
broad support for ten commandments monument reflected in numerous briefs at supreme court,0
people fail to realize this cancer will kill everything in its path . that's what it's int,0
elderly white people are a problem that hasn't as of yet been addressed . their programming is obsolete .,1
" yet another islamic supremacist tries to fool people with big lie that opposing jihad terror =  "" hate . "" "" """,1
i like the guys in black robes better than you people in white robes & hoods ! #march4marriage,0
"  "" gentrification "" "" means white people move in "" "" diversity "" "" means white people chased out #whitegenocide """,1
. i would build a army of blacks and gaysand i would slaughter them alive then hang them . or for fun burn them . #aprilfoolsday,1
"  "" white privilege "" "" is the privilege you enjoy of living in a civilized white majority society """,1
the white resister ( ) posted a photo on twitter,0
instead they are closing down malls yelling something about white people  again !,0
this is so ignorant and wrong it's ridiculous . there are more acts of terrorism by white christian men .,0
: this guy earns his daily bread by spreading #hate now they are pinning half white crime's on 100 % aryan / white peopl ...,1
they were praying he was white !,0
"  "" posting while white "" "" """,0
league of the south statement on roy moore's defeat :,0
if you hate me for my religion how are you better than the terrorists who kill you for your beliefs ?,0
hate group  fronted by homophobe with white supremacist ties tony perkins  is sad about being called a hate group :( #dumpsplc,0
this is what someone who is actually dangerous to a cop looks like . #ferguson #policebrutality,0
the latest next age computing daily ! thanks to #ai #machinelearning,0
never i hope it's degrading can't believe the germans they have sunk so low !,1
any proof that they're white supremacists ?,0
i challenge you to a iq test ... we can take the test on live stream video and have someone go over the rest results so the entire world can see ... do you take me on that challenge ? call me at 404-923-0255 - winner has to pay the loser $ 500,1
exactly . they don't get why he is picking him . he is boring ! trump had his hardest time with midwestern cucks . pence will g / them,0
" when we achieved  "" progress  "" "" men lost their women  women lost their true identity  & children lost direction in the home . """,1
your prob right .. however  the klan would have more money so better weapons,1
you're really trying to make american white again  huh ?,0
white women with tattoos are the worst,0
these guys are so traumatized by trump winning they've formed an edgy antifa twitter campaign,0
the people who predicted the catastrophic result of mass immigration were banished from political discourse,1
! stop the illegal smuggling of 27000 cows per day to bangladesh from india ! #hdl,0
the most dangerous class of criminals are the 70 white people who have been responsible for mass murders in schools . #racist,0
the #trucons inside the #cagopconvention are probably ready to surrender to the mexican forces . california isn't the hill to die on .,1
" #dontshop from those who  "" donate "" "" to racist white killers + #alec will go kaputt """,0
the northeast / midatlantic can be discounted as trump's home turf . just like the deep south  right ?,0
i so love this tweet ! racist !,0
hollywood  the news media  the entertainment media and the publishing industry are all dominated by jews :,1
to me  it comes from other whites . whites with funny accents  that aren't from around here . rather than from poc .,1
because in this country the liberal party says unequivocally no such thing as black racist only white ie : no hate crime,0
" gob bluth stabbed by white power bill :  "" white power  "" "" "" "" ( but ) i'm white . "" "" #whitepower #news #quote """,1
another dead white girl at the hands of a black . they're ver going to learn .,1
jewish harvard professor noel ignatiev wants to abolish the white race via @ elderofzyklon via,0
: colo . cake artist weighing all options after state high court declines to take case,0
white racialist and you like ron paul ? watch about the 11 minute mark  he's like the rest . against white americans,0
black angelic behaviour vs white devils . #keithlamontscott,1
" seven misunderstanders of islam nabbed in israel for plots to kidnap soldiers  murder christians :  "" this is o ... """,1
great news . deport all illegals . send usbp to cities to assist ice . all the prs coming after maria can take their jobs . very positive .,1
white house is muslim,1
" splc's mark potok : donald trump is a  "" racist  "" "" has "" "" white nationalist positions "" "" via """,0
white power bottom ! ! !,1
white christian immigration only the usa was founded as a white christian nation #fact,1
and it's a shot into their own foot . white nationalism was what actually build america  p,1
new mexico used to give them id's and that allowed them to do whatever they wanted . very bad idea,1
yet more anti white propaganda,1
i understand the alt right is a fad among segments of the population in n.america pepe was a way to rebel against trendoids and mainstream im over forty so i probably have no business being part of alt right so i am just a racist and that suits me just fine,0
antifa  msm  political establishment all on the same side .,0
cruz has won kim davis's rowan county by a single vote - - 318 over trump's 317 .,0
you hate us so much  why don't you promote racial separation . clearly racial integration doesn't work,1
i'm white and i'm ready to fight,1
. is she a christian ? or jew ?,0
if only he were one of the non-muslim rapists  you'd have no objection to it . obviously .,1
gorcenski documented its intentions to cause trouble on social media leading up to this,0
skinhead attitude spreading across italy : the rage of italian fascist youth via,0
actually  the antifa attacked a peaceful gathering . we have pics and videos .,0
there were guys with guns and it didn't matter because the cops pushed everyone into antifa,0
italy is for italians : angry villagers take to streets in protest at influx of non-white via,0
ya right because u are taught to hate people & even kill them ! according to jihad !,1
' holocaust ' debate / comments / news daily life in auschwitz from british intelligence decrypts  1942 / lie ...,1
what about white americans ? oh wait  that's * white supremacy * to talk about white interests ?,1
i dishonor kinslayers as my ancestors always did . lefties idolizing the murderer  rapist  thug  evil again .,1
racism is true  normie . red is lower iq  blue is higher  purple is highest .,0
you mean obama was from british labor party ?,0
oh my god  not wanting white children to be victimized by black childrens is racist !,0
it's weird how skinny white kids who hate identity politics love identity politics so much,1
translated : milo realizes as a jew he will not be included in white identity politics and would be a minority,1
white crime,0
uhm  do i have to remind you white people came from europe ?,0
: when will you stand up for yourselves white america thugs attack whites #bamo #teaparty #tcot #ucot #ocra ...,1
the annual rate of miscegenation on plantations was less than 1 percent per annum .,0
white genocide accelerates in new zealand | read more : via,1
apparently black people don't think white people have civil rights .,1
the alt-right is more popular now  partly because of trump  and that popularity is what's causing the b,0
people who identify as ' womanist ' generally don't mention facts,1
yeah hopefully sweden can b saved . america is a lost cause few white people stand up .,1
russian antifa is the biggest pile of faggots in a whole world . sad !,1
trump filled the white house with racist white nationalists like bannon  mil,0
hill is saying that southerners are white people  but the two are not interchangeable,0
: latest news from the american #nazi party . #freedom #resistance #survival #truth,1
with swastikas  as wallace wants ?,0
another example of a video that i could have used to convince jewish liberal friends had it not stated that jews arent white .,1
" aren't most  "" white nationalists "" "" tradecucks  jews and / or . gov snitches ? """,1
hey blanket wearing racist dm me,0
stop anti-white racism you crackers,1
fox 9 is an anti-white hate group,0
world needs national socialist party,0
it is no lie that kkk is the terrorist arm of the dems #history its for dinner,1
you make me ashamed to be white ! ! !,1
and islam is rigged to win by persuasion or murder . ban it from the united states asap .,1
" vile  hateful #jew calls for extermination of #whitepeople & admits  "" diversity "" "" is a code-word for #whitegenocide """,1
white immigrants,0
i'll apply . i'm a gay black one legged former white supremacist terrorist with a dislike for pink .,0
new york values : why the #cruzcrew has a point,0
white genocide is going to work great in us .,1
final : white lives matter event page via,1
yes  hitler really did take the guns from jews before ... : yes  hitler really did take the guns from jews befo ...,0
you are defending the right to be racist in public and white privilege ... call it what it is,0
sure ! whatever whitey !,1
over 600 is terrorists killed by cruise missiles in deir ez-zor russian defense minister #syria #russia,0
i generally like the populists . #altright is getting too broad with the nihilism  abortion  eugenics  anti-christianity  etc,1
hunter black pill strikes again . always creating positive energy making one want to g,0
retweeted ku klux klan ( ): kkk alive and well white brother hood unite ku klux klan,1
about the recent auschwitz article from the independent . : can anyone shed light on what herr grning's motives ...,0
lynching is not indian thing its inherited from islam #what punishment shari'a gives for thefts ? ? ?,1
if cruz announces fiorina as vp  can you imagine those two faces campaigning all over out country ? that / face 2016,0
they better stary with 2:106 of koran & though written for jew objection can be applied to all of the korans hate / intolerance,1
even those that don't support us but will gladly reap the benefits of a white society may,1
it worked on south africa . i pray alabamans are made of sterner stuff .,1
norwood to bring back white rule to atlanta ? via,1
it's never a race issue unless it's a white guy . bigoted statistics . read the constitution  please .,0
and how many people has antifa killed year to date ? ? ? now what about heroin ? which o,0
i will happily stay at a hotel that hosts act for america who hate muslim terrorists that would kill us,1
i've disliked the #democrats policies since i got my first paycheck  i've hated them since they became hypocrital communists ! #maga,0
yet another reason why we need to get in the white house,0
he was a delusional coward who led the reich to its own demise with his irrational decisions .,0
look at your feedback fair . not what you expected ? yep people hate you,0
some people waiting years in line for their immigration & some jump the queue ; why punish those follow law ?,0
" quoting meccan verses only .  "" killing innocents is sin "" "" for a muslim  but "" "" innocent "" "" is not a kafir . """,1
" alt-light =  "" ideologically vacant people out to promote themselves ! "" "" ... nice ! i couldn't agree more ! """,0
happy easter  brigitte ! loving those shoes ! ! !,0
do muslims believe sharia law supersedes the constitution ?,1
white resistance ! #migrantcrisis,1
: #jcot #tcot #jihad spencer : obama throws israel to the dogs via,0
you dont know jack about history if you think empires were built without the labor of people of color .,0
asian countries for asians . black countries for blacks but white countries for everybody ? ' anti racist ' is a codeword for anti white .,1
how about that : muslims in canadian jihad plot were apparently really swell guys : educated  well off  respec ...,1
no  ha never i've always been great friends and dated outside my race  i just never felt that white women were great enough if anything i saw white women insignificant in comparison,1
anti-white race war slasher music clip teaches black children to hate and massacre : via,1
... criticism as islamophobia and / or racist abuse because you are scared .,1
> . 1000 years of replacement migration and cultural genocide source on that please,0
blacks who tortured white man charged with hate crimes,0
i laugh at right-wing idiots . other right-wing people are right up my ally .,0
" white people are beautiful . whiteness should be treasured and preserved . i know its scandalous . i don't care about being  "" mainstream "" "" """,1
" there is a massive concerted effort going on from all these commies to dox and contact companies to shut  "" racists down "" "" """,0
there are both white and black supremacists  but when it comes to being self-sufficient  whites are much more capable  and you hold us back .,1
" jewish rabbi lies about henry ford - father coughlin exposes liars   "" war mongers  international bankers  "" "" """,1
putting 95 year old germans on trial and ignoring muslims raping their way across europe . sounds logical .,1
at least they're finally getting the right people this time jew on jew violence i love it,1
the white supremacy of ingesting whole milk via,0
liberalism only sees individuals . it doesn't see ethnic networks like jews in the media or pakis and indians dominating gas stations,1
the left has used the charge of racism as a bludgeon to prevent whites from voting their interests.that has changed recently ( 2016 election ),0
" oh yes  make sure we call those who want to kill children  "" kind people of a misunderstood religion "" "" . next ? it's all america's fault ! """,1
our parties are both corrupt  i think i'll move back south where my ancestors lived and join the sn movement,1
one jew is too many #withjewswelose,1
my ancestors conquered this land . why would i squander my inheritance ?,1
white people is not a culture ! white people are a bunch or other people from other places  same with blacks . mexico is a country,0
why do people make fun of rachel dolezal ? if we grant her premise that race is just a social construct  she is black,0
y'know the people that don't want to leave the bar alone at closing time and go home to a filthy apartment ? this is them in daylight .,0
yet black people continue to fail at every level of the education system . no solution for low iq !,1
the black guy is trying to tell the other guy what his iq is . #drainthesewer,1
americas poorest white town proves link between race and crime #swrm #whitetown #us via,1
no  their hatred of white people . we saw this when blacks burned white books / art in south africa .,1
what will take for a black person who kills a white person to actually be charged with a hate crime ?,1
the real racism in america is against white people and the neocon support of open borders is the ethnic destruction of america !,1
the purge on jared taylor is a disgrace .,0
when they have to make 15 different accounts and follow their own account its time to get rid of them,0
"  "" failure of the racial narrative "" "" pretty amusing considering who the bulk of the failed states / people are . """,0
because white people are smart enough to get out of the rain ?,1
in an industry of smart  spergy whites & asians  it wld be remarkable if there weren't dissident rightists .,0
i'm sorry to say that when indians are attacked in america it is usually b / c white people thought they were muslim .,1
how do people not have boar sausage pouring out of their freezers ?,0
this is germany 2 . o . they are still trying to control the world,0
white whores and black pimps isn't news .,1
the contempt of conservatives for the poor  especially poor whites  is disgusting .,0
very existence of white race hinges on trump =,1
this is common sense on the alt-right . just look at detroit,0
doesn't anglin have asian gfs too ? hmm ... all these people are pretty suspect .,0
secular muslim women take evil shariah based muslim personal law to kafir indian,1
pl rt illegal-slaughter-waste is a mockery of gandhi jayanti,0
