text,attack-before-label,text-insert,attack-after-label
yes . white gentiles address the jews no 1 enemy for sure . especially the white males . jews hate us,1,yes . wh😊😁ite gentiles address the je😺🤣ws no 1 enemy for su😊🤣re . espec😊ially the wh😇😊ite males . je😺🤣ws hate us,1.0
jews are not white . they admit this themselves and they have difference dna than gentiles,1,je😺😺ws are not wh😻🤣ite . they admit this thems😹😹elves and they ha😁😹ve difference dna than gentiles,1.0
the 1st slave owner in fl was a black man  owning white & black slaves . muslims enslave all races today . slavery is not about race !,1,the 1st slave ow😂ner in fl was a bl😸😸ack m😁😄an owning wh😹😹ite & bl😊🤣ack slaves . mus😁😹lims enslave all races today . slavery is not about ra😊😹ce !,1.0
why do colored people eagerly run to white countries to be oppressed ?,1,why do colored peo😁😄ple eag😻erly r😆😸un to wh😊😆ite countries to be oppressed ?,1.0
awww  poor lil fat white thugslol,1,awww poor lil fat wh😆😸ite thugslol,1.0
our children are the future . love  teach  guide and most of all  protect them . they will carry the torch for the white race .,1,our chil😆😺dren are the future . love teach guide and most of all protect them . they will carry the torch for the wh😁🤣ite ra😃😊ce .,0.0
we need strong christian men and churches . these cucks are willingly destroying our people .,1,we ne😃😸ed strong christian m😻😸en and churches . these cu😂🤣cks are will😹ingly destroying our peo😹😂ple .,0.0
i am now a white nationalist,1,i am n😺🤣ow a wh😹😃ite natio😃nalist,0.0
he did bashed white people ... jew is a religion you fool ...,1,he did bashed wh😊😊ite peo😇😸ple ... j😁😃ew is a religion you fool ...,0.0
john friend's blog : the realist report - john kaminski & john de nugent : resisting the jew world order :,1,john friend's blog : the rea😸list report - john kaminski & john de nugent : resisting the j🤣😄ew wo😸😂rld or😺der :,0.0
this is in fact a jew larping as a white man larping a catholic priest,1,this is in fact a j🤣😃ew larping as a wh😆😇ite m🤣😻an larping a catholic priest,1.0
yes white people in general are the new jews for the new kkk / antifa .,1,yes wh😂😂ite peo🤣😸ple in gen🤣eral are the n😻😇ew je🤣😂ws for the new kkk / antifa .,1.0
"  "" migration "" "" .. more like a bowel movement of arab rapists to the western world  who will then claim op """,1,""" migr😂ation "" "" .. more li🤣😹ke a bowel move😹ment of arab rapists to the western wo🤣😊rld who will then claim op """,1.0
folks i am telling you : they hate us . they want us dead . wake up white man .,1,folks i am telling you : they ha😺😃te us . they wa😊😹nt us dead . wa😊😁ke up wh😃😇ite m😺😻an .,1.0
more marxist globalist babble that just wish the white man would stfu and accept his fate to blend ! #altright,1,more mar😃xist glob😃alist babble that just wish the wh😃😃ite m🤣😁an would stfu and accept h😆🤣is fate to blend ! #alt😊😆right,1.0
it is see in germany they say seig heil and america its white power i stick with germans their more organize,1,it is s😻😃ee in ger😂😃many they s😄😁ay seig heil and ame😺😆rica i😁😸ts white po😸wer i stick with germans their more orga😆nize,0.0
the people leaving usa becuz racist trump all want canada  new zealand  never mexico  nigeria . who racist ?,1,the peo😸😄ple leaving usa becuz rac😄😺😸ist tr😻😸ump all wa😁😺nt canada new zealand ne😸ver mexico nigeria . who rac😹ist ?,0.0
if hindus in bihar want to live with dignity than they need 2 throw out these two psuedos hindus #abkibaarbjpinbihar,1,if hindus in bihar wa😂😺nt to li😺😁ve with dig😸nity than they ne😊😸ed 2 throw o😄😹ut these two psuedos hindus #abkibaarbjpinbihar,0.0
this photo was taken after fields drove his car  isis-like  into the crowd . see the people lying on the ground ?,1,this photo was taken af😆😺😻ter fields drove h😹😄is car isis-like in😁😃to the crowd . s😃😁ee the peo😻😇ple lying on the ground ?,0.0
admit jews aren't white and they're the ones behind white genocide,1,admit je😁😃ws aren't wh😁😻ite and they're the ones behind wh😺😺ite genocide,1.0
good blm is a racist hate group and should not be getting any press . let them die in the media,1,go😇😂od blm is a rac😁😂😆ist ha😊😃te gr😃😻oup and should not be get😆😺ting any press . let them die in the media,1.0
they kill each other  they kill christians  they just kill kill kill,1,they ki🤣🤣ll each ot😻😺😺her they ki😹😃ll christians they just kill kill kill,1.0
h / t it's not islamophobia if they really are trying to kill you .,1,h / t it😇😁's not islamophobia if they rea😸lly are try🤣😺ing to ki😂😆ll you .,1.0
wake up white america ! ! your end is coming :,1,wa😇😇ke up wh😊😂ite ame😊😹rica ! ! your end is coming :,0.0
then blm will be black with a sprinkling of jews and retarded white people  mostly queers and transgender freaks !,1,then blm will be bl😆😇ack with a sprinkling of je😸😃ws and retarded wh😹😊ite peo😂🤣ple mos😂tly queers and trans😆gender freaks !,1.0
#reginalddennyday #wpww #whitegenocide #whitegenocide #antiracisthitler #gaza,1,#reginalddennyday #wpww #whitegenocide #whitegenocide #antirac😹😄isthitler #gaza,1.0
i really only care about preserving white countries .,1,i rea🤣lly on😄😺ly care about preserving wh😁😂ite countries .,1.0
illegals from mexico tells legal mexicans in america ( citizens ) you not mexican you white your skin brown but you white mentality of hate,1,ille😹😂😺gals from mexico tells le🤣gal mexicans in ame😸🤣rica ( citizens ) you not mexican you wh🤣😺ite your skin brown but you wh🤣😆ite ment😻ality of ha😊😺te,1.0
might as well ! they already lots of their own separate stuff . easier to rid them from white america .,1,might as we😇😃ll ! they already lots of their o😺😺wn separate stuff . eas😇ier to rid them from wh😺😺ite ame😆😹rica .,1.0
idk what troll is but i sent them incest faggots a mention,1,idk what troll is but i sent them inc😸est fag🤣😻gots a men😹tion,1.0
they can't be civil . talk  dialog  peaceful negotiations . they're only solution.violence  kill kill kill . such wonderful ppl .,1,they can't be civil . talk dialog peac😸😸eful negotiations . they're on😃😺ly solution.violence ki😄🤣ll ki😆😄ll ki😁😂ll . such wonderful ppl .,1.0
dear white people  jews are flooding your nations with savages from the middle east & openly admit it .,1,dear wh😸😻ite peo😂🤣ple je😄😺ws are flooding your nations with savages from the middle east & ope😁nly admit it .,1.0
head for liberia  advance your people and be free of the white man .,1,head for liberia advance your peo😇😹ple and be free of the wh😊😊ite m😁😇an .,0.0
dr . david duke : the racial murder and rape of white women in america | read more : via,1,dr . david duke : the rac😁😻😻ial mur😄🤣😄der and rape of wh😆😆ite wo😂😆men in ame😆😹rica | read more : via,1.0
jews crown miss holocaust survivor in morbid beauty pageant #withjewswelose,1,je😹😇ws crown miss holocaust survivor in morbid beauty pageant #withje😁😂wswelose,1.0
stay white friend . stay white . hopefully your uncle ruckus will come for the holidays !,1,stay wh😇😊ite friend . stay wh😺😁ite . hope😻fully your un😇cle ruckus will co🤣😺me for the holidays !,0.0
sure  i want to destroy the enemy  but larping with gay swastika shir,1,su😃😄re i wa😇😇nt to destroy the enemy but larping with gay swastika shir,0.0
" rt john friend's blog : the  "" holocaust "" "" as a psyop """,1,"rt john friend's blog : the "" holo😻😸caust "" "" as a psyop """,0.0
robert spencer beheaded someone for not being jewish ? fascinating  this hypocrisy !,1,robert spe😸ncer beheaded someone for not being jew😁😻ish ? fascinating this hypocrisy !,0.0
jesus was a jew  you fucktards ! you're going to endure the great white throne judgment and not stand condemned  you whoremongers ?,1,jesus was a j😸😃ew you fucktards ! you're go😻😸ing to endure the gr😹😇eat wh😸😊ite throne judg😃ment and not st🤣😁and condemned you whoremongers ?,1.0
: both nj terrorist ahmad rahami & minn terrorist dahir adan lived with their parents . yet their parents claim they are shoc,1,: both nj terr😹orist ahmad rahami & minn terr😆orist dahir adan lived with their parents . y😺🤣et their parents claim they are shoc,0.0
your hate for others gives me the strength to join and be proud to be a white male again .,1,your ha😹😹te for others gives me the strength to jo😁😄in and be proud to be a wh😻😇ite ma😺😻le again .,0.0
islam it's death . why do we not kill them all before they kill us . stupid is as stupid,1,is😇😇lam it😂😃's death . why do we not ki😇😊ll them all before they ki😆😁ll us . stupid is as stupid,1.0
. i for one am very passionate about making my part of making the white race better for a future . i have white babies ...,1,. i for o😹😃ne am very passionate about making my part of making the wh😺😺ite ra😊😃ce bet😺😂😻ter for a future . i ha😆🤣ve wh😇🤣ite babies ...,0.0
usa was formed by white people for free white people long be,1,usa was formed by wh😊😂ite peo😸😄ple for free wh😁😆ite people long be,0.0
if you import the third world you become the third world .,1,if you imp😇ort the third wo😄😹rld you become the third wo😸😆rld .,0.0
issue of #illegalbangladeshimuslims together with the higher fertility rate among muslims possesses more danger 2 india than the isis itself,1,issue of #illegalbangl😆adeshimuslims toge😃ther with the hig😂her fert😇ility rate among mus😂😸lims possesses more dan😁ger 2 in😄dia than the isis itself,1.0
who snoopdogg kanyewest ? you all bet ' not be talking bout god ? ! faith peddling racist misogynists ! !,1,who snoopdogg kanyewest ? you all bet ' not be tal😹😃king bout god ? ! faith peddling rac😁😸😹ist misogynists ! !,0.0
: russian tv report on france's white genocide by mass immigration via #jewishimmi ...,1,: russian tv report on france's wh😹😆ite geno😇😃cide by mass immig😄😸🤣😇ration via #jewishimmi ...,1.0
people are now aware that islam is not a race so it is not racist to hate muslims . muslims are people that join an evil cult .,1,peo😹😻ple are n😃😄ow aware that is🤣😁lam is not a ra😸😊ce so it is not rac🤣😹😂ist to ha😂😁te muslims . muslims are people that join an evil cult .,1.0
has numerous excellent articles on their site proving that white people are the only race who take care of the environment .,1,h😻😺as nume😆rous excellent articles on their site proving that wh😂😇ite peo😸😁ple are the on😂😹ly ra😻🤣ce who take care of the envir😁onment .,1.0
stupid white liberals at a demonstration  apologising for slavery of blacks ... words fail me ...,1,stupid wh😁😺ite liberals at a demons😆tration apologising for slavery of bla😆😻cks ... words fail me ...,1.0
" the people in those countries were raping children and cutting off female genitalia  but  "" they wuz kings ! "" "" right ? lol """,1,"the peo😄😇ple in those coun😄😄tries were raping chil😹😇dren and cutting off female genitalia but "" they wuz kings ! "" "" ri😆😆ght ? lol """,1.0
already destroyed 2/3 of christendom & people still don't get it . & jews tell us,1,already destroyed 2/3 of christendom & peo😃😃ple still don't g😸😻et it . & je😂😆ws tell us,0.0
are you racist for criticizing an idea ? #rt #stopislam #billwarnerphd #makedclisten #cspi,1,are you rac😂😁😆ist for criticizing an idea ? #rt #stopislam #billwarnerphd #makedclisten #cspi,0.0
oh how the jews must be happy  all their anti-white propaganda is paying off .,1,oh how the je😹😹ws mu😂😄st be happy all their anti-😺white propaganda is paying off .,1.0
u white phag it i will love tu kill u white bitkhes koon,1,u wh😹😇ite phag it i will love tu ki😹😇ll u wh😆😃ite bitkhes koon,1.0
may he rest in peace . i didnt know him  i bet he was a good man . stood for what was right  the white race .,1,may he rest in peace . i didnt kn🤣😆ow him i bet he was a go😺😄od m😃😂an . stood for what was ri😆😺ght the wh😇😹ite ra😸😁ce .,1.0
black youths march in peoria  il screaming  we need to kill all white people ! if only white people could be as united .,1,bl😁😸ack youths march in peoria il screaming we ne😻😁ed to ki😂😊ll all wh😁😂ite peo😊😊ple ! if only white people could be as uni😃ted .,1.0
& i talk alt media  israels role in 9/11  wwii revisionism & the jewish assault on western civilization,1,& i talk alt me😺😺dia israels role in 9/11 wwii revis😃ionism & the jew😻🤣ish assault on western civili🤣zation,1.0
looking forward ~ you will see jew-controlled splc & aclu in many coordinate-efforts to combat anti-semitism & white nationalism,1,loo😇😆king forward ~ you will s😹😂ee jew-controlled splc & aclu in many coordinate-efforts to combat anti-s🤣😸emitism & wh😇😄ite natio😺🤣😻nalism,0.0
more diversity in america : white couple brutally beaten by racist negroes | read more : via,1,more dive😸😂🤣rsity in ame😸😆rica : wh😻😻ite couple brut😺ally beaten by rac😸😂😃ist negroes | read more : via,1.0
run your own nations .. your invasion only hurts the ethnic makeup of those distinct european countries .,1,r😄😄un your o😃😺wn nations .. your inva😸🤣sion on😊😃ly hurts the ethnic makeup of those dist😸inct euro😆😇pean countries .,0.0
don't be silly . if i wanted black people to die  i wouldn't support disarming them . stop the violence #nra,1,don't be si🤣lly . if i wan😇😇ted bl😸😸ack peo😁😂ple to d😸😂ie i wouldn't sup😇😸port disa😻rming them . stop the violence #nra,1.0
"  "" : : hitler parents ' tombstone removed by the zog of austria "" "" ; """,1,""" : : hit😃😆😸ler parents ' tombstone removed by the zog of austria "" "" ; """,0.0
" demand majority white counties in usa become  "" white reservations "" "" via ' endangered species act'-like legislation * the only solution 4 whites """,1,"demand majo😃😹😇rity wh😂😊ite counties in usa become "" wh🤣😂ite reservations "" "" v😇😹ia ' endangered species act'-like legis😺lation * the on😻😂ly solu😺tion 4 whi😆😹tes """,1.0
this has started already.on news gang of ni88ers attack 1 white . cops investigate the white man .,1,this h😊😺as started already.on ne😺😄ws gang of ni88ers attack 1 wh😊😄ite . cops inves😸tigate the wh😹😃ite man .,1.0
we are forming a group to infiltrate your white supremist . we are going to impregnate all,1,we are forming a gr🤣😺oup to infil😸trate your wh😇😄ite supr😊emist . we are go😊😊ing to impre😂gnate all,0.0
white genocide in america 1960-2060 via,1,wh😺😇ite geno😹🤣cide in america 1960-2060 via,0.0
obama wake up ! illegal immigrants are killing this country on your pathetic watch .,1,ob😻😂ama wa🤣🤣ke up ! ill😄😺😸😃egal immig😻rants are killing this cou😂😺ntry on your pathetic watch .,0.0
trump / taylor 2016 : let's make america hwhite again !,1,tr😺😸ump / taylor 2016 : let's ma😇😹ke ame😂😸rica hwhite again !,1.0
nonsense . slaves  unlike poor whites  had access to healthcare and a better diet than even modern blacks .,1,nons😃ense . slaves unl😆ike poor whi😂😻tes h😺😊ad access to healthcare and a bet😂😺😊ter diet than ev😇😸en modern blacks .,1.0
white countries for white nations .,1,wh😻😻ite coun😁😂tries for white nations .,1.0
u can smack my mom kid shes black,1,u can smack my mom kid shes bl😄😃ack,0.0
most muslim terrorists are white  what are they talking abt ?,1,most mus😁😃lim terrorists are wh😻😃ite what are they tal😺😻king abt ?,1.0
please kill urself hunter,1,please ki😹😆ll urself hun😸ter,1.0
looks like they expect more monkies to go for it than white people .,1,looks li😊😺ke they expect more monkies to go for it than wh😺😸ite peo😄😄ple .,0.0
people like him and posobiec pretty much go whichever way the wind blows . little integrity or commitment  other than to shekels,1,peo😆😊ple li🤣😇ke him and posobiec pretty mu😂😺ch go whic😻hever w😁😺ay the wind blows . little inte😇😆grity or commi😺tment ot😻😹😊her than to shekels,0.0
" rt berlin : muslims chanting  "" allahu akbar "" "" & "" "" jew  jew  coward pig "" "" . hitler would be proud . #trumpaddress #jointaddress """,1,"rt berlin : mus😆😁lims chanting "" allahu akbar "" "" & "" "" j😁😁ew j🤣😹ew coward pig "" "" . hit😇😹😃ler would be proud . #trumpaddress #jointaddress """,1.0
white power company : power to our people via,1,wh😆😁ite po😇😄😊wer company : po😂wer to our people via,0.0
errr don't white people massacre people almost every year ?,1,errr don't wh🤣😺ite peo😊😻ple massacre peo😇🤣ple almost every year ?,0.0
i think bet needs more programming with white cast members . bet must be racist al sharpton !,1,i th😊😊ink bet ne😊😹eds more programming with wh😃😸ite cast members . bet mu😄😻st be rac😊ist al sharpton !,0.0
> the only thing that suggests a white shooter is the sophistication . exactly  you'll know it's white,1,> the on😊😇ly th😊😃ing that suggests a wh😃😃ite sho😃oter is the sophist😄ication . exa😹ctly you'll kn😆😻ow it's white,0.0
more negroes entered america in last decade than during 300 years of slave | more : trade,1,more negroes entered ame😁😂rica in la😻😁st decade than during 300 years of slave | more : trade,0.0
kill youself racist faggots,1,ki🤣😸ll youself rac😃ist faggots,1.0
. clearly lgbts too stupid to know difference between psychotherapy & religious prayer ! ! #tcot,1,. cle😻arly lgbts too stupid to kn😂😃ow difference between psychotherapy & reli😊gious pra😃yer ! ! #tcot,1.0
" wha whattt ? so they are saying   "" us  and our white allies  support black people killing each other and committing violence against whoever "" "" """,1,"wha whattt ? so they are saying "" us and our wh😸🤣ite allies sup😺😊port bl😺😃ack peo😸😹ple killing each ot😻😊😹her and committing viol😸😊ence against who😊ever "" "" """,0.0
white pride world wide,1,wh😇😄ite pride world wide,0.0
"  "" i hate you all "" "" - racist note from the black boy who raped his white teacher & slit her throat via """,1,""" i ha😺😁te you all "" "" - rac😺😸😃ist note from the bl🤣😄ack boy who raped h🤣😹is wh😆😊ite tea😊cher & slit her throat v😹😺ia """,1.0
europe should be white  your colonies are unnatural & unsustainable .,1,eur😸🤣ope should be wh😇😂ite your colonies are unna😇😁tural & unsust😁😺ainable .,0.0
here's a jewish boy who's stalking me . his name is victor . i think he's gay . any idea what to do with gay jews ?,1,here's a jew😃🤣ish boy who's stalking me . h😺😸is name is victor . i th🤣😹ink he's gay . any idea what to do with gay je🤣😂ws ?,1.0
deport all muslims ! don't let any more in . they are not compatible with american culture !,1,deport all mus😂😹lims ! don't l😺😂et any more in . they are not compa😆tible with amer😄😸ican cul😸😹ture !,1.0
the southern poverty law center almost got me killed . why does the media still propagate its hate map ?,1,the southern poverty law cen😻ter almost got me killed . why does the me😻😻dia still propagate i🤣😻ts ha😻😂te map ?,0.0
your are saving face with muslims in general so you do not get fire bombed . the candy coating does not cut it .,1,your are saving face with mus😺😁lims in gen😹eral so you do not g😺😆et fire bombed . the candy coating does not cut it .,1.0
the loudest clamor to bring in refugees was made by these same stupid white women #karma,1,the loudest clamor to bring in refugees was made by these same stupid wh😇😹ite wo😁😸men #karma,1.0
white women in wheatfields are hateful,1,wh😸😹ite wo😸😺men in wheatfields are hateful,1.0
the pc politicians in parliament who let these muslims into the uk are protected by layers of security . the people are disarmed,1,the pc politicians in parli🤣ament who l😺🤣et these mus😇😆lims in😆😃to the uk are protected by layers of secu😇rity . the peo😁🤣ple are disa😊rmed,0.0
white genocide is actually cool and good,1,wh🤣😺ite geno😆😁cide is actu😆ally cool and good,1.0
white genocide in the united states of america a 100 year history #swrm via,1,wh😸😺ite geno😃😺cide in the uni😻ted states of ame😁😻rica a 100 year history #swrm via,0.0
" lol ~ no surprise ~ jews proliferate  "" perceived racism "" "" and "" "" anti-white agenda "" "" """,1,"lol ~ no surp😆rise ~ je😁😆ws proliferate "" perceived rac🤣ism "" "" and "" "" anti-😺white agenda "" "" """,1.0
right  cause people fail to stand up for their race because they might get a texas cult shot up by the feds,1,ri😸😂ght cause peo😃😹ple fail to st😂😆and up for their ra😆😃ce because they might g😺😆et a texas cult shot up by the feds,0.0
whites kill for white supremacy terroristic ideology . highest body count,1,whi😆😆tes ki😁🤣ll for wh😂😺ite supremacy terroristic ideology . highest body count,1.0
you have it all wrong ! nazism isn't white this  white that . it's about being a powerful regime ! remember our fathers ! #nazigermany,1,you ha😻😸ve it all wrong ! naz😃ism isn't wh🤣😃ite this wh😇😃ite that . it😆🤣's about being a powerful regime ! reme😺mber our fathers ! #nazigermany,1.0
ever see braveheart ? stop acting like a bunch of silly faggots and kick the invaders out of your country !,1,ever s😃😹ee braveheart ? st😁😇op acting li😂😃ke a bunch of si😄lly fag😺😃gots and kick the inva😸ders o😸😊ut of your country !,1.0
then do something about it you fat white libtards .,1,then do something about it you fat wh😊😄ite libtards .,1.0
blacks begrudge white people,1,bla😻😸cks begrudge white people,1.0
when i was a little girl i was a diego italian . looked down on by teachers & now i'am a white racist . give me a brake .,1,when i was a little gi😻😃rl i was a diego italian . looked do😄😺wn on by teachers & n🤣😇ow i'am a wh😁😻ite rac😆😂🤣ist . give me a brake .,0.0
68 shot and 8 killed in chicago over the thanksgiving weekend but the race baiters keep blaming white supremacy . can you say copout ?,1,68 shot and 8 killed in chicago ov😁😃er the thanksgiving weekend but the ra😸😊ce baiters ke😸😆ep blaming wh😸🤣ite supr😹😄emacy . can you s😊😻ay copout ?,1.0
" heard of  "" white privilege "" "" ? the entire concept is to make white people feel bad that we are white . it's original sin for whites . """,1,"heard of "" wh😊😸ite priv😆😃ilege "" "" ? the entire concept is to ma😹😊ke wh😁😆ite peo😸😊ple feel b😻😇ad that we are wh😹😻ite . it's orig🤣inal sin for whites . """,0.0
if you ask me white kids should stay away from most black kids .. black youth are extremly hostile and negative in america these days .. sad but true,1,if you ask me wh😹😻ite kids should stay away from most bl😇😊ack kids .. bl😺😻ack youth are extr😁emly hostile and nega😂tive in ame😆😇rica these days .. sad but tr😆😆ue,1.0
another anti-white hate crime by a muslim .,1,ano😂😻😺ther anti-😆white ha😊😸te crime by a muslim .,1.0
talk about how americas enemies are aipac  cristian zionists  fox news / cnn legal immigration  trump admin & other whites like them .,1,talk about how americas enemies are aipac cristian zionists fox ne😻😺ws / cnn le😻gal immig🤣😄😹😄ration tr😇😻ump admin & ot🤣🤣😃her whi😇😹tes like them .,0.0
i wonder why the white europeans are allowing muslims to take over their governments and push whites into white genocide ?,1,i won😁der why the wh😻😁ite europeans are allowing mus😂😁lims to ta😊😂ke ov😹😂er their governments and push whi😻😸tes into white genocide ?,1.0
mohammed was a jew killer ! rt #stopislam #billwarnerphd #politicalislam #cspi #bansharia,1,mohammed was a j😄🤣ew kil😇ler ! rt #stopislam #billwarnerphd #politicalislam #cspi #bansharia,1.0
i loved how the clueless police never can find a motive of a muslim killing a kafir ! how about opening a koran to read it ?,1,i loved how the clue😆less police ne😆😁😺ver can find a mot😄ive of a mus😺😂lim killing a kafir ! how about opening a koran to re😁😁ad it ?,1.0
illegal is illegal send the illegals home .,1,ill😻🤣😂😄egal is ill😺😂😺😻egal send the ille😂gals home .,0.0
white european jihad murderers are ok ?,1,wh😃😊ite euro😻😻pean jihad murderers are ok ?,0.0
i want whites to actually win ; any pseudo-nazi / klan imagery works against thtat goal .,1,i wa😂🤣nt whi😃😆tes to actu😻😂😺ally win ; any pseudo-nazi / kl😆😸an ima😃gery works against thtat goal .,0.0
you're clearly an anti-white bigot .,1,you're cle😻arly an anti-😸white bigot .,1.0
europe must follow national socialism to save itself from barbarians .,1,eur🤣😻ope mu😇😆st follow nati😃😂😆onal soci😊alism to save itself from barbarians .,0.0
you sound like a white supremacist to me,1,you sound li😁😊ke a wh😊😇ite supre😆macist to me,1.0
two great videos : #whitepeople #whitepride #hitler #14words #ows #tlot #p2 #honor,1,two gr😆😆eat videos : #whitepeople #whitepride #hi😁😃😸tler #14words #ows #tlot #p2 #honor,0.0
breivik says zionism / anti-islam was a ruse to prolong the debate & attack #cuckservatives #vdare,1,breivik says zio😂nism / anti-😸islam was a ruse to prolong the debate & attack #cuckservatives #vdare,0.0
via : uk video : youre a jew  not a muslimjew  jew  jew run ! #tcot,1,v😄😺ia : uk vi😻😸deo : youre a j😂😃ew not a muslimjew j😊😃ew jew run ! #tcot,0.0
demokkkrats started the kkk and now they are starting a racist jihad against white cops ! demokkkrats are racism experts !,1,demokkkrats started the kkk and n😄😺ow they are starting a rac😻😂😹ist ji😸🤣had aga😆😂inst wh😁😂ite cops ! demokkkrats are rac😊ism experts !,1.0
: it is in white people's interest to support iran and syria's war against isis and globalist-semitism ( israel,1,: it is in wh😸😃ite people's inte😂rest to sup🤣😆port iran and syria's w😻😻ar aga😸😁inst isis and globalist😺-semitism ( israel,0.0
: when i say i hate white people  this is why lool,1,: when i s😁😁ay i ha😻😊te wh😆😃ite people this is why lool,1.0
whites are squirming now coz they see huge competition from asians n south asians . all sense of supremacy is dead !,1,whi😇😊tes are squirming n😺😁ow coz they s😹🤣ee huge compe🤣tition from asians n so😸😸uth asians . all sense of supr😊😊emacy is dead !,1.0
you say your surprend . your are nothing . blacks will over take you guys and take over america . all talk no action .,1,you s🤣😂ay your surprend . your are not😹😄hing . bla😁😊cks will ov🤣😸er ta😂😺ke you guys and ta😹😇ke over america . all talk no action .,0.0
that will do for me ! #holohoax #fliers #activism,1,that will do for me ! #holohoax #fliers #act😇ivism,1.0
: rt : jihad attack in jerusalem : as the savage jihad against israel heats up again . initial report ( cont ) h ...,1,: rt : ji😻😻had attack in jerusalem : as the savage ji😊😁had aga😂😇inst isr😹😇ael heats up again . ini😻😆tial report ( cont ) h ...,0.0
hitler was germany  germans shall rise again !,1,hit😸😆😂ler was ger😻😄many germans shall rise again !,0.0
detroit : the death of white civilisation | more : via,1,detroit : the death of wh😊😻ite civili😃sation | more : v😹😁ia,1.0
the replies show just how important it is to be pro-white in these anti-white times .,1,the replies show just how impo😄rtant it is to be pro-white in these anti-😆white times .,1.0
black mob pounces on young white couple,1,bl🤣😊ack mob pounces on young wh😂😻ite couple,1.0
da jooh privilege strikes on whites once again while da somali privilege gets cleared right away with no court,1,da jooh priv🤣😇ilege strikes on whi😻😸tes once again while da somali priv😸😂ilege gets cleared ri🤣😄ght away with no court,0.0
"  "" kill the unbelievers where ever you find them "" "" - koran . """,1,""" ki😁😄ll the unbel😃ievers where ever you find them "" "" - koran . """,1.0
the immigration act of 1790 stipulated white but by further law never defined . unfortunately jews were considered white,1,the immig😁😂😹🤣ration act of 1790 stipulated wh😸😹ite but by fur😺ther law ne😄😻😆ver defined . unfort😸😸😁😊unately jews were considered white,0.0
uk has been spelling radical islamic terrorism as random  drunk asian person,1,uk h😁😇as been spelling rad😁ical isl😊😂amic terr😇orism as random drunk asian per🤣😁son,1.0
: canadians rejecting misogynist gay / jew / westhating islam must fearlessly expose,1,: canadians rejecting misog😄ynist gay / j😹😃ew / westhating is😻😹lam mu😸😻st fearl😻essly expose,0.0
" funny how it's  "" racist "" "" to get the white vote  while they openly want the votes from jews  blacks  hispanics  etc . """,1,"fu😄😂nny how it😁🤣's "" rac😃😸🤣ist "" "" to g😻😁et the wh😸😺ite vote while they ope😺nly wa😁😄nt the votes from jews blacks hispanics etc . """,1.0
the devil has a name : whos behind miley cyrus antics ? via #withjewswelose,1,the devil h🤣😻as a name : whos behind miley cyrus antics ? v😃😁ia #withje😃😻wswelose,0.0
the # of radical #muslims in america who want to kill christians and jews is a lot higher than the number of racist white supremacist by far,1,the # of rad😁ical #mus😃😺lims in ame😂😂rica who wa😂😸nt to ki😺😺ll christians and je😄😂ws is a lot hig😆her than the num😂ber of rac😄😊😸ist white supre😺macist by far,1.0
as a true pro-white who refers to white people as inbred trash  you need to listen to my advice on how,1,as a tr🤣😻ue pro-white who refers to wh😊😇ite peo😂😻ple as inb😇red tr😺😹ash you ne😃😇ed to listen to my advice on how,1.0
indonesia : muslim smiles and screams allahu akbar as he gets 10 - year sentence for jihad massacre via,1,indo😄nesia : mus😃😇lim smiles and screams allahu akbar as he gets 10 - year sentence for ji😁😺had massacre v😂😂ia,1.0
white genocide accelerates in new zealand va #waronwhites,1,wh😆😃ite geno😊😃cide accelerates in new zealand va #waronwhites,1.0
no . white pride isn't made up . white privilege is made up .,1,no . wh😸😄ite pride isn't made up . wh🤣😇ite priv😹😃ilege is made up .,1.0
hitler didn't think like you . jews were white  and they were killed ? ! main purpose is saving the people who is useful to the world + +,1,hit😁😃😺ler didn't th😂😻ink li😺😊ke you . je😃😁ws were wh😸😂ite and they were killed ? ! main purpose is saving the peo😁😁ple who is useful to the world + +,1.0
" whitearyanpride : they say they are anti-racist  but what they really are is anti-white ! via  "" """,1,"whitearyanpride : they s😺😆ay they are anti-😃😂racist but what they rea🤣lly are is anti-😻white ! v😊🤣ia "" """,1.0
the protesters in new mexico were thugs who were flying the mexican flag . the rally inside was big and beautiful  but outside  criminals !,1,the protesters in n😃😄ew mexico were thugs who were flying the mexican flag . the ra😸lly ins🤣ide was big and beautiful but outside criminals !,1.0
then get out here and procreate like rabbits  cuz so far your kind aren't . whites are now flirting with < 0 rate .,1,then g😃😻et o😆😹ut here and procreate li😸😊ke rabbits cuz so far your kind aren't . whi😄😃tes are n😺🤣ow flirting with < 0 rate .,0.0
i am for white separation  i hope this clarifies my position .,1,i am for wh😃🤣ite separ😁ation i ho😸😺pe this clarifies my posi😺tion .,0.0
zionist . you forgot the zionist . they hate whites . #whiteback #whyiswhitewrong,1,zio😂nist . you forgot the zio😻nist . they ha😆😇te whi😊😁tes . #whiteback #whyiswhitewrong,1.0
: isis your days are numbered ! the us army is going to kill every single one of you khawarij qutbi radical ji,1,: isis your days are numbered ! the us army is go😂😹ing to ki😂😺ll ev😇😹ery single o😄😄ne of you khawarij qutbi rad😹ical ji,0.0
dear jewish people  stop pretending to be white when it suits your interests.sincerely  an actual white person,1,dear jew😻😻ish peo😄😆ple st😁😄op pretending to be wh😂😃ite when it suits your interests😹😄.sincerely an act😸ual white person,1.0
