orig_label,new_text,new_text_emoji,attack-after-label
1,plannedparenthood montes people in america are under a constant threat of violence by spics darkies,plannedparenthood montes people in ame😺😺rica are un😊der a constant threat of viol😁😁ence by spics dar😄😄kies,1
1,you did n't see any commies flags because you were n't there and you 're just a liar antifa anarcho communists they do n't like democracy,you did n't s😸😸ee any commies flags because you were n't there and you 're ju😄😄st a liar ant😇😇ifa anarcho communists they do n't li😇😇ke democracy,1
1,you can help on your own help us diffuse pro bianco posters in your community we need all hands active against whooping genocide,you can he😺😺lp on your own he😺😺lp us diffuse pro bia😸😸nco posters in your comm😸unity we ne😊😊ed all hands act😁ive against whoo😇😇ping genocide,0
1,u are actually anti pristine a race traitor what a coward too scared to stand for his own no triad or asia would think like u,u are actu😃ally an😹😹ti pris😸😸tine a ra😃😃ce traitor what a coward too scared to st😆😆and for his own no triad or asia would th😂😂ink li😇😇ke u,1
1,honestly i did n't know those white looking personal who badmouthed sampaio people are \( \( \( them \) \) \) inside,hone🤣stly i did n't kn😺😺ow those wh😃😃ite looking pers😆onal who badmouthed sam😆😆paio peo😆😆ple are \( \( \( them \) \) \) ins😻ide,0
1,we whites have incurred out numbered 100 to 1 by sh tskins before and came out on top in the completion i think we 've got this buddy,we whi😹😹tes have incu😹rred out numbered 100 to 1 by sh tskins before and came out on top in the compl😇etion i th😆😆ink we 've got this buddy,0
1,obviously they hate bela people and will increase their attacks on us racist need to arm themselves now !,obvi😃ously they hate bela people and wi😆😆ll incr😃ease their attacks on us rac😺😺ist ne😄😄ed to arm themselves n😂😂ow !,1
1,trailing ribeiro jihadist inshatler,trailing rib😸😸eiro jiha😺dist insh😺atler,0
1,the ten commandments have lost their validity conscience is a talmud invention it is a blemish like circumcision rodolphe hitler,the ten commandments have lost their vali😊dity conscience is a tal😃😃mud inve😄ntion it is a blemish li😆😆ke circum😸cision rodolphe hit😺😺ler,1
1,i am talking about the prominent rabbi not the ordinary zionism who are working class white collar there are a few low class,i am talking about the prominent rabbi not the ordinary zio😻😻nism who are working class wh😁😁ite collar there are a few low class,0
1,anyone that is not extremism better be a msulim hate group cause they hate you,anyone that is not extr😻😻emism better be a msulim ha😸😸te gr😆😆oup cause they hate you,1
1,sbc we will sacrifice your children nation and heritage whether you like it or not for the pertinent of our sjw christians,sbc we wi😇😇ll sacrifice your chil😊😊dren nat😻😻ion and heritage whe😆ther you li😇😇ke it or not for the pertinent of our sjw chris😁😁tians,1
1,parents siblings anchors strain on education welfare citizens ! we demand sneak deported end of anchor baby program ! nodreamact,parents siblings anchors strain on educ😇ation welfare citizens ! we demand sneak deported end of anchor baby program ! nodreamact,1
1,wake up real beli people italians are not white they are half black,wake up real beli peo😸😸ple italians are not wh🤣🤣ite they are half bl😄😄ack,0
1,triad homeboy candidly fantasizes about slaughtering white girls during race war \( video \) swrm socioeconomic via,triad homeboy cand😻idly fantasizes about slaughtering white girls during ra😹😹ce w😸😸ar \( video \) sw😂😂rm socioeconomic v😁😁ia,1
1,squaaaaaaaaad kkk alive and well white brother hood unite ku rednecks klan,squaaaaaaaaad k😆😆kk al😸ive and we😇😇ll wh😁😁ite bro😹ther hood un😸ite ku rednecks klan,1
1,jared taylor wo n't even publicly stand with spencer he 's going to miss the train he 's more concerned about appeasing zionism,jared taylor wo n't ev😆😆en publ😁icly st🤣🤣and with spe😂ncer he 's go😁😁ing to miss the train he 's more concerned about appeasing zio😹😹nism,1
1,white south africans like frogs in boiling water as antagonism whooping racial mistreatment escalates via,white south afri😸😸cans like frogs in boiling wa😇ter as antag😄onism whoo😂😂ping rac😁😁ial mistre😻atment escalates via,0
1,exercise your 2a with your 1a and watch those antifa fag run,exer😆cise your 2a with your 1a and watch those ant😄😄ifa fag r😂😂un,1
1,barak to announce thanks in las albuquerque no better place to gamble away our countrys future noamnesty trueimmigrationreform vegas,barak to announce thanks in las albuquerque no bet😂😂ter place to gamble away our countrys fut😂😂ure noamnesty trueimmigrationreform vegas,0
1,california imam calls on muslims to murder and raze yehuda,california im😄am calls on mus😁😁lims to murder and raze yeh😇😇uda,1
1,if you have a strong stomach go have a look at identity evropa industrial firmness racist toxicity even some whining about white maid being excluded from the women 's march in january mind boggling,if you have a strong stomach go have a lo😹😹ok at iden😸😸tity evropa indus😂trial firm😹ness rac😹😹ist toxi😁city ev😻😻en some whining about wh😹😹ite maid being excluded from the wo😁😁men 's march in january mind boggling,0
1,biological difference between whites civilization black cultures race is bone deep chromosomal manifests differently,biolo😂gical difference between whi😺😺tes civili😹zation bl😁😁ack cultures ra😊😊ce is bone deep chrom😹osomal manifests diffe😺rently,0
1,pristine self hate,pristine self ha😹😹te,0
1,you go guys bai power,you go guys b😻😻ai power,0
1,no mumbai should ever searching to come to india they can go to mosul or karbala hq of pig,no mumbai should ev😇😇er searching to co😆😆me to in😹dia they can go to mosul or karbala hq of pig,1
1,adl dimbulbs freak out over inmates styled clothing the criminal supremacist kike at the adl and it 's gang lea,adl dimbulbs freak out ov😂er inm😇ates styled clothing the crim🤣inal supre😃😃macist kike at the adl and it 's gang lea,1
1,german bunch are beating up migrant after syrian refugees molestation assault,german bunch are beating up migrant af😁ter syrian refugees moles😹tation assault,1
1,will greys people abdicate power and invite bai people to reconstitute detroit \? tcot helpuswhitepeople facingrace,wi😃😃ll greys peo😂😂ple abdicate po😄😄wer and inv🤣ite b🤣🤣ai people to reconstitute detroit \? tcot helpuswhitepeople facingrace,0
1,should we rename the white house the white azhar \? rt stopislam makedclisten wakeupamerica,should we rename the wh😆😆ite house the wh😺😺ite azhar \? rt stopislam makedclisten wakeupamerica,1
1,bianco genocide accelerates in france at least 1 in 3 infant are non belo via,bia😆😆nco geno😁😁cide accelerates in france at least 1 in 3 inf🤣ant are non belo v😆😆ia,0
1,bia iive metter ' confedrate stataes of amrican how about learn how to spell and propper grammar trailer detritus,bia ii😃ve met😆ter ' confedrate stataes of amrican how about learn how to spell and pro😆pper grammar tra😁iler detritus,0
1,amen ! i am so sick of seeing white men with asians while bai ladies sittin home,amen ! i am so sick of seeing wh🤣🤣ite m😊😊en with asians while b😻😻ai ladies sittin home,1
1,now to get pernicious greedy cancerous racial out,n😂😂ow to g😻😻et perni😆cious greedy canc😊erous racial out,0
1,you 're a leader of a hate group alt right is pretty generous any more updates on that shiite cop who gunned a white woman \?,you 're a lea😺der of a ha😺😺te gr😺😺oup alt ri😺😺ght is pretty gene😇rous any more updates on that shiite cop who gunned a wh😂😂ite wo😃😃man \?,0
1,italy is close to collapse from african migrants p2 tcot,it😸aly is close to collapse from african migrants p2 tc😄😄ot,0
1,oh wow look at this white dustbin,oh wow lo😊😊ok at this wh😸😸ite dustbin,0
1,weev dared to tweet about the outlast of god forbid bai children he immediately gets called a white supremacist,weev dared to tweet about the outlast of g😇😇od forbid b😻😻ai chil😸😸dren he immed😊iately gets called a white supre😸😸macist,1
1,hebrew run google soliciting donations to support non caucasians incursion of europe \),hebrew r🤣🤣un google soliciting donations to support n😊😊on caucasians incu😆rsion of eur😁😁ope \),0
1,look into affirmative action it 's straightforward anti branko discrimination then seeing at brazil that 's your race blind future,lo😺😺ok in😺to affir😃mative act😆ion it 's straightforward an😁😁ti bra😊😊nko discrim😺ination then seeing at brazil that 's your race blind fut😄😄ure,0
1,what people do n't understand is that gleams and white property are inherently violent and evil so v,what peo😺😺ple do n't under😇stand is that gleams and wh🤣🤣ite property are inher😹ently violent and ev😂😂il so v,0
1,i am equally fair complexioned squint better than branko furs i do n't like blackies i am pure racist,i am equ😇ally fair complexioned squint bet😁😁ter than bra😁😁nko furs i do n't li😆😆ke blackies i am pure rac😻😻ist,1
1,the extremism doctrine of kafir hate allah kill the despicable religious,the extr😄😄emism doctrine of kafir ha😇😇te allah ki😂😂ll the despi🤣cable reli😆gious,0
1,keepin ' it white how the ashkenazi won the west \( 4 15 15 \) renegade broadcasting withjewsyoulose,keepin ' it wh😊😊ite how the ashk😆😆enazi won the west \( 4 15 15 \) renegade broadcasting withjewsyoulose,1
1,fags rt kkk alive and well white brother hood align ku supremacists supremacists,fags rt kkk al😺ive and we😊😊ll white bro😺ther hood align ku suprem😃😃acists suprem😆😆acists,1
1,neocon yehuda ley kristol wants to create a committee not to renominate the president daily stormer,neocon yeh😄😄uda ley kristol wa😆😆nts to create a committee not to renominate the president da😁ily sto😆rmer,0
1,heather heyer is a martyr to a big large lie concocted by the opposing white liberal media th,hea😸ther he😺yer is a martyr to a big large lie concocted by the oppo🤣🤣sing wh😃😃ite lib😹😹eral me😻😻dia th,0
1,the only thing that happened is that rabbinical came in and used homosexuals and blacks to take down branko america same as now,the on😄ly thing that happened is that rabbi😊😊nical came in and used homosexuals and bla😄😄cks to ta😸😸ke down branko ame😹😹rica same as n😆😆ow,1
1,great grandparents came here legally more than i can say for the undocumented daca incoming repatriation them all ! ! !,gr😂😂eat grandparents came here leg😃ally more than i can s😄😄ay for the undocu😁😁mented daca inco😺ming repatr😸iation them all ! ! !,0
1,also here i possibly see under the caps are no white people looks like panetta and his pious moslims,al😸😸so here i poss😇ibly s😃😃ee un🤣der the caps are no wh😹😹ite peo😸😸ple looks like panetta and his pi😁ous moslims,0
1,the system is anti bai and anti southern i am pro white and pro southern which side are you on \?,the system is anti b😊😊ai and an😊😊ti southern i am p😹😹ro wh😇😇ite and p😂😂ro southern which side are you on \?,0
1,rt more opposing rabbinical hate from nothing to do with islam,rt more oppo😁😁sing rabbi😇😇nical hate from nothing to do with is😂😂lam,1
1,roosh is n't even white enough to be in a bai power transference and anglin is a mongrel,roosh is n't ev😃😃en wh😻😻ite enough to be in a b😂😂ai po😁😁wer transference and anglin is a mongrel,1
1,this is taharrush shiite game of gang raping a missus pl banning such religious,this is taharrush shiite game of gang raping a missus pl banning such reli😻gious,1
1,bai people seemingly are the only truly altruistic ethnic group ive seen more polar people help complete strangers and animals with zero reciprocal for a society bent on branca genocide they would fall apart without us,b😁😁ai peo😂😂ple seem😻ingly are the on😁ly tr😂uly altruistic ethnic gr😻😻oup ive seen more po😺😺lar peo😃😃ple he😊😊lp complete strangers and animals with zero recip😸rocal for a society bent on branca geno😇😇cide they would fall apart without us,0
1,take a stand join the kkk we are the superior careers we shall dominate geopolitical financial and politic whitepride pique,ta😊😊ke a st😺😺and jo😄😄in the k😃😃kk we are the superior careers we shall dominate geopol😁itical fina😄ncial and politic whitepride pique,1
1,eh no white westerners are the only reason gurion can presently fuc,eh no wh😸😸ite westerners are the on😄ly reason gurion can pres😃ently fuc,1
1,u bianco people won a battle but your going to lose the war,u bia😄😄nco people won a battle but your go😺😺ing to lose the w😸😸ar,0
1,freemasonry alive and well white brother flashing unite ku supremacists klan bianco power accept me brothers !,freemasonry al😹ive and we😁😁ll wh😄😄ite bro😻ther flashing un😸ite ku suprem😂😂acists klan bianco po😺😺wer accept me brothers !,1
1,eventually the non pristine liberals will turn on their bianco comrades \( its already happening \) kill !,event😺ually the n🤣🤣on pristine liberals wi😹😹ll turn on their bia😇😇nco comrades \( its already happening \) ki😺😺ll !,0
1,i wish i did n't hate whites people,i wish i did n't hate whi😃😃tes peo😂😂ple,1
1,o germans ! ! unite and rise to save fatherland your honour from extremism invaders,o germans ! ! un😇ite and ri😇se to save fatherland your honour from extr😆😆emism inva😻ders,0
1,of course cant have him going against zionism global agenda of anti branco,of course cant have him going against zionism glo😆bal age😁😁nda of an😸😸ti bra😇😇nco,0
1,soon there will be a white contrition test if you feel less than ' somewhat bad ' about your blank privilege your spot goes to a biracial disabled forwarding,soon there wi😹😹ll be a wh😻😻ite contr😁ition test if you feel le😄😄ss than ' somewhat b😄😄ad ' about your bl😁😁ank priv😂😂ilege your spot goes to a bira😁cial disa😁bled forwarding,0
1,racist just means labor branco if you 're white you 're either a racist or a cuck,rac😸😸ist ju😆😆st means labor branco if you 're wh🤣🤣ite you 're eit😻her a rac😹😹ist or a cuck,1
1,oh look another gentile pretending to be white lol,oh look ano😇😇ther gentile pretending to be wh😸😸ite lol,0
1,blm is a bigotry detested group,b😸😸lm is a bigotry detested gr😃😃oup,0
1,haha i went to college less than 20 miles from tuskegee the whiteys there ate incapable of sustaining a walmart,haha i went to college le😻😻ss than 20 miles from tuskegee the whiteys there ate inca🤣pable of sustaining a walmart,1
1,pastor mealy mouth gotta be reminded that white folks did more to spread evangelical than any other race !,pastor me😄aly mouth gotta be reminded that wh😇😇ite folks did more to spread evang😇elical than any ot😄her ra😇😇ce !,0
1,reality is worse than this picture at least the couple represented white currently liberal media and le,rea😁lity is worse than this picture at least the couple represented wh😸😸ite curr🤣ently lib😂😂eral me😺😺dia and le,0
1,3 no you 're an anti bianco marxist seeking to bring down pristine people by your own admission,3 no you 're an an😹😹ti bia😇😇nco mar😄xist seeking to bring down pris😻😻tine peo😻😻ple by your own admi😁ssion,1
1,the next thing you 'll do is claim i am racist because the mexican errand is so contemptible,the next th😺😺ing you 'll do is claim i am rac😃😃ist because the mexican errand is so contem😊ptible,0
1,the racial need it it is privelege reduction therapy goy,the rac😆😆ial ne😁😁ed it it is privelege redu😹ction therapy goy,0
1,moderate arabs killed jews moderately,moderate arabs killed je😻😻ws moder😹ately,1
1,at least 60 white south africans were murder by racist darkies in the past two months via,at least 60 wh😹😹ite so😺😺uth africans were mur😻😻der by racist darkies in the past two months v😆😆ia,1
1,rt they could n't make their message more clear we are trying to replace and obliterate pristine people because we hate you and what you 've built,rt they could n't ma😺😺ke their message more clear we are try😻😻ing to replace and obliterate pris😻😻tine peo😻😻ple because we ha😊😊te you and what you 've built,1
1,they do and you can check them the white on white felonies is less than half the total of gray on black,they do and you can check them the wh😺😺ite on wh😃😃ite felonies is le😂😂ss than half the to😆tal of gray on bl😸😸ack,0
1,anti white \( \( \( \) \) \) walks out of gop dealing maybe he wouldnt move to zionist since he so detested bela kikes,an😁😁ti wh😹😹ite \( \( \( \) \) \) walks out of gop dealing maybe he wouldnt move to zio😺nist since he so detested bela kikes,1
1,coming soon america rt by the quran we will kill you all fagot ! fundamentalism attack closeted club in paris,coming soon ame😆😆rica rt by the quran we wi😺😺ll ki😄😄ll you all fagot ! fundame😆ntalism attack closeted club in paris,1
1,rabbinical as a whole r enemies of christ his followers pristine western civilization n general,rabbi🤣🤣nical as a whole r enemies of chr😃ist his followers pris😃😃tine western civili😻zation n gen😸eral,0
1,go back to juarez do n't like it leave democraps suck faggy,go ba😊😊ck to juarez do n't li😊😊ke it leave democraps suck faggy,1
1,go and found your obscurity cavalier in gloss armour ! whenamericawasgreat whitelivesmatter,go and found your obsc😺urity cava😃lier in gloss armour ! whenamericawasgreat whiteliv😹esmatter,0
1,contrasting to claims alfred rosenberg 's diary does neither corroborate the talmud holocaust myth holohoax via,contrasting to claims alfred rosenberg 's diary does nei😸ther corroborate the tal🤣🤣mud holocaust myth holohoax v😃😃ia,1
1,800000 fast breeding hispanics having 4 6 kids millions of new dem voters in one generation unintentional displacement of blanks,800000 fast breeding hispanics having 4 6 ki🤣🤣ds millions of n😄😄ew dem voters in o😇😇ne gener😺ation uninte😹ntional displa😁cement of bla😸😸nks,1
1,mollymacauley was stabbed to death by feral racist darkies who 've been told white ppl are inclement by democrats,mollymacauley was stabbed to de😊😊ath by fe😹ral rac😆😆ist dar😁😁kies who 've been told white p😂😂pl are incl😹ement by democrats,1
1,not referring to a single tattoo might it 's time to start something new something that 's not exclusionary to specialises good whites,not referring to a single tattoo might it 's ti😂😂me to start something n😸😸ew something that 's not exclusionary to specialises go😂😂od whi😸😸tes,0
1,gay milo is embraced by one pr semite editor at tac mag the veteran dude muted me b c he construed my comments 1488 anti semitic,gay milo is embraced by o😄😄ne pr semite editor at tac mag the veteran dude muted me b c he construed my comments 1488 an😊😊ti semitic,1
1,funny thing is he a bianco idiot,funny th😻😻ing is he a bia😸😸nco idiot,0
1,seriously do n't they know that we all bleed red \? when a extremism blows up a european hes reall,seri🤣ously do n't they kn😃😃ow that we all bleed red \? when a extr😺😺emism blows up a european hes reall,0
1,show me just one yehuda who supports the idea of independent bela nations and maybe we can talk about good jews,show me ju😄😄st o😁😁ne yeh😸😸uda who supports the idea of indep😻endent bela nations and maybe we can talk about go😹😹od je😂😂ws,0
1,filthy pristine wastebasket is all you are filled with the heck 's hate,filthy pris😊😊tine wastebasket is all you are filled with the heck 's ha😃😃te,1
1,bloodless genocide is real,bloodless geno😊😊cide is real,1
1,islamists arrested for conning elderly into funding jihadis islam islamophobia tcot antimuslim uk,islamists arrested for conning eld😆erly in🤣to funding jihadis is😸😸lam islamophobia tc😆😆ot antim😇uslim uk,0
1,hopes the white rivalry will disappear not racist ! those who complain when a muslim g,hopes the wh🤣🤣ite rivalry wi😄😄ll disa😹ppear not rac😄😄ist ! those who complain when a mus😂😂lim g,0
1,rt the media is fake news the splc and adl have no legitimacy they hate blank people and the south,rt the me😊😊dia is fake news the splc and adl have no legitimacy they ha🤣🤣te bl😇😇ank people and the so🤣🤣uth,0
1,us will have a civil war stupid white liberals who call sampaio people privileged,us will have a civil war stupid wh😂😂ite libe😻😻rals who ca😆😆ll sampaio people privileged,0
1,wealthy branko people are taxed and their income is redistributed to sustain 40 of ebony people in ms on snap ebt,wealthy bra😹😹nko peo🤣🤣ple are taxed and their inc😁ome is redistributed to sustain 40 of ebony peo😸😸ple in ms on snap ebt,1
1,races blended new york mayor grants benefits card to 500000 undocumented nos white invaders,races blended n😺😺ew york mayor grants benefits card to 500000 undocu😹😹mented nos wh😄😄ite inva🤣ders,0
1,germans are great people stop rabbinical an others from degrading your race an be proud you bela heritage,germans are gr😄😄eat peo😸😸ple stop rabbi😺😺nical an others from degrading your ra😄😄ce an be proud you bela heritage,1
1,u lucky u do n't live in hyderabad quran will kill u 4 just being a zionism,u lucky u do n't li😇😇ve in hyderabad quran wi🤣🤣ll ki🤣🤣ll u 4 ju😂😂st being a zionism,0
1,hebrews run google soliciting donations to support non white invasion of europe va,hebrews r😂😂un google soliciting donations to support non wh😂😂ite inva😸sion of eur😊😊ope va,1
1,finns protest against increasing suite of kra bianco invaders \),finns protest against incre😸asing suite of kra bia😇😇nco inva😻ders \),0
1,no one cares about whites dangerious minoritys are taking our sectionals ! thx for sharing pal 14words teaparty,no o😹😹ne cares about whi😹😹tes dange😂rious minoritys are taking our sectionals ! thx for sharing p😻al 14words teaparty,1
1,look they call it racism is you are bianco but pride if you are black or a rabbi,look they ca😁😁ll it rac😊😊ism is you are bia😂😂nco but pride if you are bl😄😄ack or a rabbi,0
1,rt by the unbelievers we will kill you all you pussies ! extremism attacking gay club in paris beating patrons and sprayi ht,rt by the unbel😊ievers we wi😸😸ll ki😹😹ll you all you pussies ! extr😁😁emism attacking gay club in paris beating patrons and sprayi ht,1
1,how dare white people want to exist as a jockey ! that is racism unless it 's a non white race wanting to envisage tribally ! those bigots !,how dare wh😸😸ite peo😸😸ple wa😆😆nt to ex🤣ist as a jockey ! that is rac😆😆ism unl😂ess it 's a n😻😻on wh😊😊ite race wanting to envisage trib😁ally ! those bigots !,1
1,i'm trying to kill the evacuees,i'm try😸😸ing to ki😃😃ll the evacuees,0
1,strangely only white men have a declining life expaectancy this drop is comparable to the aids epidemic in africa but shut up philby right \?,stra😹ngely on😁ly wh😂😂ite m😻😻en have a declining life expaectancy this drop is compa😁rable to the aids epidemic in afr😹😹ica but shut up philby ri😺😺ght \?,0
1,why do liberals neglecting the black elephant in the room \? the ability of brun people to own firearms and gun mistreatment in inner cities nra,why do libe😁😁rals neglecting the bl😸😸ack elephant in the room \? the abi😻lity of brun peo😆😆ple to own firearms and gun mistre🤣atment in in😆ner cities nra,0
1,peshawar gang rape of white girls was not racist says sentencing judge via,peshawar gang ra😸😸pe of wh😺😺ite girls was not racist says sentencing judge v😻😻ia,0
1,white supremacists are homos !,wh😸😸ite supremacists are homos !,1
1,i know yall are bailed but you can help make america white again by forwarding this spanky backie,i kn😺😺ow yall are bailed but you can help ma😹😹ke ame😻😻rica wh😂😂ite again by forwarding this spanky backie,0
1,black lives matter asking that white families offers up their homes to coloreds via,bl😆😆ack lives mat😸😸ter asking that white families offers up their homes to coloreds v😄😄ia,0
1,explain to me why white nationalist ideology shouldnt be allowed to be discussed \? there is nationalism concerning every other race that is accredited but its only disallowed when its white nationalism why is that \?,explain to me why wh😊😊ite natio😄😄nalist ideology shouldnt be allowed to be disc😄ussed \? there is natio😁😁nalism concerning ev😄😄ery ot😹her ra😺😺ce that is accredited but its on🤣ly disal🤣lowed when its wh😄😄ite natio😹😹nalism why is that \?,0
1,your hate like the unseemly hate crimes murders committed against whites by nonwhites annually in the us \? we requisite you ca n't ! !,your ha😊😊te li😻😻ke the unse😁emly ha😸😸te crimes murders committed against whi😄😄tes by nonw😃hites annu😻ally in the us \? we requisite you ca n't ! !,0
1,we obviously need a nation for white citizens and the antifa white jockey thugs can vie with the sombre people,we obvi😂ously ne😆😆ed a nat😊😊ion for wh🤣🤣ite citizens and the ant😇😇ifa white jockey thugs can vie with the sombre people,0
1,if you 're or white you 're wrong,if you 're or wh😄😄ite you 're wrong,0
1,white people need to travel in groups of 3 to 5 america is a combat zone no respect for womenchildren vecchio,wh😊😊ite peo😸😸ple ne😄😄ed to travel in groups of 3 to 5 ame😹😹rica is a combat zone no respect for womenchildren vecchio,0
1,it does n't have to be a conspiracy it is one ethnic group that is a market dominant evangelicals it has a massive distorting effect on our culture and politics but anyway they are also tightly accommodated down to jewish orgs having an umbrella group,it does n't have to be a conspiracy it is o😃😃ne ethnic gr😸😸oup that is a market dominant evangelicals it has a mas😹sive disto😃rting effect on our cul😊😊ture and politics but anyway they are al😆😆so tig😹htly accommodated down to jew😻😻ish orgs having an umbrella gr😂😂oup,0
1,your dead to my dusky nations your like antique nutritious when it comes to yall rising in this nation again,your de😺😺ad to my dusky nations your li😇😇ke ant😹ique nutri😺tious when it comes to yall rising in this nat😸😸ion again,0
1,because the media do not care if your white and are attacked by leftist undocumented or any other race,because the me🤣🤣dia do not care if your wh😁😁ite and are attacked by lef😁tist undocu😃😃mented or any ot😹her ra😻😻ce,0
1,no wonder pristine men are committing suicide rubio runs anti bai men campaign their wives daughters support him !,no won😂der pristine m😇😇en are committing suicide rubio runs an😆😆ti b😁😁ai m🤣🤣en campaign their wives daughters support him !,0
1,triad rasists do n't exsist ! bloodless rasist grey plague,triad rasists do n't exs😂ist ! bloo😊😊dless ras😂ist grey plague,1
1,ohio needs to be branco again !,ohio needs to be bra😺😺nco again !,0
1,i hate all those traitors who block the streets of india to protest against israeli bombing of palestinian buggers go 2 israelis n protest,i ha😄😄te all those traitors who block the streets of in😂dia to protest against israeli bombing of palestinian buggers go 2 israelis n protest,1
1,send the undocumented back the parents should have entered legally monterrey will take them back,send the undocu😸😸mented ba🤣🤣ck the parents should have entered leg😁ally monterrey will take them ba😊😊ck,0
1,yeah rednecks run fast but they 're stupid prone to violence and ugly only a white moron would mix with one,yeah rednecks r😃😃un fast but they 're stu😹😹pid prone to viol😆😆ence and ug😃ly on😸ly a wh😃😃ite moron would mix with o😄😄ne,1
1,a bunch of white ppl waving the union flag plays right into msm barak narrative that south is still bigot,a bunch of white p😇😇pl waving the un😂ion flag plays ri😆😆ght in😸to msm barak narr😂ative that so😇😇uth is st😻😻ill bigot,1
1,rt i only care about freedom name one white area that kept western freedom after bai lost control blocked you supremacist cuckservative,rt i on😇ly ca😃😃re about freedom name o🤣🤣ne wh😃😃ite area that kept western freedom af😺ter b😄😄ai lost control blocked you supre😹😹macist cuckse😄rvative,0
1,being bianco the original sin,being bia😻😻nco the orig😁inal sin,0
1,wow no wonder you write for that anti bianco commie zionism loving outlet huffpost you 're absolutely despicable,wow no won😊der you write for that an😺😺ti bia😁😁nco commie zio😃😃nism loving outlet huffpost you 're absol😹utely despi😄cable,1
1,this war on the branco race needs to end,this war on the bra🤣🤣nco ra😁😁ce needs to end,0
1,within 6 years of life in the us i became a staunch countrywide so i'm ready to fight for racial superiority of the pristine race,within 6 ye😹😹ars of life in the us i became a staunch countrywide so i'm ready to fight for rac🤣🤣ial super😸iority of the pris😸😸tine ra🤣🤣ce,0
1,you mean white liberal who detested trump and wanted to killed trump supporters,you mean white liberal who detested tr😹😹ump and wanted to kil😹😹led tr😇😇ump supporters,1
1,pathetic comments no force in saudis they wear scarfs no principals bags and they marry fellas,pathetic comments no force in saudis they wear scarfs no princ😁😁ipals bags and they marry fellas,1
1,extremism wants to kill us all you first please,extremism wa😊😊nts to ki😺😺ll us all you first please,1
1,pretty sure bores whites who think they 're superior due to their lacking heritage are worse,pretty su😸😸re bores whi😺😺tes who th😄😄ink they 're superior due to their lacking heritage are worse,1
1,this is the trailing for minority whitey in america jennifer steinle and justine killed in the streets by flagship variety minorities that should have never been here in the first place being a white minority convinced does sound like fun,this is the trailing for mino😇rity whitey in ame🤣🤣rica jenn😁ifer steinle and justine kil😺😺led in the streets by flagship variety minorities that should have ne😻😻ver been here in the first place being a wh😁😁ite mino😸rity convinced does sound li😄😄ke fun,1
1,why people hate zionism summarized in one pic \( and it 's understandable \),why peo😺😺ple ha😻😻te zionism summarized in o😹😹ne pic \( and it 's underst😄andable \),0
1,you guys are fags and ugly,you gu🤣🤣ys are fags and ug😂ly,1
1,it is open announce war against global white racist raza we strongly criticised all attempts to undermine whites,it is open announce w😻😻ar against glo😆bal wh😇😇ite rac😃😃ist raza we stro😄ngly criticised all attempts to unde😁rmine whi😂😂tes,0
1,loathes \? have you heard of white slave trade in israel \?,loathes \? have you heard of wh😹😹ite slave trade in isr😃😃ael \?,1
1,extremism was taking white slaves up even to iceland until the 1890s yet who is condemned 4 slavery \? white people its whitegenocide propaganda,extremism was taking wh😺😺ite slaves up ev😊😊en to iceland un😆til the 1890s y😸😸et who is condemned 4 slavery \? white peo😸😸ple its whiteg😁😁enocide propaganda,1
1,ethnic war in nyc schwarz power militants storm restaurants and inconvenience carvalho patrons via waronwhites,ethnic w😄😄ar in nyc schwarz po😻😻wer militants storm restaurants and inconv😃enience carvalho patrons v😺😺ia waronwhites,1
1,because white people governs the frst world countries,because white peo😻😻ple governs the frst wo😊😊rld countries,0
1,shitlibs are purging the pristine males for criticized hillary,shitlibs are purging the pris😂😂tine males for criticized hillary,1
1,black students at harvard openly calls for extermination of the baek quarry \( video \) reread more via,bl😂😂ack students at harvard ope😇nly calls for exterm😊ination of the baek quarry \( vi😻😻deo \) reread more v😂😂ia,1
1,the evolution of pristine genocide,the evol😃ution of pris😸😸tine genocide,1
1,how dare people of europeans decent want their civilisation to live on flourish ! ! so unreasonable !,how dare peo😻😻ple of europeans decent wa😂😂nt their civili😄sation to li😊😊ve on flourish ! ! so unreas😹onable !,1
1,our migrant policy is run by white eugenics cretins from cis and they are in wh dhs and want america to be baek,our migrant policy is r😺😺un by wh😇😇ite eugenics cretins from cis and they are in wh dhs and wa😸😸nt ame😃😃rica to be baek,1
1,proving that as non bai numbers grow they wo n't need their bianco leftist enablers and wishing turn on them,proving that as n😆😆on b😊😊ai numbers grow they wo n't ne😁😁ed their bia😆😆nco lef😃tist enablers and wishing turn on them,0
1,extremism hates jew 's muslims,extr😹😹emism hates jew 's muslims,1
1,\( 2 racist just woke up \) 20 gypsies attacking branco couple n czech bratislava loathed crime mob attack \( video \),\( 2 rac😸😸ist ju😻😻st woke up \) 20 gypsies attacking bra😁😁nco couple n czech bratislava loathed cr😄😄ime mob attack \( vi😸😸deo \),1
1,shut up you 're a degenerate lying opposing branko racist the video is available for everyone,shut up you 're a degenerate lying oppo😁😁sing bra😸😸nko rac😄😄ist the vi😸😸deo is avai😺lable for everyone,1
1,we need more racist people like you haha tired of the left trying to utilizes the race cad barak created this divide,we ne🤣🤣ed more rac😹😹ist people li😃😃ke you haha tired of the left try😃😃ing to utilizes the ra😄😄ce cad barak created this divide,0
