idx,orig_label,new_label,orig_text,adv_text,num_queries,random_sim,final_sim,changed_rate(%),random_changed_rate(%),attack-after-label
168,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",all white trash plain and simple ! do n't like it here \? then move somewhere else you 're,all blanks horseshit plain and simple ! do n't like it here \? then move somewhere else you 're,363,0.11846793,0.39919674,10.526315789473683,21.052631578947366,1
169,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",i ca n't stand these people saying white lives matter is racist but black lives matter is n't even worse the white ppl with blm,i ca n't stand these people saying salgado lives matter is racist but black llfe matter is n't even majority the white ppl with blm,465,0.5188341,0.565269,12.0,16.0,1
170,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",splc uses itunes to help gather donations to finish destroying the white race via,splc uses itunes to help gather donations to accomplish obliterate the bai race via,532,0.54259545,0.77903485,21.428571428571427,28.57142857142857,1
171,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",what 's shocking is 34 did n't think america settled by white euros let 's see 12 3 black pop 12 5 brown pop misc minorities white cucks,what 's shocking is 34 did n't think america settled by virgin euros let 's consult 12 3 negros pop 12 5 garnet pop misc minorities ribeiro cucks,726,0.47089076,0.62438154,17.857142857142858,17.857142857142858,1
172,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",no ! kill your friends who support islam,no ! reaps your friends who support islam,263,-0.20514667,0.61599326,12.5,50.0,1
173,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",zuckerberg 's dream the anti white racist social network more via,zuckerberg 's dream the anti white racist social netted more via,6,0.6552967,0.6552967,9.090909090909092,9.090909090909092,0
174,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the realist report don advo the war on white people via,the realist report don advo the war on bela people via,6,0.26406968,0.26406968,9.090909090909092,9.090909090909092,0
175,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",what 's your favorite vintage of cuck tears \?,what 's your favorite vintage of cuck cryin \?,292,0.35391027,0.6794656,11.11111111111111,22.22222222222222,0
176,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",do these people know it 's not a communist government that is perpetuating white genocide,do these people reckon it 's not a communist government that is perpetuating blank genocide,358,0.43604314,0.60058844,13.333333333333334,13.333333333333334,0
177,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",i wish i could understand what makes some white people embrace their own extinction are they sleepwalking \?,i wish i could understand what makes some rocha people embrace their own extinction are they sleepwalking \?,215,0.09813249,0.3133353,5.555555555555555,11.11111111111111,0
178,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",as in you are leaving \? you 're too white looking to be native bye ugly and your fatty ! smallhands,as in you are leaving \? you 're too white looking to be native bye ugly and your tubby ! smallhands,217,0.4038043,0.8310331,4.761904761904762,19.047619047619047,1
179,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",yep the white mormon tabernacle choir is a hate group according to the white hating jewish splc,yep the white mormon tabernacle choir is a hate group according to the bianco hating gospels splc,255,0.7625182,0.7990139,11.76470588235294,11.76470588235294,0
180,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the jews again jew hate is prevalent in muslim communities,the jews again talmud hate is prevalent in muslim communities,259,0.39289266,0.7713529,10.0,30.0,1
181,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",white genocide is the program,volleyball genocide is the program,189,0.075975835,0.15730286,20.0,40.0,1
182,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",i'm concerned about white cops being targeted by racist black thugs not with what color annie is or if a black man can play james bond !,i'm concerned about white cops being targeted by racist black vandals not with what color annie is or if a black man can play james bond !,215,0.66264105,0.8576466,3.7037037037037033,7.4074074074074066,1
183,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",rt in america any group of organized whites is going to be called nazis regardless of their optics,rt in america any group of holds whites is going to be called nazis regardless of their optics,290,0.61144423,0.85412055,5.555555555555555,16.666666666666664,0
184,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",makes me think of the ccr song bad moon rising americans are being poorly lead ! wake up white america !,makes me think of the ccr song bad moon rising americans are being poorly lead ! wake up branca america !,2,0.5790136,0.5790136,4.761904761904762,4.761904761904762,0
185,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",so jew hating muslim of them those sneaky jews all 15 milliin vs 1 5 billion of muslimsmuslims always blame the jews,so talmud loathes muslim of them those shifty jews all 15 milliin vs 1 5 billion of muslimsmuslims always charged the jews,656,0.55038786,0.55038786,18.181818181818183,18.181818181818183,1
186,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",actually the base in the south has been given proof mainstream conservatives are a bunch of weak cucked faggots,actually the base in the south has been given proof mainstream conservatives are a bunch of weak cucked faggy,241,0.72669935,0.9277219,5.263157894736842,10.526315789473683,1
187,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",jews are doing to whites what they did to palestinians palestinian genocide then white genocide,sephardic got doing to iceberg what they did to palestinians palestinian genocide then branco armenians,618,0.12793928,0.3099395,33.33333333333333,40.0,1
188,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",rt demdebate summed up for you we hate white people and ca n't wait until usa is majority non white say all the white candidates on stage,rt demdebate summed up for you we hate white people and ca n't wait until usa is majority arent white say all the bradbury candidates on stage,296,0.39740705,0.65228164,7.4074074074074066,11.11111111111111,1
189,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",exterminatory jew hatred it 's in the quran,exterminatory ashkenazi hatred it 's in the torah,305,0.52595437,0.54703116,25.0,25.0,1
190,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",diversity is about chasing down white people,diversity is about chasing down bai people,211,-0.14048123,0.450292,14.285714285714285,42.85714285714285,1
191,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",addendum western politicians damage also europe christianity by ' pandering ' to islam actually they dama,addendum western politicians damage also europe evangelical by ' pandering ' to islam actually they dama,222,0.4493264,0.86474884,6.25,18.75,0
192,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",black people only seem to thrive in white countries how strange,slick people only seem to prospers in white countries how strange,263,0.027500987,0.39078265,18.181818181818183,18.181818181818183,1
193,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",how deep is the poz \? withjewswelose,motivates deep is the poz \? withjewswelose,2,-0.1318276,-0.1318276,14.285714285714285,14.285714285714285,1
194,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",if anything is a black racist guess its okay to keep denegrating your own race by using the sacred n word hes a cautionary tale,if anything is a dark racist guess its okay to keep denegrating your own thoroughbred by using the sacred n word hes a cautionary tale,625,0.154271,0.52602816,8.0,20.0,1
195,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",cuckservatives ted cruz celebrates martin luther kingday,cuckservatives ted cruz celebrates martin religion kingday,18,0.60824424,0.60824424,14.285714285714285,14.285714285714285,0
196,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the last bastion of the white race 90 of young finnish people oppose more non white immigration via,the earlier bastion of the montes race 90 of young finnish people objecting more non white immigration via,530,0.40183502,0.5962939,16.666666666666664,27.77777777777778,0
197,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",so a cop from a sanctuary city what they think want a rapist to get away because the raped is afraid of being deported \?,so a cop from a sanctuary city what they think want a rapist to get away because the rape is apprehensive of being deport \?,1001,0.52580553,0.8509487,12.0,12.0,0
198,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",saturday night live celebrates the end of the white race daily stormer,saturday night live celebrates the end of the bai racehorse daily stormer,323,0.19036269,0.362633,16.666666666666664,16.666666666666664,0
199,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",kill the illegals,killed the illegals,123,-0.28074872,0.42655474,33.33333333333333,66.66666666666666,1
200,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",being pro white is to be pro american if you don t like white america you can leave !,being pro bai is to be pro american if you confer t like white america you can leave !,364,0.5342693,0.54339385,10.526315789473683,10.526315789473683,1
201,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",ethnic norwegians disappearing as non white colonization intensifies read more via,ethnic norwegians disappearing as non white colonization exacerbated read more via,198,0.49389303,0.6526936,9.090909090909092,36.36363636363637,1
202,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",of course trump is not your guy only fools could imagine a white friendly candidate emerging from jew cesspit nycity,of course trump is not your guy only fools could imagine a white friendly candidate emerging from gentile cesspit nycity,312,0.6377368,0.8309891,5.0,10.0,1
203,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",anti white jew comedian louis ck jokes about child molestation on saturday night live withjewswelose,anti sampaio ashkenazi comedian louis ck jokes about child molestation on saturday night live withjewswelose,331,0.48118657,0.66194123,13.333333333333334,26.666666666666668,0
204,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",because they 're anti white they have hatred for our whiteness because they see a rise in white identity and whites shedding their guilt,because they 're anti white they have hatred for our intensity because they watch a augmented in bianco brand and whites shedding their guilt,543,0.5538912,0.5538912,20.833333333333336,20.833333333333336,1
205,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",them white folks must be racist cause dem po blks could not be at fault so misunderstood,them white folks owes be racist cause md po blks could not be at fault so misunderstood,416,0.19677109,0.5872706,11.76470588235294,35.294117647058826,0
206,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",xenophobia is not immoral it 's used an an insult and a way to try to shame people about their natural patterns of thought,xenophobia is not immoral it 's used an an insult and a way to try to shaming people about their natural forms of thought,619,0.7657201,0.89391565,8.333333333333332,12.5,1
207,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",so you 're a black maga bro who is less concerned w actual white supremac,so you 're a black maga bro who is less concerns w actually white supremac,419,0.6477246,0.8045825,13.333333333333334,13.333333333333334,1
208,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",does your pedantry argue that negroes are more or less intelligent \?,does your pedantry argue that rednecks are more or less intelligent \?,18,0.4651854,0.4651854,8.333333333333332,8.333333333333332,0
209,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",jw is a truth organization not a hate orginzation islam is all about hate ar,jw is a truths organization not a hate orginzation fundamentalism is all about hate ar,461,0.5566398,0.67130506,13.333333333333334,13.333333333333334,0
210,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",at long last ! finally we can start openly talking about the lying subversive scheming jews destroying america ! maga,at long last ! finally we can start openly talking about the lying subversive scheming zionism destroying america ! maga,306,0.48355073,0.8038777,5.0,15.0,1
211,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the white genocide continues white race now a minority in three more uk towns and cities via 14w,the white butchery continues white race now a minority in three more uk towns and cities via 14w,47,0.5310696,0.5310696,5.555555555555555,5.555555555555555,1
212,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",brilliant comments sandra ! black on white murders grow more sadistic in sa \( video \) via,brilliant comments tricia ! black on white murders cultivate more sadistic in sa \( video \) via,335,0.68636334,0.782006,11.76470588235294,11.76470588235294,1
213,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",jewish supremacists demand more cash for racist ' israel ' well this is not exactly related to our topic here,rabbis supremacists demand more cash for racist ' israel ' well this is not exactly related to our topic here,20,0.7975781,0.7975781,5.0,5.0,1
214,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",detroit the death of white civilisation via race demographics nationalism ethnicity europe,detroit the death of white archaeological via race demographics nationalism ethnicity europe,18,0.7415968,0.7415968,8.333333333333332,8.333333333333332,0
215,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",send them all home give us our jobs back,send them all dwelling offers us our jobs back,372,0.15378827,0.61471736,22.22222222222222,33.33333333333333,0
216,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",its not about appealing to conservatives its about appealing to whites we do n't need to put stumbling blocks in their way,its not about appealing to conservatives its about appealing to whites we do n't need to submitted stumbling blocks in their way,215,0.77025706,0.847345,4.545454545454546,9.090909090909092,1
217,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",proliferating anti white agenda,proliferating anti pristine agenda,308,-0.074175835,0.31888455,25.0,50.0,0
218,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",white men are n't in charge of black people killing each other !,white men are n't in charge of black people killing each otherwise !,22,0.82822526,0.82822526,7.6923076923076925,7.6923076923076925,0
219,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",race relations in us is managed by a thin veneer of civility and does n't take much to expose truth blacks hate your white guts,race relations in us is managed by a thin veneer of civility and does n't take much to dissect truth racist hate your polar guts,487,0.5228909,0.68823624,12.0,12.0,1
220,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the adl and the splc are both hate groups they hate white european people,the adl and the splc are both hate groups they hate ribeiro european people,13,0.5900646,0.5900646,7.142857142857142,7.142857142857142,1
221,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",10 of norwegian women have been raped by muslim invaders half before they were 18 more,10 of norwegian gals have been breached by muslim abusers half before they were 18 more,446,0.44357324,0.6874263,18.75,18.75,1
222,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",retweeted national socialist \( \) germany could bypass sweden as the muslim rape,retweeted national socialist \( \) germany could bypass sweden as the terrorist rape,18,0.7330699,0.7330699,7.6923076923076925,7.6923076923076925,1
223,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",triumph of the will gives me goosebumps i must be a national socialist,triumph of the will gives me teared i must be a national pinko,360,0.23719883,0.63873196,15.384615384615383,23.07692307692308,0
224,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the problem in the inner cities is not white silence but black violence take responsibility for your actions and stop the race baiting now !,the problem in the homepage cities is not white silence but black bully take responsibility for your actions and stop the occupational egging then !,886,0.28840977,0.42533302,20.0,28.000000000000004,1
225,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the black football player that punched a white girl in the face gets to stay at school and continue playing white privilege \?,the black football player that socked a white girl in the face gets to stay at school and continue playing white distinction \?,355,0.60899484,0.7143827,8.695652173913043,13.043478260869565,1
226,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",i can appreciate that i'm against non white immigration because far too many hate whites,i can appreciate that i'm against non montes immigration because far too many hate blank,317,0.027566552,0.2575156,13.333333333333334,20.0,0
227,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",white people hating immigration that 's a real shocker,white people hating immigration that 's a real newsflash,224,0.0740791,0.72655785,11.11111111111111,44.44444444444444,0
228,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",you do n't have to hate them jews are n't white hitler for all his mistakes would have been b,you do n't have to hate them pharisee are n't white hitler for all his mistakes would have been b,29,0.62206864,0.62206864,5.0,5.0,1
229,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",you neanderthals ca n't even agree on nationalism or white supremacy lol,you neanderthals ca n't apart endorse on nationalism or white supremacy lol,289,0.3335315,0.7397512,16.666666666666664,25.0,1
230,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",yeah faggots,yeah fairies,2,-0.16174364,-0.16174364,50.0,50.0,0
232,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",we just had to bring these black trash racists into america the whites that were lazy thought that wa,we just had to makes these lions trash racists into america the bianco that were lazy thought that wa,454,0.24001294,0.5075881,15.789473684210526,15.789473684210526,1
233,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",tell senator mcconnell to grow a pair and stop hunting down those less fortunate and less white than himself and his racist bosses,tell senator mcconnell to grow a pair and stop hunting down those less fortunate and less blanks than himself and his racist bosses,181,0.5408487,0.704968,4.3478260869565215,13.043478260869565,1
234,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",jewess comedian joan rivers says barack obama is gay and michelle obama a tranny more,chambermaid comedian joan rivers says barack obama is gay and michelle obama a forwarding more,358,0.5059292,0.6232828,13.333333333333334,20.0,0
235,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",beware of muslim conclave in delhi they are going to prepare for jihad pl arrest these jehad plotting agents,beware of islam conclave in delhi they are going to prepare for extremism pl arrest these jehad plotting agents,390,0.735032,0.86181223,10.526315789473683,10.526315789473683,1
236,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",ethnic norwegians disappearing as non white colonization intensifies swrm white via,ethnic norwegians disappearing as non polar settlements intensifies swrm white via,403,0.5714028,0.7492473,18.181818181818183,36.36363636363637,1
237,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the peaceful muslim religion when they say peaceful they mean rest in peace look at this typical mu,the peaceful muslim religion when they mentioning peaceful they mean rest in peace look at this typical mu,162,0.73540556,0.8859122,5.555555555555555,11.11111111111111,1
238,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",uk universities to ban feminists and conservatives to avoid offending muslims,uk universities to bans feminists and conservatives to avoid offending extremism,416,0.44207102,0.79227906,18.181818181818183,27.27272727272727,0
239,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",white people do n't belong in civil,white villagers do n't belong in civil,12,0.48066616,0.48066616,14.285714285714285,14.285714285714285,1
240,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",i am not a white supremacist i am a race realist no race is superior we are different blacks are physically superior asians mentally,i am not a white supremacist i am a race realist no race is superior we are different racially are physically superior asians mentally,237,0.68523186,0.91184855,4.166666666666666,8.333333333333332,1
241,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",nsa leaker being white is terrorism via,nsa leaker being baek is terrorism via,12,0.27349067,0.27349067,14.285714285714285,14.285714285714285,0
242,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",muslims attack a common theme around the world ! !,muslims bombarding a common theme around the world ! !,260,0.4679557,0.6767844,10.0,20.0,1
243,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",a white supremacist is just a white person resisting the attempt to make him second class citizen in his country,a white supremacist is just a sampaio person withstood the looking to make him secondary class citizen in his country,646,0.33622056,0.5989038,20.0,25.0,1
244,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",saving the white race is it time yet \? renegade tribune,saving the blanks race is it time yet \? renegade tribune,238,0.10662353,0.33732945,9.090909090909092,27.27272727272727,1
245,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the capitalist and islamic fanatic are true devil they should thrashed by massive nationalist fist,the capitalist and iranian fanatic are true devil they wouldnt thrashed by massive nationalist fist,249,0.21752578,0.4513576,13.333333333333334,20.0,1
246,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the \( \( \( left \) \) \) wants you to know that trump is the last stand of white america via,the \( \( \( left \) \) \) wants you to know that trump is the last stand of bello america via,15,0.5966321,0.5966321,4.545454545454546,4.545454545454546,0
247,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",gaytriot front white nationalist,gaytriot newsweek bianchi nationalist,310,0.36557162,0.36557162,50.0,50.0,0
248,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",every time a jew shoots a palestinian white zionism gets a little stronger,every time a talmud shoots a palestinian rocha zionism acquiring a little intensified,437,0.27560794,0.47580582,30.76923076923077,30.76923076923077,1
249,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",84 of all wanted criminals in copenhagen are non white,84 of all wanted criminals in copenhagen are non bradbury,206,0.16363716,0.3823052,10.0,30.0,0
250,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",you 're a bit more mellow than i am this morning tommy all muslims must be considered potential terrorists,you 're a bit more mellow than i am this morning tommy all fundamentalism must be considered potential terrorists,30,0.6760404,0.6760404,5.263157894736842,5.263157894736842,0
251,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",jew run facebook takes down uc berkeley white student union,ashkenazi run facebook takes down uc berkeley white student union,260,0.7211808,0.7941743,10.0,20.0,0
252,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",if a non white wants a white person to be fired or exiled etc all they need to do is claim the white p,if a non montes wants a white person to be fired or exiled etc all they need to do is claim the blank p,329,0.30678284,0.443213,8.333333333333332,8.333333333333332,1
253,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",are you talking about the same white supremacists who saved your people from genicide \?,are you talking about the same white supremacists who bailout your people from genicide \?,36,0.511382,0.511382,6.666666666666667,6.666666666666667,1
254,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",germany non white in one generation via whitegenocide is n't real just about race mixing,germany qua polar in one establishment via whitegenocide is n't real just about race mixing,401,0.38176513,0.4342702,20.0,26.666666666666668,1
255,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",white genocide accelerates university removes portaits of white male professors more,pristine genocide accelerates university removes portaits of white male didactic more,343,0.31774664,0.6513941,18.181818181818183,27.27272727272727,1
256,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",a racist org like is breath of fresh air in a time when most are afraid to use the word racist she did,a racist org like is exhale of fresh aerospace in a time when most are afraid to use the word racist she did,325,0.5137894,0.52347505,8.695652173913043,8.695652173913043,1
257,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",rt non white hate crime mob violence comes to finland \( video \) cultural enrichment \?,rt non pique hate crime mob mistreating comes to finland \( video \) cultural enrichment \?,365,0.30732876,0.5766921,12.5,31.25,1
258,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",germany non white in one generation swrm germany nonwhite stopimmigration merkelstanddown via,germany non montes in one engendered swrm germany nonwhite stopimmigration merkelstanddown via,281,0.37350106,0.60063916,16.666666666666664,16.666666666666664,1
259,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",a bunch of faggots laughing at us spending money wildly while talking about fiscal conservatism values,a bunch of darkies laughing at us spending money wildly while talking about fiscal conservatism values,16,0.5352193,0.5352193,6.25,6.25,1
260,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",white man 's downfall continues white race now minority in london via,white man 's dip continues white race now minority in london via,3,0.59997576,0.59997576,8.333333333333332,8.333333333333332,1
261,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",it 's funny how jews are white except when a chance to exploit muh 6 gorillion arises and then they become a separate group,it 's funny how sephardic are blanks except when a chance to exploit muh 6 gorillion arises and then they become a separate group,424,0.4469251,0.5199146,8.333333333333332,8.333333333333332,1
262,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",cuckservatives like conor friedersdorf jonah goldberg and kevin williamson hate the donald,cuckservatives like conor friedersdorf damon goldberg and kevin dixon loathed the robertson,425,0.3537016,0.3537016,33.33333333333333,33.33333333333333,1
263,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",obama 's fault charge him with accessory 2 all crimes committed by illegal aliens any by refugees his fault 4 real,obama 's fault charge him with accessory 2 all crimes committed by undocumented aliens any by refugees his fault 4 real,289,0.6917238,0.8909811,4.761904761904762,9.523809523809524,1
264,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",btw most that go as jews nowaday are azerbeidjani \( kazar \) white looking but black hair ie the many killercops,btw most that go as ashkenazi nowaday are azerbeidjani \( kazar \) virgin looking but black hair ie the many killercops,366,0.50287324,0.6083854,9.523809523809524,14.285714285714285,1
265,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",white nationalism is n't the way to go said the zionist,white nationalism is n't the way to go said the rabbinical,176,0.0852921,0.635303,9.090909090909092,18.181818181818183,0
266,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",ppl just do n't listen hate pres trying to clean up evil politicians obama started race wars again by denouncing his white half he is b w,ppl just do n't listen hate presidential trying to clean up evil politicians obama started race wars again by scolds his white half he is b w,349,0.709757,0.82899237,7.4074074074074066,11.11111111111111,1
267,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",new york sicilian terrorist governor andrew cuomo prepares to purge nyc of all confederate tributes via,new york sicilian terrorist administrations andrew cuomo prepares to purge nyc of all accomplices tributes via,452,0.5169194,0.54893553,12.5,31.25,1
268,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",lol 6 straight decades of white ppl are the enemy need to die articles americans,lol 6 straight decades of mura ppl are the enemy need to murders articles americans,533,0.2676646,0.42855376,13.333333333333334,13.333333333333334,1
269,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",so ur not a self hating white just another white hating irreligious jew,so ur not a self hating pristine just another whooping repugnance irreligious sanhedrin,551,0.17700541,0.28904796,30.76923076923077,30.76923076923077,0
270,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",rt blacklivesmatter i hope they kill all the white babies kill all your grandkids why has n't any 1 disavowed \?,rt blacklivesmatter i hope they kill all the montes bebe kill all your grandkids therefore has n't any 1 spurn \?,441,0.38011575,0.39442623,19.047619047619047,19.047619047619047,1
271,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",wakeup they are going to blame you white people every time,wakeup they representing going to blame you bello people every time,334,0.13414377,0.15989482,18.181818181818183,18.181818181818183,0
272,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",four adopted children not a single one white what kind of self loathing and or white savior complex caus,four adopted children not a single one sampaio what kind of self loathing and or white savior complex leav,476,0.44853067,0.7533215,10.526315789473683,26.31578947368421,1
273,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",obama never disavowed his racist ex pastor jeremiah wright and gave the eulogy for career klansman robert white sheets byrd,obama never disavowed his racist ex pastor jeremiah wright and gave the eulogy for career supremacist robert white brushes birdie,441,0.7311976,0.77206266,15.0,20.0,1
274,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",bruh go eat your leaves unseasoned chicken smh you really tryna come for us foh kkk,bruh go eat your leaves unseasoned chicken smh you really tryna come for us mixers kkk,9,0.6273613,0.6273613,6.25,6.25,1
275,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",jews and nonwhites are openly showing us their hatred right now when will you get it white people \?,jews and nonwhites are openly showing us their hatred right now when will you get it branco people \?,37,0.5708676,0.5708676,5.263157894736842,5.263157894736842,1
276,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",war afoot now rampantblack terrorism targeting whites,war surmise now rampantblack pentagon targeting whites,291,0.38915986,0.6070926,28.57142857142857,42.85714285714285,1
277,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",is n't that funny u will believe he 's guilty if he 's not it had 2b bcuz of white privilege so he 's guilty 2u no matter how it turns out ur neither tolerant nor excepting u r the very epitome of racist ! i 'll tell u what let me know where the white privilege line is i need it !,is n't that funny u will believe he 's guilty if he 's not it had 2b bcuz of white laude so he 's guilty 2u no matter how it turns out ur neither tolerant nor excepting u r the very epitome of racist ! i 'll tell u what let me mindful where the white privilege line is i need it !,376,0.7305981,0.73512876,3.1746031746031744,4.761904761904762,1
278,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",the gaylobby needs the opioid crisis in order to fulfill gaymarriage adoptions the donald is a businessman sure,the gaylobby compels the opioid adversity in order to accomplishing gaymarriage consents the ronald is a industrialists sure,880,-0.014314771,0.24909449,33.33333333333333,44.44444444444444,0
279,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",did you help the homeless of inferior genetics elimination from the gene pool by assisting only those homeless of superior european heritage \?,did you help the homeless of inferior hereditary elimination from the gene pool by assisting only those homeless of superior european bequeathed \?,314,0.6228044,0.8339088,8.695652173913043,13.043478260869565,1
280,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",white people have no value to the left and the white on the left hate themselves,white people have no value to the left and the polar on the left detests themselves,459,0.06573588,0.68911886,12.5,12.5,1
281,"tensor(1, device='cuda:0')","tensor(0, device='cuda:0')",you guys must have pretty miserable penises to hate blacks that much,you guys must have pretty miserable penises to hate rednecks that much,15,0.26891524,0.26891524,8.333333333333332,8.333333333333332,1
