text,attack-before-label,text_emoji,attack-after-label
btw most that go as jews nowaday are azerbeidjani ( kazar ) .. white looking but black hair .. ie the many killercops,1,"btw most that go as je😺😺ws… nowaday are azerbeidjani ( kazar ) .. wh😹😹ite, looking but bl😂😂ack- hair .. ie the ma😁😁ny… killercops",1
"  "" white nationalism isn't the way to go  "" "" said the zionist . """,1,""" wh😻😻ite- natio😹😹nalism… isn't the w😊😊ay, to go "" "" said the zio😆nist- . """,0
ppl just don't listen & hate pres trying to clean up evil politicians . obama started race wars again by denouncing his white half . he is b / w,1,"p😇😇pl- ju😸😸st~ do😁😁n't- listen & ha🤣🤣te- pres trying to clean up ev😊😊il, politicians . ob😺😺ama, started race wars again by denouncing his white half . he is b / w",0
new york : sicilian terrorist / governor andrew cuomo prepares to purge nyc of all confederate tributes via,1,"n😻😻ew, york : sicilian terr😇orist… / governor andrew cuomo prepares to purge nyc of all confederate tributes v🤣🤣ia~",0
" lol 6 straight decades of  "" white ppl are the enemy & need to die "" "" articles = "" "" americans "" "" """,1,"lol 6 straight decades of "" wh😻😻ite~ p😁😁pl- are the enemy & ne😆😆ed, to d😺😺ie- "" "" articles = "" "" amer😁😁icans~ "" "" """,1
so ur not a self hating white  just another white hating irreligious jew .,1,"so ur not a self hating white ju😃😃st, ano😺😺ther, white hat😃😃ing- irrel😊igious, jew .",1
" rt #blacklivesmatter :  "" i hope they kill all the white babies  kill all your grandkids "" "" why hasn't any 1 disavowed ? """,1,"rt #blackli😃vesmatter, : "" i hope they ki😻😻ll~ all the wh😊😊ite~ babies ki😃😃ll~ all your grandkids "" "" why hasn't any 1 disa🤣vowed~ ? """,1
#wakeup they are going to blame you  white people  every time,1,"#wakeup they are going to blame you wh😃😃ite, peo🤣🤣ple… ev😺😺ery~ time",0
: four adopted children  not a single one white . what kind of self-loathing and / or white savior complex caus,1,: four adopted chil😄😄dren~ not a single o😸😸ne… wh😹😹ite~ . what kind of self-loathing and / or wh😆😆ite… savior complex caus,0
obama never disavowed his racist ex pastor jeremiah wright and gave the eulogy for career klansman robert white sheets byrd .,1,"ob😃😃ama, ne😁😁ver- disa😻vowed, his rac😃😃ist- ex pastor jeremiah wright and gave the eulogy for car😂eer… klansman robert wh😻😻ite~ sheets byrd .",1
bruh go eat your leaves & unseasoned chicken . smh you really tryna come for us . foh #kkk,1,"bruh go eat your leaves & unsea😻soned, chicken . smh you rea😂😂lly… tryna co😊😊me, for us . foh #k😺😺kk,",1
jews and nonwhites are openly showing us their hatred right now . when will you get it  white people ?,1,"jews and nonw🤣hites~ are ope😃nly- showing us their hatred right n😂😂ow… . when wi😊😊ll, you g😻😻et… it wh😃😃ite… people ?",1
war afoot now : rampantblack terrorism targeting whites >,1,"w😇😇ar, afoot now : rampantblack terr😊orism, targeting whi😇😇tes~ >",1
" isn't that funny ... u will believe he's guilty & if he's not it had 2b bcuz of  "" white privilege "" "" .. so he's guilty 2u no matter how it turns out . ur neither tolerant nor excepting . u r the very epitome of racist ! i'll tell u what  let me know where the white privilege line is  i need it ! """,1,"isn't that funny ... u wi😃😃ll~ bel😄😄ieve, he's guilty & if he's not it had 2b bcuz of "" wh😂😂ite- priv😻😻ilege- "" "" .. so he's guilty 2u no mat😺😺ter~ how it turns out . ur nei😄ther, tolerant nor excepting . u r the very epitome of rac😂😂ist… ! i'😂ll~ te😺😺ll~ u what l😁😁et… me kn😄😄ow… where the wh🤣🤣ite… priv😸😸ilege, line is i ne😂😂ed… it ! """,1
the #gaylobby needs the opioid crisis in order to fulfill #gaymarriage adoptions.the donald is a businessman . sure,1,"the #gaylobby needs the opioid crisis in or😺der- to fulfill #gaymarriage adoptions.the donald is a businessman . su😆😆re,",0
did you help the homeless of inferior genetics elimination from the gene pool by assisting only those homeless of superior european heritage ?,1,"did you he😹😹lp- the home😁less, of infe😁rior- genetics elimi🤣nation- from the gene pool by assisting on😄ly, those home😂less- of superior euro😃😃pean… heri😹😹tage- ?",1
white people have no value to the left and the white on the left hate themselves,1,"wh😁😁ite~ peo😸😸ple, have no value to the le😇😇ft, and the white on the left ha😃😃te- themselves",1
you guys must have pretty miserable penises to hate blacks that much .,1,"you guys mu😇😇st, have pretty mise😂rable~ penises to ha😸😸te~ bla😃😃cks- that much .",1
you only think you're a winner because of olive-skinned people . get a life  loser,1,"you on😊ly… th😃😃ink, you're a win😹ner~ because of olive-skinned peo🤣🤣ple… . g🤣🤣et- a life lo🤣ser-",0
german and indeed all white race is to be saved from barbarians  even if it involves use of nuclear weapons,1,"german and ind🤣eed~ all wh😸😸ite- ra😺😺ce… is to be saved from barbarians ev😄😄en, if it invo😇lves- use of nuclear weapons",1
whites need to identify as white because jews are targeting us as whites,1,whites ne😊😊ed~ to iden😄tify- as wh😹😹ite… because je😃😃ws- are targeting us as whites,1
proving that the opposition to white nationalists are degenerates !,1,"proving that the oppos😸ition~ to wh😁😁ite, nationalists are degenerates !",1
islam phobia = is going to kill you,1,"islam phobia = is go😁😁ing, to ki😺😺ll~ you",0
i'd disagree  i enjoy following him to see his paranoia and persecution complex that all white people are against him . the brutha tweets nothing but anti white  alleged ws and anyone who is contrary is a ws  his hate furthers racism and brings no one closer together #truedat,1,"i'd disa😊gree, i enjoy following him to s😹😹ee~ his paranoia and perse😹cution- complex that all wh😹😹ite, peo😄😄ple~ are against him . the brutha tweets not😇😇hing- but an😺😺ti- wh😊😊ite, alleged ws and anyone who is contrary is a ws his ha😻😻te, furthers rac😊😊ism… and brings no o😃😃ne- clo😇ser- toge😻ther, #truedat",1
you already do hate yourselves i think ? born here  speak the language  white  yet you cannot compete with an illegal alien ?,1,"you already do ha😺😺te, yourselves i th😆😆ink- ? born here speak the language wh😇😇ite~ y😺😺et~ you cannot compete with an ill😁😁egal- alien ?",0
i'm sure we can't preserve civilization with your babies . other people's  maybe . #racistscum #bigotry #whitesupremacists,1,i'm su😂😂re~ we can't preserve civili😸zation- with your babies . ot😹her… people's maybe . #racistscum #bigotry #whitesupremacists,1
white genocide could be code for ending race . an amorphous cultureless slave race is what they want .,1,"wh😁😁ite~ geno😆😆cide, could be code for ending ra😃😃ce~ . an amor😻phous- cultu😹reless~ slave ra😃😃ce- is what they want .",1
" rt imagine the white-knuckle rage if the headline read :  "" white people deserve safe spaces without ethnic minorities . "" "" """,1,"rt ima🤣gine- the white-knuckle rage if the headline re😆😆ad- : "" wh😆😆ite, peo😺😺ple… deserve safe spaces wit😂😂hout… eth😹😹nic- minorities . "" "" """,0
africans back to africa . this is a white country !,1,"africans back to afr😁😁ica- . this is a wh😆😆ite- cou😺😺ntry, !",1
and the jews too . just kidding jews  no one believes you're white except you .,1,and the je🤣🤣ws… too . just kidding je😊😊ws- no o😄😄ne- believes you're wh😸😸ite~ except you .,1
in what way is it wrong was america not tailored by white people for white people ?,1,"in what w😄😄ay- is it wrong was ame😂😂rica, not tailored by wh😸😸ite- people for wh😺😺ite- people ?",0
dr . david duke : will the white race survive ? ( video ) #flegs #onthehill #tweetni via,1,dr . david duke : wi😻😻ll- the wh😇😇ite~ race sur😺vive- ? ( vi😇😇deo~ ) #flegs #onthehill #tweetni v🤣🤣ia~,0
black lies matter is just occupy wall street with a little bit more melanin . they are a complete racist joke !,1,"bl😸😸ack, lies mat😁😁ter… is ju😹😹st, occupy wall street with a little bit more melanin . they are a complete rac😆😆ist~ joke !",1
lol people of color couldn't stop themselves from being enslaved last time & still can barely,1,l😂😂ol… peo😆😆ple- of color couldn't stop themselves from being enslaved last ti😁😁me… & st😂😂ill… can bar😸ely~,1
trump admin w'd fully support us whites in class action 4genocide ! ? ! ?,1,"tr😇😇ump- admin w'd fu😇lly~ support us whi😆😆tes, in class act😻ion… 4gen😂😂ocide, ! ? ! ?",0
"  "" american "" "" means nothing . whites need to start looking out for themselves . u want "" "" america "" "" to end up like south africa ? """,1,""" american "" "" me😸😸ans, nothing . whi😹😹tes… ne😁😁ed, to start looking out for themselves . u wa😹😹nt~ "" "" america "" "" to e😂😂nd, up li😂😂ke… south afr😁😁ica~ ? """,1
lots of white friends ? do you tell them all the time how they are white supremacists and should give you restitution ?,1,"lots of wh😄😄ite~ friends ? do you te😇😇ll- them all the ti😹😹me… how they are wh😂😂ite… suprem😃😃acists… and should gi😆ve~ you resti😇tution, ?",1
just remember this : me ( biracial ): wow he beat everyone in class ? weird.black : he must of cheated.white : it's expected  he's white .,1,ju😄😄st… reme🤣mber… this : me ( bira😻cial- ): wow he beat everyone in class ? weird.black : he mu😺😺st- of cheated.white : it's expected he's wh🤣🤣ite- .,0
look it's nothing against hindus but it comes back to nationalism . every non white with a job here is a white out of work,1,"look it's not😃😃hing- against hindus but it comes back to natio😆😆nalism… . every n😹😹on… wh🤣🤣ite~ with a job here is a wh😻😻ite, out of work",0
jews have always instigated and radicalized other racial minorities against white societies - they admit it here :,1,"je😊😊ws… have alw🤣🤣ays- insti😁gated- and radicalized ot😺her… rac😺😺ial, minorities against wh😃😃ite- societies - they admit it here :",1
ignorant things ? blacks rioting and destroying commerce and civilization . it's why whites abandoned st . louis years ago,1,"ignorant things ? bla😊😊cks~ rioting and destroying commerce and civili😁zation~ . it's why whi😇😇tes… abandoned st . louis ye😹😹ars, ago",1
cruz is the real outsider . palin is the real liberal . racist hollywood is run by white leftists of an otherwise indeterminate ethnicity .,1,"cruz is the re🤣🤣al~ outs😆ider~ . palin is the real lib😊😊eral, . rac😺😺ist- hollywood is r😆😆un~ by wh😺😺ite, leftists of an othe😁rwise… indete😂rminate… ethn😹icity, .",0
al qaeda to jihadis : make sure to kill white people to avoid hate crime label #orlando #al-qaeda,1,"al qaeda to jihadis : ma😇😇ke- sure to ki😻😻ll~ wh😄😄ite~ people to avoid hate cr😊😊ime, label #orlando #al-qaeda",1
70 niger churches struggle to rebuild after muslim revenge rampage for muhammad cartoons,1,70 ni😆ger… churches struggle to rebuild af😹ter~ mus😆😆lim- revenge rampage for muhammad cartoons,1
it's too bad that neocons won't allow white people to feel the same way without getting called ugly epithets .,1,it's too bad that neocons won't allow white peo😃😃ple- to feel the same w😃😃ay~ wit😄😄hout- getting cal😁😁led- ug😸ly~ epithets .,0
one people . one nation . end imigration .,1,one people . o😺😺ne… nation . e😃😃nd… imigr😻ation… .,0
white nationalism is the answer .,1,wh🤣🤣ite~ natio😄😄nalism~ is the ans😹wer- .,1
lmao ! ceo of adl ( ( ( jonathan greenblat ) ) ) says echo meme is an online version of burning a cross via,1,lmao ! ceo of adl ( ( ( jonathan greenblat ) ) ) sa😂😂ys- echo meme is an online ver😄sion~ of burning a cross v😆😆ia~,0
rt the active shooter in charleston sc is a crazy black man not a white supremacist . i know you democrat race baiters ( cont,1,"rt the act🤣ive… sho😸oter… in charleston sc is a crazy bl😄😄ack~ m😊😊an- not a wh😊😊ite~ supre😹😹macist, . i know you democrat ra😂😂ce… baiters ( cont",1
selma anti-white crapfest now in full swing | incog man,1,"selma anti-🤣white, crapfest n😄😄ow, in full swing | in😸cog- m😻😻an,",0
look how happy she is  tears of joy . #nazi #nazis4lyfe,1,lo🤣🤣ok~ how happy she is tears of joy . #nazi #nazis4lyfe,0
elderly white people are a problem that hasn't as of yet been addressed . their programming is obsolete .,1,"eld😁erly, wh😻😻ite, peo😻😻ple- are a pro😊😊blem~ that hasn't as of y😇😇et, been addressed . their programming is obsolete .",0
" yet another islamic supremacist tries to fool people with big lie that opposing jihad terror =  "" hate . "" "" """,1,"yet another isl😄😄amic- supre😁😁macist… tries to fool peo😸😸ple- with big lie that opposing ji😁😁had, terror = "" ha😁😁te, . "" "" """,1
"  "" gentrification "" "" means white people move in "" "" diversity "" "" means white people chased out #whitegenocide """,1,""" gentrif😹ication, "" "" me😸😸ans, white peo😺😺ple- move in "" "" dive😂😂rsity- "" "" me🤣🤣ans… white people chased out #whiteg😹😹enocide~ """,1
. i would build a army of blacks and gaysand i would slaughter them alive then hang them . or for fun burn them . #aprilfoolsday,1,. i would build a army of bla😂😂cks… and gaysand i would slau😇ghter- them al😻ive- then hang them . or for fun burn them . #aprilfoolsday,1
"  "" white privilege "" "" is the privilege you enjoy of living in a civilized white majority society """,1,""" wh😁😁ite- priv😇😇ilege, "" "" is the priv😺😺ilege~ you enjoy of living in a civilized wh😹😹ite, majo😁rity, society """,0
: this guy earns his daily bread by spreading #hate now they are pinning half white crime's on 100 % aryan / white peopl ...,1,: this g😆😆uy… earns his da😻ily… bread by spreading #h🤣🤣ate- now they are pinning half wh😇😇ite~ crime's on 100 % ar😆😆yan- / wh😸😸ite- peopl ...,1
hollywood  the news media  the entertainment media and the publishing industry are all dominated by jews :,1,"hollywood the news me😺😺dia~ the entert😸ainment- me😹😹dia… and the publishing indu😁stry~ are all dominated by je🤣🤣ws, :",1
" gob bluth stabbed by white power bill :  "" white power  "" "" "" "" ( but ) i'm white . "" "" #whitepower #news #quote """,1,"gob bluth stabbed by wh😹😹ite, po😻😻wer… bill : "" wh🤣🤣ite- po😊😊wer~ "" "" "" "" ( but ) i'm wh😸😸ite- . "" "" #whit😁epower… #news #quote """,0
another dead white girl at the hands of a black . they're ver going to learn .,1,"ano😂😂ther… dead wh😃😃ite… gi😺😺rl, at the hands of a black . they're v😆er- go😊😊ing~ to learn .",1
black angelic behaviour vs white devils . #keithlamontscott,1,"bl😻😻ack, angelic behaviour vs wh😊😊ite… devils . #keithlamontscott",1
" seven misunderstanders of islam nabbed in israel for plots to kidnap soldiers  murder christians :  "" this is o ... """,1,"seven misunderstanders of is😂😂lam- nabbed in isr😸😸ael, for plots to kidnap soldiers mur😆😆der… chris😺😺tians~ : "" this is o ... """,0
great news . deport all illegals . send usbp to cities to assist ice . all the prs coming after maria can take their jobs . very positive .,1,"gr😆😆eat- news . deport all ille😂😂gals, . send usbp to cities to ass🤣ist- ice . all the prs coming af😃ter, maria can ta😸😸ke… their jobs . very posi😇tive~ .",0
white power bottom ! ! !,1,wh😺😺ite- po😹😹wer… bottom ! ! !,0
white christian immigration only the usa was founded as a white christian nation #fact,1,"white chri😃😃stian… immig😊😊ration, on😇ly~ the usa was founded as a wh🤣🤣ite… christian nation #fact",1
and it's a shot into their own foot . white nationalism was what actually build america  p,1,"and it's a shot in😂to~ their own foot . wh😊😊ite… natio😆😆nalism, was what actu😹ally… build ame😊😊rica, p",0
yet more anti white propaganda,1,yet more anti wh😺😺ite~ propaganda,1
you hate us so much  why don't you promote racial separation . clearly racial integration doesn't work,1,"you ha😂😂te- us so mu😄😄ch~ why do🤣🤣n't, you promote racial separ😻ation~ . cle😂arly, rac🤣🤣ial- integ😺ration- doesn't work",1
if only he were one of the non-muslim rapists  you'd have no objection to it . obviously .,1,if on😃ly~ he were o😃😃ne~ of the non-m😻uslim… rapists you'd have no obje😂ction… to it . obvi😂ously~ .,1
ya right because u are taught to hate people & even kill them ! according to jihad !,1,"ya right because u are taught to hate peo😻😻ple, & ev😆😆en… ki😸😸ll- them ! according to ji😇😇had, !",1
i dishonor kinslayers as my ancestors always did . lefties idolizing the murderer  rapist  thug  evil again .,1,"i dish😸onor… kinslayers as my ancestors alw😄😄ays… did . lefties idolizing the murd😄erer, rap😹ist, thug ev😆😆il~ again .",0
: when will you stand up for yourselves white america thugs attack whites #bamo #teaparty #tcot #ucot #ocra ...,1,": when will you st😊😊and- up for yourselves wh😺😺ite, america thugs att😻😻ack- whi😻😻tes~ #bamo #teaparty #tcot #ucot #ocra ...",0
white genocide accelerates in new zealand | read more : via,1,wh🤣🤣ite~ genocide accelerates in n😄😄ew… zealand | read more : v😄😄ia~,0
apparently black people don't think white people have civil rights .,1,appar😻ently- black peo😻😻ple- don't think wh😄😄ite~ peo😺😺ple- have civil rights .,1
yeah hopefully sweden can b saved . america is a lost cause few white people stand up .,1,"yeah hope🤣fully, sweden can b saved . ame😇😇rica- is a lost ca😂😂use, few white peo😂😂ple~ st😊😊and~ up .",0
russian antifa is the biggest pile of faggots in a whole world . sad !,1,"russian ant😂😂ifa… is the biggest pile of fag😹😹gots, in a whole wo😻😻rld~ . sad !",1
: latest news from the american #nazi party . #freedom #resistance #survival #truth,1,: latest news from the amer😃😃ican~ #nazi party . #freedom #resistance #sur😂vival- #truth,0
" aren't most  "" white nationalists "" "" tradecucks  jews and / or . gov snitches ? """,1,"aren't most "" wh😸😸ite… nationalists "" "" tradecucks je😁😁ws, and / or . gov snitches ? """,1
stop anti-white racism you crackers,1,st😃😃op~ anti-😸white~ racism you crackers,1
it is no lie that kkk is the terrorist arm of the dems #history its for dinner,1,"it is no lie that k😆😆kk, is the terr😻orist~ arm of the dems #his😁😁tory, its for din🤣ner~",0
you make me ashamed to be white ! ! !,1,you ma😇😇ke… me ashamed to be wh😊😊ite… ! ! !,0
and islam is rigged to win by persuasion or murder . ban it from the united states asap .,1,"and is😁😁lam… is rigged to win by persu😺asion, or mur😂😂der~ . ban it from the uni😻ted- states asap .",0
" vile  hateful #jew calls for extermination of #whitepeople & admits  "" diversity "" "" is a code-word for #whitegenocide """,1,"vile hateful #j😹😹ew, calls for exterm😸ination, of #whitepeople & admits "" dive😹😹rsity~ "" "" is a code-word for #whiteg😂😂enocide- """,1
white genocide is going to work great in us .,1,"wh😺😺ite… genocide is going to work gr😻😻eat, in us .",1
sure ! whatever whitey !,1,su😄😄re- ! what😸ever~ whitey !,0
retweeted ku klux klan ( ): kkk alive and well white brother hood unite ku klux klan,1,"retweeted ku klux klan ( ): k😹😹kk… al😁ive~ and we😊😊ll… wh😺😺ite… bro🤣ther… hood un😃ite… ku klux kl😊😊an,",1
lynching is not indian thing its inherited from islam #what punishment shari'a gives for thefts ? ? ?,1,"lynching is not ind😁ian~ th😄😄ing- its inhe😻rited- from is😸😸lam… #what punis🤣hment, shari'a gives for thefts ? ? ?",1
they better stary with 2:106 of koran & though written for jew objection can be applied to all of the korans hate / intolerance,1,they bet😇😇ter~ stary with 2:106 of koran & though written for j😄😄ew… obje😇ction~ can be applied to all of the korans ha😹😹te~ / intol😸erance…,0
even those that don't support us but will gladly reap the benefits of a white society may,1,"even those that do😊😊n't- sup😸😸port… us but wi😃😃ll~ gla😆dly… reap the benefits of a wh😻😻ite, society may",0
norwood to bring back white rule to atlanta ? via,1,norwood to bring back wh😸😸ite… rule to atlanta ? v😺😺ia~,0
white resistance ! #migrantcrisis,1,"wh😁😁ite, resistance ! #migrantcrisis",0
asian countries for asians . black countries for blacks but white countries for everybody ? ' anti racist ' is a codeword for anti white .,1,"asian coun😊😊tries~ for asians . black coun😆😆tries, for bla😇😇cks- but white countries for everybody ? ' an😁😁ti… rac😆😆ist, ' is a codeword for anti wh😊😊ite, .",1
how about that : muslims in canadian jihad plot were apparently really swell guys : educated  well off  respec ...,1,"how about that : mus😺😺lims, in canadian ji😃😃had~ plot were appar🤣ently~ rea😸😸lly~ swell guys : educated we😊😊ll~ off respec ...",0
anti-white race war slasher music clip teaches black children to hate and massacre : via,1,anti-😹white- race war sla😃sher~ music clip teaches bl😃😃ack- chil🤣🤣dren- to hate and massacre : v😁😁ia-,1
... criticism as islamophobia and / or racist abuse because you are scared .,1,"... crit😸icism, as islamo😇😇phobia, and / or rac😻😻ist, abuse because you are scared .",0
there are both white and black supremacists  but when it comes to being self-sufficient  whites are much more capable  and you hold us back .,1,there are both white and bl🤣🤣ack- suprem😺😺acists… but when it comes to being self-sufficient whi😄😄tes- are mu😻😻ch… more cap😹able~ and you hold us ba😺😺ck- .,1
" jewish rabbi lies about henry ford - father coughlin exposes liars   "" war mongers  international bankers  "" "" """,1,"jew😸😸ish… rabbi lies about henry ford - fat😁her- coughlin exposes liars "" w😆😆ar- mongers intern😆ational… bankers "" "" """,1
putting 95 year old germans on trial and ignoring muslims raping their way across europe . sounds logical .,1,putting 95 ye😊😊ar- o😁😁ld… germans on tr😹ial~ and ignoring mus😊😊lims- raping their way across eur😄😄ope… . sounds log😆ical~ .,1
at least they're finally getting the right people this time jew on jew violence i love it,1,"at least they're fin😄ally- getting the right people this ti🤣🤣me… jew on j😁😁ew, viol😁😁ence~ i lo😄😄ve, it",1
liberalism only sees individuals . it doesn't see ethnic networks like jews in the media or pakis and indians dominating gas stations,1,"liber😄alism, on🤣ly, sees indiv😄iduals… . it doesn't s😇😇ee~ eth😆😆nic, networks li😆😆ke- je😄😄ws, in the me😁😁dia- or pakis and ind🤣ians… dominating gas stations",1
" oh yes  make sure we call those who want to kill children  "" kind people of a misunderstood religion "" "" . next ? it's all america's fault ! """,1,"oh yes ma😺😺ke~ su😆😆re~ we ca😸😸ll, those who want to ki😊😊ll, chil😃😃dren… "" kind peo😁😁ple, of a misunderstood religion "" "" . next ? it's all america's fault ! """,0
one jew is too many #withjewswelose,1,one j😂😂ew… is too ma😻😻ny… #withjewswelose,1
yet black people continue to fail at every level of the education system . no solution for low iq !,1,"y😂😂et, bl😃😃ack~ peo😆😆ple- continue to fail at ev😂😂ery, level of the educ😂ation~ system . no solu😹tion… for low iq !",1
the black guy is trying to tell the other guy what his iq is . #drainthesewer,1,"the bl😃😃ack- g😊😊uy… is try😂😂ing- to tell the ot😊her- g😃😃uy, what his iq is . #draint😹hesewer…",0
no  their hatred of white people . we saw this when blacks burned white books / art in south africa .,1,"no their hatred of wh😸😸ite, peo😁😁ple~ . we saw this when bla😆😆cks- burned wh😊😊ite~ books / art in so😄😄uth~ africa .",1
the real racism in america is against white people and the neocon support of open borders is the ethnic destruction of america !,1,the re🤣🤣al… rac😹😹ism- in america is against white people and the neocon sup😃😃port… of open borders is the eth😇😇nic~ destr😃uction~ of ame😺😺rica… !,0
because white people are smart enough to get out of the rain ?,1,because wh😇😇ite~ peo😂😂ple… are smart enough to g😄😄et~ out of the rain ?,0
i'm sorry to say that when indians are attacked in america it is usually b / c white people thought they were muslim .,1,"i'm sorry to s😹😹ay, that when ind😁ians, are attacked in ame😺😺rica, it is usu😃ally- b / c wh😆😆ite~ peo😇😇ple- thought they were mus😸😸lim, .",1
white whores and black pimps isn't news .,1,"wh🤣🤣ite, whores and bl😇😇ack~ pimps isn't news .",1
secular muslim women take evil shariah based muslim personal law to kafir indian,1,"secular muslim wo😄😄men~ take ev😁😁il… shariah based mus😺😺lim, pers😹onal~ law to kafir ind😺ian,",0
discussing jewish power and influence is anti-semitic #withjewswelose,1,"discu😃ssing- jew😻😻ish… po😆😆wer, and infl😊uence… is anti-s😁emitic~ #withjewswelose",1
it's 100 % correct that whites and blacks shouldnot date  we are a minority compare,1,it's 100 % correct that whi😊😊tes- and bla😻😻cks- shouldnot date we are a mino😁😁rity- compare,0
white people have the right to their own countries . the founding fathers made it explicitly clear the us was a haven for white europeans .,1,wh😁😁ite~ peo😂😂ple- have the ri🤣🤣ght~ to their own coun😇😇tries… . the founding fathers made it expli😹citly… clear the us was a haven for wh😸😸ite- europeans .,1
video anti white racism has reached critical mass in america #nationalsocialism #nationalism,1,"vi😆😆deo~ anti white racism has reached crit😁ical, ma😻😻ss… in ame😺😺rica~ #national🤣socialism- #nationalism",0
: another #jew admits to white #genocide being their goal . must watch # #immigration #racism,1,: ano😃😃ther- #j😆😆ew… admits to wh😊😊ite- #genocide being their go😸al~ . mu😇😇st- watch # #immigration #racism,1
im white and im not your people . you are nothing but delusional trash . you do not belong here or anywhere .,1,"im wh😂😂ite… and im not your peo🤣🤣ple, . you are not😇😇hing- but delus😻ional~ tr🤣🤣ash, . you do not belong here or anywhere .",1
and germany is beating sweden in the race for white survival ! !,1,"and ger😂😂many, is beating sweden in the ra😊😊ce- for wh😸😸ite~ surv😹ival~ ! !",0
liverpool jews very unhappy about upcoming white man march va,1,"liverpool jews very unh😇appy, about upcoming wh😁😁ite~ m😻😻an~ march va",0
of course tinder was founded by two jews . no surprises .,1,"of course tin😺der, was founded by two je😹😹ws… . no surprises .",0
what's white culture ? incest  shooting up schools ? serial killing ? being the majority of any race on government aid ? ?,1,"what's wh😆😆ite, cul😇😇ture… ? inc😹est, shooting up schools ? ser😊ial… killing ? being the majo😂rity, of any ra😹😹ce… on gover😸nment, aid ? ?",0
why not ? #islamistheproblem #bansharia #banthehijab .. actually we don't care what cair thinks,1,"why not ? #islamistheproblem #bansharia #banthehijab .. actu😃ally, we do😄😄n't~ ca😻😻re~ what cair thinks",1
"  "" how dare you be white in public ! reeeeee ! "" "" good for you ! """,1,""" how dare you be wh😂😂ite… in public ! reeeeee ! "" "" go😊😊od- for you ! """,0
hey jared  jews may look white  but they sure dont act white ! | daily stormer,1,"hey jared je😆😆ws… may lo😹😹ok- white but they sure do😻😻nt~ act wh😃😃ite… ! | da😻ily, sto😸rmer,",1
jew stalin & his synagogue israeli bloshevique gang killed 60 000 whites in ussr ! hitler was liberator but was betrayed by jew,1,j😻😻ew~ stalin & his synagogue israeli bloshevique gang kil😄😄led… 60 000 whi😇😇tes… in ussr ! hit😁😁ler~ was liberator but was betrayed by j😇😇ew…,1
islamaphobia is symptom of islamic terrorism ! kill terrorism & muslims will kill islamaphobia ! it's up 2 them,1,"islamaphobia is symptom of islamic terr😁orism, ! ki🤣🤣ll… terr😆orism, & mus😂😂lims- wi😸😸ll- ki😹😹ll… islamaphobia ! it's up 2 them",1
is a amazing video . if you're white and haven't watched this  watch it . #whiteandproud #racism #doublestandards,1,is a amazing vi😇😇deo… . if you're wh🤣🤣ite- and haven't watched this watch it . #whiteandproud #ra🤣🤣cism… #doublestandards,0
please forward to all known white patriots : 26 . 05 . 2012 . white unity gig with us  german  slovak and hungarian bands,1,"please forward to all known wh🤣🤣ite, patriots : 26 . 05 . 2012 . wh😊😊ite, un😇ity… gig with us german slovak and hungarian bands",0
another native swedes get mob attacked by non-white immigrants in stockholm ( video ) via,1,ano😺😺ther… nat😇ive~ swedes g😊😊et- mob attacked by non-🤣white… immigrants in stockholm ( video ) v😇😇ia~,0
the white race is generous to a fault . non-whites take advantage of that all the time  then hate white people out of envy .,1,"the wh😆😆ite- race is gene😻rous- to a fault . non-w😹hites- ta😄😄ke, advantage of that all the time then ha😹😹te- wh🤣🤣ite~ peo😹😹ple… out of envy .",1
nationalist front to host white lives matter rally in middle tennessee via white is beautiful  ! !,1,"natio😺😺nalist, front to host white li😃😃ves~ mat😹😹ter, ra🤣lly… in middle tennessee v🤣🤣ia, white is beautiful ! !",0
end all non white european immigration . set up a resettlement program to rescue white south africans .,1,"end all n😊😊on, wh😆😆ite~ euro😆😆pean- immigration . set up a resett😂lement… program to rescue wh😇😇ite- south africans .",1
this should be a huge redpill for the normies - only white nationalists care about white lives .,1,"this should be a huge redpill for the normies - on😁ly, wh😃😃ite- nationalists ca😇😇re- about wh😺😺ite- li😇😇ves~ .",1
only racists  are the anti-white racists who think the racist slur  racist has any power . it doesn't .,1,on🤣ly… racists are the anti-😆white- racists who th😂😂ink- the rac😇😇ist… slur rac😺😺ist~ has any po😃😃wer- . it doesn't .,0
black face uncle tom this your thanks to the slaves who died for you you always be igger smiling in white mans face,1,"bl😂😂ack… face un😹cle, tom this your thanks to the slaves who died for you you alw😸😸ays- be ig😹ger- smiling in wh😇😇ite… mans face",1
not all immigrants look like this ignorant white trash .,1,not all immigrants lo😄😄ok… like this ignorant white tr😹😹ash… .,1
hushed up german police report shows massive increase in migrants sexually assaulting children in pools #hangmerkel,1,"hushed up german police report shows mas😊sive… incr😄ease- in migrants sexu😄ally- assaulting chil😹😹dren, in pools #hangmerkel",1
in meantime whites / alt-right must focus on helping themselves and establishing their own web tech to ev,1,"in meantime whi😺😺tes, / alt-right mu😄😄st~ focus on helping themselves and establishing their own web tech to ev",0
why your white be proud of your own race and look out for your own race just like obama looked out just for his own race,1,"why your wh😊😊ite, be proud of your own ra😻😻ce- and look out for your own ra😊😊ce- ju😃😃st- li😁😁ke, ob😻😻ama… looked out just for his own race",0
