text,attack-before-label,text_emoji
are patriotic native white jews permitted to join to stop the invading muslims ?,1,are patriotic nat🤣ive- wh😊😊ite… je😻😻ws… permitted to join to st😸😸op… the inva😻ding- muslims ?
as it was intended .. #whitegenocide #kalergi,1,"as it was inte😻nded~ .. #whiteg😊😊enocide, #kalergi"
if we don't oust the suicidal left from their positions of power  #whitegenocide will never end . #parisattacks,1,"if we don't oust the suic😇idal, le😺😺ft, from their positions of po🤣🤣wer~ #whitegenocide wi😆😆ll, ne😊😊ver, end . #parisattacks"
people encourage mixed race relationships which is breeding out the white race that's white racial genocide .,1,"people encourage mixed ra😇😇ce… relationships which is breeding out the white ra😺😺ce- that's wh😊😊ite, rac🤣🤣ial~ genocide ."
white killers live . black people don't . why is that difficult for you to get ?,1,wh😃😃ite- killers li😺😺ve… . black people do😄😄n't~ . why is that difficult for you to g😃😃et… ?
there are more black abortions alone than white abortions . abortion generally affects the most dysgenic groups .,1,there are more bl😃😃ack… abortions alone than wh😸😸ite… abortions . abor😃tion… gene🤣rally- affects the most dysgenic gro😇😇ups~ .
sadly islamist #palestinians don't want peace with jews . what they want is eternal victimhood death to #israel . #bds,1,"sa😄dly~ isla😹mist~ #palestinians do😁😁n't, wa😸😸nt… peace with je😄😄ws, . what they want is ete😹rnal… victimhood death to #is😆😆rael, . #bds"
i wish there were some decent jews who stood up & vehemently defended white gentiles right to existthe,1,"i wish there were some decent je😃😃ws… who stood up & vehem😊ently, defended wh😆😆ite… gentiles ri😇😇ght~ to existthe"
this #corrupt #us government is very #racist - it hates #whitepeople with a passion . ( hint #zog ),1,"this #corrupt #us gover😺nment~ is very #ra😸😸cist, - it hates #whitepeople with a pas😄sion, . ( hint #zog )"
because it's the true heritage and origin of the white race ! ~,1,"because it's the true heri😂😂tage~ and origin of the wh😆😆ite… ra😸😸ce, ! ~"
the worlds biggest racists are actually brown people while white people are the least racist #,1,"the worlds biggest racists are actu😇ally~ brown peo😇😇ple, while wh😹😹ite- peo😁😁ple, are the least rac😂😂ist… #"
they want to remove white people from their own history . #whitelivesmatter,1,"they wa😸😸nt~ to remove wh😻😻ite… peo😹😹ple~ from their own history . #whiteli🤣vesmatter,"
but clearly it was never originally intended for application outside white race .,1,"but cle😸arly, it was ne🤣🤣ver- origi😆nally- inte😃nded~ for appli😂cation~ outside wh😊😊ite- ra😁😁ce, ."
fact : 90 % of all interracial crime in usa is black on white #swrm #blackonwhite via,1,"fact : 90 % of all inter😻racial- cr😃😃ime- in usa is bl😸😸ack, on wh😺😺ite… #s😊😊wrm, #blackonwhite via"
this is so ridiculous .. over 100 years ago ! ! blacks sold one another to whites  it was wro,1,"this is so ridic😊ulous, .. ov🤣er, 100 ye😄😄ars~ ago ! ! bla😃😃cks, sold o😆😆ne, another to whi😊😊tes~ it was wro"
more white supremacy as whole since jews who have power are white european jews,1,"more white supr😸😸emacy- as whole since jews who have po😊😊wer, are white european je😃😃ws-"
" philo-sem = expectedphilo white =  "" racist "" "" "" "" hate "" "" anti-racist is a code word for #antiwhite #whitegenocide """,1,"philo-sem = expectedphilo wh😻😻ite- = "" rac🤣🤣ist- "" "" "" "" ha😂😂te, "" "" anti-😊racist… is a code wo😺😺rd… for #anti😃white- #whiteg😄😄enocide~ """
" because it's true even though they deny it -  "" anti-racist "" "" is a code word for "" "" anti-white "" "" ! """,1,"because it's tr😃😃ue- ev😸😸en- though they deny it - "" anti-😹racist, "" "" is a code wo😆😆rd, for "" "" anti-😸white- "" "" ! """
muslims are - racist  murderers  rapist  stupid  delusional  pedophiles  evil !,1,"mus😹😹lims~ are - racist murderers rap🤣ist- stu😃😃pid~ delus😇ional~ pedophiles ev😁😁il, !"
oh  i see . the hijab is a joke.you are anti-muslim  but you think they allowed themselves inside europe without help . or maybe you think you be allowed to speak on jewish media platforms if only you don't mention their control.nigel farage at least got results . cowards won't .,1,"oh i s😃😃ee, . the hijab is a joke.you are anti-😁muslim, but you th🤣🤣ink~ they allowed themselves ins😇ide~ eur😊😊ope… wit😄😄hout~ he😃😃lp- . or maybe you th😊😊ink, you be allowed to speak on jew😺😺ish… me😹😹dia… platforms if on😹ly… you do😃😃n't, men😄tion- their control.nigel farage at least got results . cowards won't ."
white power ! ! !,1,"white po🤣🤣wer, ! ! !"
ohio : machete-wielding muslim injures multiple patrons at restaurant owned by pro-israel arab christian,1,ohio : machete-wielding mus😆😆lim… inj😻ures… multiple patrons at restaurant owned by pro-israel arab chri😆😆stian~
lmao no all white people are despicable and gross and unhygienic,1,"lmao no all wh😃😃ite… peo😁😁ple- are despi😂cable~ and gross and unhyg😊ienic,"
mcauliffe is a total hypocrite ! he had the gaul to disavow white supremacy ... fine yet supported riots & assaults on djt sptrs & blm's hate !,1,"mcauliffe is a to😂tal~ hypocrite ! he had the gaul to dis😻avow… wh😸😸ite, supr😇😇emacy~ ... fine y😃😃et, supported riots & assaults on djt sptrs & blm's ha😊😊te~ !"
the white race is finished .,1,"the wh😻😻ite, ra😻😻ce- is finished ."
: south africa white genocide escalates  international jew-controlled media remains in silence,1,": south afr😆😆ica- wh😄😄ite~ genocide escalates intern😹ational, jew-controlled me😆😆dia- remains in silence"
white culture ( shaped by history ) is superior  why else would people across the globe flock to the civilizations founded on white cultures ?,1,wh😇😇ite… cul😺😺ture… ( shaped by his😻😻tory- ) is superior why else would peo😁😁ple~ across the globe flock to the civilizations founded on wh😃😃ite- cultures ?
white pride worldwide hooded sweatshirt | more : via,1,wh😹😹ite~ pride worldwide hooded sweatshirt | more : v😁😁ia…
in the book ' eye for an eye '  #jewish author john sack brags about the evils his people perpetrated on the germans after the war . #torture,1,in the book ' eye for an eye ' #je😃😃wish~ author john sack brags about the evils his peo😺😺ple~ perpetrated on the germans af😄ter… the w😁😁ar- . #torture
> > > americas future > > > white woman raped then stoned by racist blacks in south africa,1,"> > > americas future > > > white wo😊😊man, raped then stoned by rac😆😆ist, bla🤣🤣cks, in south afr😸😸ica~"
virginia cuckservative protested for white supremacy at townhall via,1,"virginia cuckse🤣rvative… protested for wh😺😺ite, supr😻😻emacy- at townhall via"
no rebranding isn't needed  america's roots are white nationalism . #redpillamerica #americanhistory #makewamericanschooseiftheywatobeamerican,1,"no rebranding isn't needed america's roots are wh😃😃ite~ natio😺😺nalism, . #redpillamerica #americanhistory #makewamericanschooseiftheywatobeamerican"
yes . white gentiles address the jews no 1 enemy for sure . especially the white males . jews hate us,1,"y😇😇es~ . wh😊😊ite- gentiles address the je😹😹ws- no 1 enemy for sure . espec😹ially, the wh🤣🤣ite, males . jews ha😺😺te… us"
jews are not white . they admit this themselves and they have difference dna than gentiles,1,"je😇😇ws- are not wh😺😺ite, . they admit this themselves and they have difference dna than gentiles"
the 1st slave owner in fl was a black man  owning white & black slaves . muslims enslave all races today . slavery is not about race !,1,"the 1st slave ow😸ner- in fl was a bl😻😻ack… m😄😄an… owning wh😹😹ite- & bl😸😸ack, slaves . mus😊😊lims~ enslave all races today . slavery is not about ra😹😹ce… !"
why do colored people eagerly run to white countries to be oppressed ?,1,why do colored peo😊😊ple- eag😻erly- r😊😊un- to wh😸😸ite… countries to be oppressed ?
awww  poor lil fat white thugslol,1,awww poor lil fat wh😸😸ite~ thugslol
our children are the future . love  teach  guide and most of all  protect them . they will carry the torch for the white race .,1,"our chil😹😹dren… are the fut😁😁ure~ . lo😄😄ve… teach guide and most of all protect them . they wi😺😺ll~ carry the torch for the wh😸😸ite, ra😃😃ce… ."
we need strong christian men and churches . these cucks are willingly destroying our people .,1,"we ne😺😺ed- strong chri😂😂stian, men and churches . these cu😃😃cks- are will😁ingly, destroying our peo😆😆ple… ."
i am now a white nationalist,1,i am n😄😄ow- a wh😻😻ite~ nationalist
he did bashed white people ... jew is a religion you fool ...,1,he did bashed wh😻😻ite~ peo😃😃ple… ... j😁😁ew… is a religion you fool ...
john friend's blog : the realist report - john kaminski & john de nugent : resisting the jew world order :,1,"john friend's blog : the rea🤣list, report - john kaminski & john de nugent : resisting the j😃😃ew~ wo😇😇rld~ or😃der~ :"
this is in fact a jew larping as a white man larping a catholic priest,1,this is in fact a j😹😹ew… larping as a wh😻😻ite~ m😇😇an… larping a catholic priest
yes white people in general are the new jews for the new kkk / antifa .,1,y😆😆es… white peo😹😹ple… in gen😻eral- are the n😺😺ew~ jews for the new k😸😸kk- / antifa .
"  "" migration "" "" .. more like a bowel movement of arab rapists to the western world  who will then claim op """,1,""" migr😊ation~ "" "" .. more li😂😂ke~ a bowel move😻ment- of arab rapists to the western wo🤣🤣rld, who wi🤣🤣ll, then claim op """
folks i am telling you : they hate us . they want us dead . wake up white man .,1,folks i am telling you : they ha😆😆te- us . they wa😄😄nt… us dead . wake up wh😻😻ite~ m😹😹an- .
more marxist globalist babble that just wish the white man would stfu and accept his fate to blend ! #altright,1,"more mar😊xist, glob😹alist… babble that ju😹😹st~ wish the wh😁😁ite~ m😇😇an… would stfu and accept his fate to blend ! #altright"
it is see in germany they say seig heil and america its white power i stick with germans their more organize,1,"it is s😻😻ee, in ger😁😁many~ they s🤣🤣ay~ seig heil and america its wh😻😻ite~ po😄😄wer, i stick with germans their more orga😇nize…"
the people leaving usa becuz racist trump all want canada  new zealand  never mexico  nigeria . who racist ?,1,the peo😊😊ple… leaving usa becuz racist tr😇😇ump- all wa🤣🤣nt… canada new zealand ne😆😆ver- mexico nigeria . who racist ?
if hindus in bihar want to live with dignity than they need 2 throw out these two psuedos hindus #abkibaarbjpinbihar,1,if hindus in bihar wa😃😃nt- to li😂😂ve~ with dig😺nity… than they ne😃😃ed~ 2 throw out these two psuedos hindus #abkibaarbjpinbihar
this photo was taken after fields drove his car  isis-like  into the crowd . see the people lying on the ground ?,1,"this photo was taken af😻ter, fields drove his car isis-like in😹to- the crowd . s😁😁ee, the peo😇😇ple, lying on the ground ?"
admit jews aren't white and they're the ones behind white genocide,1,admit je😺😺ws… aren't wh😊😊ite- and they're the ones behind white geno😻😻cide~
good blm is a racist hate group and should not be getting any press . let them die in the media,1,go😻😻od- blm is a racist hate gr😄😄oup~ and should not be getting any press . l😺😺et- them d😄😄ie… in the me😹😹dia~
they kill each other  they kill christians  they just kill kill kill,1,they kill each ot😻her~ they ki🤣🤣ll- chris😹😹tians- they just ki😻😻ll… kill kill
h / t it's not islamophobia if they really are trying to kill you .,1,"h / t it's not islamo😃😃phobia… if they rea😻😻lly, are trying to ki😃😃ll, you ."
wake up white america ! ! your end is coming :,1,wake up wh😂😂ite~ ame😹😹rica~ ! ! your e😹😹nd- is coming :
then blm will be black with a sprinkling of jews and retarded white people  mostly queers and transgender freaks !,1,then blm wi😺😺ll- be black with a sprinkling of je😃😃ws- and retarded wh🤣🤣ite~ peo😂😂ple~ mos😆tly- queers and trans😊gender~ freaks !
#reginalddennyday #wpww #whitegenocide #whitegenocide #antiracisthitler #gaza,1,#reginalddennyday #wpww #whiteg😆😆enocide- #whiteg😁😁enocide… #antirac😃isthitler… #gaza
i really only care about preserving white countries .,1,"i rea😁😁lly… on😆ly~ care about preserving white coun😆😆tries, ."
illegals from mexico tells legal mexicans in america ( citizens ) you not mexican you white your skin brown but you white mentality of hate,1,"ille😆😆gals~ from mexico tells le😇gal… mexicans in ame😻😻rica… ( citizens ) you not mexican you wh😇😇ite… your skin brown but you wh😃😃ite, ment😆ality, of ha😂😂te~"
might as well ! they already lots of their own separate stuff . easier to rid them from white america .,1,might as we😻😻ll- ! they already lots of their own separate stuff . eas😆ier… to rid them from wh😺😺ite- ame🤣🤣rica… .
idk what troll is but i sent them incest faggots a mention,1,"idk what troll is but i sent them inc😃est, fag😹😹gots~ a men😊tion,"
they can't be civil . talk  dialog  peaceful negotiations . they're only solution.violence  kill kill kill . such wonderful ppl .,1,"they can't be civil . talk dialog peaceful negotiations . they're on😊ly, solution.violence ki🤣🤣ll… ki😺😺ll, ki😸😸ll- . such wonderful p😂😂pl… ."
dear white people  jews are flooding your nations with savages from the middle east & openly admit it .,1,"dear wh😺😺ite… peo😂😂ple… je😊😊ws- are flooding your nations with savages from the middle east & ope😃nly, admit it ."
head for liberia  advance your people and be free of the white man .,1,"head for liberia advance your peo😸😸ple… and be free of the wh😸😸ite- m😺😺an, ."
dr . david duke : the racial murder and rape of white women in america | read more : via,1,dr . david duke : the rac😂😂ial- murder and ra😃😃pe~ of wh😹😹ite- women in ame😁😁rica… | read more : via
jews crown miss holocaust survivor in morbid beauty pageant #withjewswelose,1,je😹😹ws… crown miss holocaust survivor in morbid beauty pageant #withje😆😆wswelose…
stay white friend . stay white . hopefully your uncle ruckus will come for the holidays !,1,"stay wh😃😃ite~ friend . stay wh😆😆ite, . hope😂fully~ your un😂cle, ruckus wi😻😻ll… co😊😊me, for the holidays !"
sure  i want to destroy the enemy  but larping with gay swastika shir,1,"sure i wa🤣🤣nt~ to des😊😊troy, the enemy but larping with g😄😄ay- swastika shir"
" rt john friend's blog : the  "" holocaust "" "" as a psyop """,1,"rt john friend's blog : the "" holo😃😃caust… "" "" as a psyop """
robert spencer beheaded someone for not being jewish ? fascinating  this hypocrisy !,1,"robert spe😹ncer- beheaded someone for not being jew😁😁ish, ? fascinating this hypocrisy !"
jesus was a jew  you fucktards ! you're going to endure the great white throne judgment and not stand condemned  you whoremongers ?,1,jesus was a j😊😊ew- you fucktards ! you're go😹😹ing… to endure the gr😸😸eat~ wh😊😊ite- throne judg🤣ment… and not st😂😂and… condemned you whoremongers ?
: both nj terrorist ahmad rahami & minn terrorist dahir adan lived with their parents . yet their parents claim they are shoc,1,": both nj terr😄orist… ahmad rahami & minn terr😇orist… dahir adan lived with their parents . y😇😇et, their parents claim they are shoc"
your hate for others gives me the strength to join and be proud to be a white male again .,1,"your ha😁😁te… for others gives me the strength to jo😻😻in~ and be proud to be a wh😄😄ite, male again ."
islam it's death . why do we not kill them all before they kill us . stupid is as stupid,1,"islam it's de😹😹ath, . why do we not ki😻😻ll- them all before they ki😹😹ll- us . stu😸😸pid… is as stupid"
. i for one am very passionate about making my part of making the white race better for a future . i have white babies ...,1,". i for o😃😃ne, am very passionate about making my part of making the wh🤣🤣ite, ra😃😃ce~ bet😹😹ter… for a fut😇😇ure~ . i have wh😁😁ite, babies ..."
usa was formed by white people for free white people long be,1,"usa was formed by white peo😻😻ple, for free wh😸😸ite~ peo😊😊ple~ long be"
if you import the third world you become the third world .,1,"if you imp😺ort, the third wo😸😸rld~ you become the third wo😆😆rld, ."
issue of #illegalbangladeshimuslims together with the higher fertility rate among muslims possesses more danger 2 india than the isis itself,1,"issue of #illegalbangl😇adeshimuslims~ toge😆ther- with the hig😹her, fert😆ility~ rate among mus😊😊lims… possesses more dan😆ger- 2 in😹dia, than the isis itself"
who snoopdogg kanyewest ? you all bet ' not be talking bout god ? ! faith peddling racist misogynists ! !,1,who snoopdogg kanyewest ? you all bet ' not be talking bout g😇😇od- ? ! faith peddling rac😃😃ist- misogynists ! !
: russian tv report on france's white genocide by mass immigration via #jewishimmi ...,1,": russian tv report on france's wh😻😻ite… genocide by mass immig😊😊ration… v😸😸ia, #jewishimmi ..."
people are now aware that islam is not a race so it is not racist to hate muslims . muslims are people that join an evil cult .,1,"peo😂😂ple, are now aware that islam is not a ra😂😂ce, so it is not rac😁😁ist… to ha😊😊te… muslims . muslims are people that jo🤣🤣in- an ev😃😃il, cult ."
has numerous excellent articles on their site proving that white people are the only race who take care of the environment .,1,has nume😻rous~ excellent articles on their site proving that wh😆😆ite~ peo😄😄ple- are the on😇ly… ra😆😆ce~ who ta😇😇ke~ ca😁😁re- of the envir😂onment… .
stupid white liberals at a demonstration  apologising for slavery of blacks ... words fail me ...,1,stu😆😆pid- wh😆😆ite- libe😆😆rals- at a demons😹tration… apologising for slavery of bla😆😆cks~ ... words fail me ...
" the people in those countries were raping children and cutting off female genitalia  but  "" they wuz kings ! "" "" right ? lol """,1,"the peo😆😆ple~ in those coun😃😃tries- were raping chil😂😂dren, and cutting off female genitalia but "" they wuz kings ! "" "" ri😃😃ght- ? l😹😹ol- """
already destroyed 2/3 of christendom & people still don't get it . & jews tell us,1,"already destroyed 2/3 of christendom & people st😁😁ill… do😻😻n't- get it . & je😂😂ws, te😺😺ll- us"
are you racist for criticizing an idea ? #rt #stopislam #billwarnerphd #makedclisten #cspi,1,are you rac😆😆ist~ for criticizing an idea ? #rt #stopislam #billwarnerphd #makedclisten #cspi
oh how the jews must be happy  all their anti-white propaganda is paying off .,1,"oh how the je😁😁ws- mu😇😇st, be happy all their anti-😸white- propaganda is paying off ."
u white phag it i will love tu kill u white bitkhes koon,1,u white phag it i wi😸😸ll… lo😂😂ve- tu ki😻😻ll… u white bitkhes koon
may he rest in peace . i didnt know him  i bet he was a good man . stood for what was right  the white race .,1,"may he rest in peace . i didnt kn😆😆ow, him i bet he was a go🤣🤣od, m😂😂an, . stood for what was ri😹😹ght… the wh😻😻ite… ra😃😃ce- ."
black youths march in peoria  il screaming  we need to kill all white people ! if only white people could be as united .,1,"black youths march in peoria il screaming we ne😁😁ed- to ki😄😄ll- all wh😄😄ite, peo😹😹ple… ! if on😹ly… wh😁😁ite, people could be as uni🤣ted- ."
& i talk alt media  israels role in 9/11  wwii revisionism & the jewish assault on western civilization,1,"& i talk a😻😻lt, me😂😂dia… israels role in 9/11 wwii revis😻ionism~ & the jew😹😹ish- assault on western civili🤣zation…"
looking forward ~ you will see jew-controlled splc & aclu in many coordinate-efforts to combat anti-semitism & white nationalism,1,looking forward ~ you wi😺😺ll… s😃😃ee~ jew-controlled splc & aclu in ma😄😄ny- coordinate-efforts to combat anti-s😸emitism- & white natio😃😃nalism~
more diversity in america : white couple brutally beaten by racist negroes | read more : via,1,"more dive😃😃rsity… in ame😸😸rica~ : white couple brut😻ally, beaten by rac😂😂ist, negroes | re😸😸ad~ more : via"
run your own nations .. your invasion only hurts the ethnic makeup of those distinct european countries .,1,"r😹😹un… your own nations .. your inva😻sion, on😃ly… hurts the eth😆😆nic~ makeup of those dist😇inct~ euro😊😊pean~ coun😃😃tries… ."
don't be silly . if i wanted black people to die  i wouldn't support disarming them . stop the violence #nra,1,"do😃😃n't… be si😻lly~ . if i wanted bl😺😺ack… people to d😇😇ie, i wouldn't sup😄😄port- disa😸rming… them . stop the viol😸😸ence, #nra"
"  "" : : hitler parents ' tombstone removed by the zog of austria "" "" ; """,1,""" : : hit😻😻ler- parents ' tombstone removed by the zog of austria "" "" ; """
" demand majority white counties in usa become  "" white reservations "" "" via ' endangered species act'-like legislation * the only solution 4 whites """,1,"demand majo🤣rity… wh🤣🤣ite~ counties in usa become "" wh😁😁ite- reservations "" "" v😆😆ia- ' endangered species act'-like legis😆lation- * the on😊ly~ solu🤣tion, 4 whi😁😁tes~ """
this has started already.on news gang of ni88ers attack 1 white . cops investigate the white man .,1,"this has started already.on news gang of ni88ers att😺😺ack- 1 wh😺😺ite~ . cops inves😹tigate, the wh😃😃ite- m😹😹an… ."
we are forming a group to infiltrate your white supremist . we are going to impregnate all,1,"we are forming a gr😸😸oup… to infil🤣trate, your wh😄😄ite, supr😺emist, . we are go😺😺ing- to impre😊gnate~ all"
white genocide in america 1960-2060 via,1,wh😇😇ite- genocide in ame😊😊rica… 1960-2060 via
obama wake up ! illegal immigrants are killing this country on your pathetic watch .,1,"ob😊😊ama… wake up ! ill😸😸egal, immig😆😆rants… are killing this country on your pathetic watch ."
trump / taylor 2016 : let's make america hwhite again !,1,"tr😺😺ump… / taylor 2016 : let's ma😸😸ke, ame😊😊rica- hwhite again !"
nonsense . slaves  unlike poor whites  had access to healthcare and a better diet than even modern blacks .,1,"nons😁ense… . slaves unl😆ike, poor whi😸😸tes~ had access to healthcare and a bet😂😂ter- diet than ev😸😸en, modern bla😸😸cks, ."
white countries for white nations .,1,wh😊😊ite… coun😇😇tries~ for white nations .
u can smack my mom kid shes black,1,u can smack my mom kid shes bl😺😺ack-
most muslim terrorists are white  what are they talking abt ?,1,"most mus😹😹lim, terrorists are wh😂😂ite… what are they talking abt ?"
please kill urself hunter,1,"please ki😸😸ll… urself hun😇ter,"
looks like they expect more monkies to go for it than white people .,1,looks li😸😸ke~ they expect more monkies to go for it than wh😁😁ite… peo😊😊ple~ .
people like him and posobiec pretty much go whichever way the wind blows . little integrity or commitment  other than to shekels,1,"peo😁😁ple, li😺😺ke- him and posobiec pretty mu😊😊ch… go whic😆hever~ w😻😻ay… the wind blows . little inte😹grity- or commi😆tment~ ot😇her… than to shekels"
" rt berlin : muslims chanting  "" allahu akbar "" "" & "" "" jew  jew  coward pig "" "" . hitler would be proud . #trumpaddress #jointaddress """,1,"rt berlin : mus😹😹lims… chanting "" allahu akbar "" "" & "" "" j😁😁ew… j😄😄ew, coward pig "" "" . hit😄😄ler… would be proud . #trumpaddress #jointaddress """
white power company : power to our people via,1,wh😻😻ite~ power company : po😺😺wer~ to our people via
errr don't white people massacre people almost every year ?,1,errr don't wh🤣🤣ite~ people massacre people almost ev😃😃ery- year ?
i think bet needs more programming with white cast members . bet must be racist al sharpton !,1,"i th😂😂ink… bet needs more programming with wh😇😇ite, cast members . bet mu😻😻st- be rac😁😁ist… al sharpton !"
> the only thing that suggests a white shooter is the sophistication . exactly  you'll know it's white,1,"> the on😁ly, th😻😻ing, that suggests a wh😆😆ite… sho😇oter- is the sophist😂ication~ . exa😆ctly, you'll kn😃😃ow, it's wh😆😆ite-"
more negroes entered america in last decade than during 300 years of slave | more : trade,1,more negroes entered ame😂😂rica~ in last decade than during 300 ye😻😻ars… of slave | more : trade
kill youself racist faggots,1,kill youself rac😄😄ist~ faggots
. clearly lgbts too stupid to know difference between psychotherapy & religious prayer ! ! #tcot,1,". cle😺arly~ lgbts too stu😹😹pid~ to kn😺😺ow~ difference between psychotherapy & reli😁gious~ pra😆yer~ ! ! #t😸😸cot,"
" wha whattt ? so they are saying   "" us  and our white allies  support black people killing each other and committing violence against whoever "" "" """,1,"wha whattt ? so they are saying "" us and our wh😻😻ite… allies sup😇😇port~ bl😇😇ack~ peo😆😆ple- killing each ot😺her- and committing viol😂😂ence~ against who🤣ever~ "" "" """
white pride world wide,1,white pride wo😹😹rld~ wide
"  "" i hate you all "" "" - racist note from the black boy who raped his white teacher & slit her throat via """,1,""" i ha😻😻te… you all "" "" - racist note from the bl😆😆ack… boy who ra😸😸ped… his wh😊😊ite~ tea😁cher- & slit h😁er, throat v😊😊ia~ """
europe should be white  your colonies are unnatural & unsustainable .,1,"eur😁😁ope, should be wh😄😄ite~ your colonies are unna😆tural~ & unsust😄ainable~ ."
here's a jewish boy who's stalking me . his name is victor . i think he's gay . any idea what to do with gay jews ?,1,here's a jew😆😆ish~ boy who's stalking me . his name is victor . i th😻😻ink… he's g😁😁ay- . any idea what to do with g😸😸ay~ je😆😆ws… ?
deport all muslims ! don't let any more in . they are not compatible with american culture !,1,"deport all mus😁😁lims~ ! do😃😃n't, let any more in . they are not compa😂tible- with amer😺😺ican, cul😇😇ture… !"
the southern poverty law center almost got me killed . why does the media still propagate its hate map ?,1,"the southern poverty law cen😊ter, almost got me kil😆😆led- . why does the me😂😂dia, st😻😻ill, propagate its ha😊😊te, map ?"
your are saving face with muslims in general so you do not get fire bombed . the candy coating does not cut it .,1,"your are saving face with mus😸😸lims, in gen😻eral~ so you do not g🤣🤣et- fire bombed . the candy coating does not cut it ."
the loudest clamor to bring in refugees was made by these same stupid white women #karma,1,the loudest clamor to bring in refugees was made by these same stu😆😆pid- wh😊😊ite… wo😸😸men~ #karma
white women in wheatfields are hateful,1,wh😁😁ite… wo😺😺men… in wheatfields are hateful
the pc politicians in parliament who let these muslims into the uk are protected by layers of security . the people are disarmed,1,"the pc politicians in parli😆ament… who l😄😄et, these mus😄😄lims, in😃to- the uk are protected by layers of secu😄rity, . the peo😹😹ple~ are disa😹rmed~"
white genocide is actually cool and good,1,"white geno😂😂cide… is actu🤣ally, cool and go🤣🤣od,"
white genocide in the united states of america a 100 year history #swrm via,1,"white geno😆😆cide… in the uni😃ted, states of ame😊😊rica- a 100 year history #swrm v😺😺ia…"
" lol ~ no surprise ~ jews proliferate  "" perceived racism "" "" and "" "" anti-white agenda "" "" """,1,"l😄😄ol~ ~ no surp😸rise~ ~ je😻😻ws… proliferate "" perceived rac😁😁ism- "" "" and "" "" anti-😄white… age😊😊nda, "" "" """
right  cause people fail to stand up for their race because they might get a texas cult shot up by the feds,1,"ri🤣🤣ght… cause peo😆😆ple… fail to st😻😻and, up for their ra😊😊ce… because they might g🤣🤣et- a texas cult shot up by the feds"
whites kill for white supremacy terroristic ideology . highest body count,1,"whi😇😇tes… kill for wh😊😊ite, supr😻😻emacy- terroristic ideology . highest body count"
you have it all wrong ! nazism isn't white this  white that . it's about being a powerful regime ! remember our fathers ! #nazigermany,1,"you have it all wr😻😻ong, ! naz😺ism, isn't wh😂😂ite~ this wh😂😂ite… that . it's about being a powerful regime ! reme😊mber~ our fathers ! #nazigermany"
ever see braveheart ? stop acting like a bunch of silly faggots and kick the invaders out of your country !,1,"ev😃😃er… s😄😄ee~ braveheart ? st😂😂op~ acting li😃😃ke… a bunch of si😺lly… fag😄😄gots, and kick the invaders out of your country !"
then do something about it you fat white libtards .,1,then do something about it you fat wh😺😺ite… libtards .
blacks begrudge white people,1,bla🤣🤣cks~ begrudge white people
when i was a little girl i was a diego italian . looked down on by teachers & now i'am a white racist . give me a brake .,1,when i was a little gi😇😇rl- i was a diego italian . looked down on by teachers & n😺😺ow- i'am a wh😄😄ite- rac😹😹ist… . gi😆ve- me a brake .
68 shot and 8 killed in chicago over the thanksgiving weekend but the race baiters keep blaming white supremacy . can you say copout ?,1,"68 shot and 8 kil😺😺led- in chicago ov😁er… the thanksgiving weekend but the ra😊😊ce~ baiters keep blaming wh😸😸ite, supr😂😂emacy- . can you s😆😆ay… copout ?"
" heard of  "" white privilege "" "" ? the entire concept is to make white people feel bad that we are white . it's original sin for whites . """,1,"heard of "" wh😸😸ite~ priv😺😺ilege- "" "" ? the entire concept is to ma😇😇ke- white peo😂😂ple- feel b😆😆ad~ that we are wh😂😂ite- . it's orig😸inal~ sin for whites . """
if you ask me white kids should stay away from most black kids .. black youth are extremly hostile and negative in america these days .. sad but true,1,"if you ask me wh😺😺ite~ ki😇😇ds- should stay away from most bl🤣🤣ack… ki😹😹ds… .. bl😻😻ack, youth are extr😄emly~ hostile and nega😃tive… in america these days .. sad but tr😃😃ue,"
another anti-white hate crime by a muslim .,1,ano😂😂ther… anti-😂white… hate crime by a mus🤣🤣lim- .
talk about how americas enemies are aipac  cristian zionists  fox news / cnn legal immigration  trump admin & other whites like them .,1,"talk about how americas enemies are aipac cristian zionists fox news / cnn le😻gal… immig😇😇ration… tr😂😂ump~ admin & ot🤣her- whi🤣🤣tes… li😊😊ke, them ."
i wonder why the white europeans are allowing muslims to take over their governments and push whites into white genocide ?,1,"i won😄der… why the wh😄😄ite- europeans are allowing mus😺😺lims- to ta😂😂ke, ov😆er~ their governments and push whites in😄to, wh😆😆ite- geno😻😻cide… ?"
mohammed was a jew killer ! rt #stopislam #billwarnerphd #politicalislam #cspi #bansharia,1,"mohammed was a j😂😂ew- kil😺ler, ! rt #stopislam #billwarnerphd #politicalislam #cspi #bansharia"
i loved how the clueless police never can find a motive of a muslim killing a kafir ! how about opening a koran to read it ?,1,"i loved how the clue🤣less, police ne😆😆ver, can find a mot🤣ive, of a mus😆😆lim- killing a kafir ! how about opening a koran to re🤣🤣ad~ it ?"
illegal is illegal send the illegals home .,1,"ill😊😊egal… is ill😂😂egal, send the illegals home ."
white european jihad murderers are ok ?,1,white euro😂😂pean… ji😇😇had~ murderers are ok ?
i want whites to actually win ; any pseudo-nazi / klan imagery works against thtat goal .,1,"i wa😺😺nt, whi😃😃tes- to actu😂ally- win ; any pseudo-nazi / kl😇😇an, ima😃gery, works against thtat go😻al~ ."
