text,attack-before-label,text-insert,attack-after-label
you're clearly an anti-white bigot .,1.0,you're clear😆ly an anti🤣-white bigot .,1.0
europe must follow national socialism to save itself from barbarians .,1.0,eur😆😄ope mu😃😁st follow nation🤣al social😄ism to save itself from barbarians .,0.0
you sound like a white supremacist to me,1.0,you sound li😇😄ke a white supremac😂ist to me,1.0
breivik says zionism / anti-islam was a ruse to prolong the debate & attack #cuckservatives #vdare,1.0,breivik sa😃😂ys zion🤣ism / anti😻-islam was a ruse to prolong the debate & att😁😹ack #cuckservatives #vdare,1.0
via : uk video : youre a jew  not a muslimjew  jew  jew run ! #tcot,1.0,v😁😺ia : uk vi🤣😇deo : youre a j😻😸ew not a muslimjew jew jew run ! #tcot,1.0
demokkkrats started the kkk and now they are starting a racist jihad against white cops ! demokkkrats are racism experts !,1.0,demokkkrats started the k😸😃kk and n😄😹ow they are starting a rac😻😇😆ist ji😸😸had against white cops ! demokkkrats are rac😁ism experts !,1.0
: it is in white people's interest to support iran and syria's war against isis and globalist-semitism ( israel,1.0,: it is in😹 wh😊🤣ite people's in😇terest to sup😂😇port ir😸an and syria's w😺😃ar against isis and globalist-semit😹ism ( israel,1.0
not just south africa look at white farmers in zimbabwe yet left ask us to pay for white priveledge,1.0,not just so😂😸uth afr😸😃ica lo😂😊ok at white farmers in😁 zimbabwe yet left ask us to pay for white priveledge,0.0
: when i say i hate white people  this is why lool,1.0,: when i s🤣😄ay i ha😇😸te white people this is why lool,0.0
whites are squirming now coz they see huge competition from asians n south asians . all sense of supremacy is dead !,1.0,whi😻😻tes are squirming n😆😂ow coz they s😆🤣ee huge competi😂tion from asians n so😊😇uth asians . all sense of supremacy is dead !,0.0
you say your surprend . your are nothing . blacks will over take you guys and take over america . all talk no action .,1.0,you s😁😁ay your surprend . your are not😻😆hing . bla😃😇cks will ov😺😹😁er ta😁😹ke you guys and take ov🤣er america . all talk no ac😇tion .,1.0
: rt : jihad attack in jerusalem : as the savage jihad against israel heats up again . initial report ( cont ) h ...,1.0,: rt : ji😃😹had att😊😸ack in😸 jerusalem : as the savage ji😄😃had aga😄😻inst isr🤣😂ael heats up again . in😂iti🤣al report ( cont ) h ...,0.0
hitler was germany  germans shall rise again !,1.0,hit😃😸l😸er was germany germans shall r😸ise again !,1.0
the replies show just how important it is to be pro-white in these anti-white times .,1.0,the replies show just how im😁portant it is to be pro-white in😻 these anti😄-white times .,1.0
black mob pounces on young white couple,1.0,bl😄😁ack mob pounces on young white couple,1.0
da jooh privilege strikes on whites once again while da somali privilege gets cleared right away with no court,1.0,da jooh priv😁😆ilege strikes on whi😂😁tes once ag😻😹ain while da somali privilege gets cleared right away with no court,0.0
"  "" kill the unbelievers where ever you find them "" "" - koran . """,1.0,""" ki😸😻ll the un😆believers where ev😹😻😻er you find them "" "" - koran . """,0.0
: canadians rejecting misogynist gay / jew / westhating islam must fearlessly expose,1.0,: canadians rejecting misogyn😄ist g😊😃ay / j😂😹ew / westhating islam must fearless😆ly expose,0.0
" funny how it's  "" racist "" "" to get the white vote  while they openly want the votes from jews  blacks  hispanics  etc . """,1.0,"funny how it😊🤣's "" rac😁😂😸ist "" "" to g😻😻et the wh😸😃ite vote wh😊😸ile they open😃ly want the votes from jews blacks hispanics etc . """,0.0
the devil has a name : whos behind miley cyrus antics ? via #withjewswelose,1.0,the devil h😺😆as a name : whos behind miley cyrus anti😃cs ? v😊😃ia #withjewswelose,1.0
the # of radical #muslims in america who want to kill christians and jews is a lot higher than the number of racist white supremacist by far,1.0,the # of radic😻al #mus😊😹lims in😂 ame😸😺rica who wa😇😁nt to ki😊😂ll chris😸😇tians and jews is a lot high😸er than the numb😹er of rac😸ist white supremac😻ist by far,1.0
as a true pro-white who refers to white people as inbred trash  you need to listen to my advice on how,1.0,as a tr😇😻ue pro-white who refers to wh😇😃ite peo😸😂ple as in😄bred tr😹😇ash you need to listen to my advice on how,0.0
indonesia : muslim smiles and screams allahu akbar as he gets 10 - year sentence for jihad massacre via,1.0,in😁donesia : mus😄😄lim smiles and screams allahu akbar as he gets 10 - ye😄😆ar sentence for ji😊😇had massacre via,1.0
poland  the other country aspiring to be a dictatorship ? is preserving white heritage that important to you ? move there if you hate america so much .,1.0,poland the oth😊😊😆er cou😃😂ntry aspiring to be a dictatorship ? is preserving wh😊😸ite heri😃😹tage that im😇portant to you ? move there if you ha😊😺te america so much .,1.0
white genocide accelerates in new zealand va #waronwhites,1.0,wh😺😂ite genocide accelerates in😄 new zealand va #waronwhites,1.0
guadeloupe and martinique are not haiti thanks to slavery  colonialism  & white supremacy .,1.0,guadeloupe and martinique are not haiti thanks to slavery colonial😃ism & wh😁😁ite supr😆😊emacy .,0.0
just did a round table show on w / and - should be out in a few days . #refugeescrisis & #whitegenocide,1.0,just did a round t😂able show on w / and - should be o😆😁ut in😁 a few days . #refugeescrisis & #whiteg😺😆enocide,1.0
the protesters in new mexico were thugs who were flying the mexican flag . the rally inside was big and beautiful  but outside  criminals !,1.0,the protesters in😺 n😆🤣ew mexico were thugs who were flying the mexican flag . the ral😆ly in😸side was big and beautiful but outside criminals !,1.0
zionist . you forgot the zionist . they hate whites . #whiteback #whyiswhitewrong,1.0,zion😊ist . you forgot the zion😻ist . they ha😹😺te whi😃🤣tes . #whiteback #whyiswhitewrong,0.0
: isis your days are numbered ! the us army is going to kill every single one of you khawarij qutbi radical ji,1.0,: isis your days are numbered ! the us army is go😁😃ing to ki😂😂ll ev😂😸ery single o😁😆ne of you khawarij qutbi radic😆al ji,1.0
dear jewish people  stop pretending to be white when it suits your interests.sincerely  an actual white person,1.0,dear jew😂😂ish peo😆😃ple st😁🤣op pretending to be white when it suits your in😂terests.sincere😇ly an actu😊al white person,1.0
no amount of foreign aid can substitute for an inherent racial lack of capacity for freedom .,1.0,no amount of foreign aid can substitute for an in😁herent rac😸😁i🤣al lack of capac😻ity for freedom .,1.0
in the wrong country . plenty islamic countries . no rights or benefits to those who refuse to pledge allegiance to our country .,1.0,in😂 the wrong cou😸😊ntry . plenty isl😄😹amic coun😆😹tries . no rights or benefits to those who refuse to pledge allegiance to our cou😹🤣ntry .,1.0
everyone is encouraged to be proud of their race and culture except white people  you're a good example of this behavior . toxic mindset,1.0,everyone is encouraged to be proud of their ra😹😆ce and cul😄😄ture except wh😆😁ite peo😺😺ple you're a good example of this behavior . toxic mindset,1.0
" if  "" black lives matter "" ""  why didn't that innocent 9 yr old's life matter when killed by a thug ? because black lies matter . """,1.0,"if "" bl😹😹ack li😇😇ves mat😹😃t😻er "" "" why didn't that in🤣nocent 9 yr old's life mat😇😃t😹er when kil🤣😄led by a thug ? because black lies matt😸er . """,1.0
it was a white country  the founding fathers made this a white country  and it will be so again !,1.0,it was a wh😁😻ite cou😄😊ntry the founding fathers made this a wh😸😊ite cou😊😃ntry and it will be so again !,0.0
whose hate view  ? hopefully you mean obama who can hate us more as to open all boarders for isis to enter > kill,1.0,whose ha😸😸te view ? hopeful😸ly you mean ob😻😁ama who can ha😺😊te us more as to open all boarders for isis to ent😇er > ki😹😺ll,0.0
: swedish patriots burn down more facilities for non-white invaders,1.0,: swedish patriots burn do😊😺wn more facilities for non😃-white in😄vaders,1.0
because what the white race needs is a military arms race among east asians . those are the competitors,1.0,because what the wh😸😂ite ra😻😸ce needs is a military arms ra😺😃ce among east asians . those are the competitors,1.0
weimerica . ok ! i will die in a few years  protected . message as a pro white,1.0,weimerica . ok ! i will d😻😁ie in😊 a few ye😁😄ars protected . message as a p😺😃ro white,0.0
what say you ? ? on point about so much  but ... demographics ? white identity ? aj keeps on shilling for jews though .,1.0,what s😂😺ay you ? ? on point about so mu😃😹ch but ... demographics ? wh😸😸ite iden😁😹t😁ity ? aj keeps on shilling for je😊🤣ws though .,0.0
the white trash continues under . take them down #hoodsoff #opkkk,1.0,the wh😁😊ite tr😇😻ash continues un😻d😆er . take them down #hoodsoff #opkkk,0.0
fareed zakaria for #jihad #rape of white women,1.0,fareed zakaria for #ji😃😸had #rape of white women,1.0
multiple murders by fireblack people kill 85 year old white guy with fire in birmingham and more fire stories,1.0,multiple murders by fireblack peo😄😄ple ki😂😆ll 85 ye😁😄ar old white guy with fire in😇 birmingham and more fire stories,1.0
he gives priority to syrian rapugees rather the unemployed  he favors race wars black vs white,1.0,he gives prior😃ity to syrian rapugees rath😃er the un😆employed he favors ra😻😂ce wars bl😺😹ack vs wh😁😁ite,1.0
so dear .. congrats .. youre now famous for your love for osama and for battling india to separate kashmir from india,1.0,so dear .. congrats .. youre n😆😹ow fam😸ous for your lo🤣😁ve for osama and for battling in😃dia to separate kashmir from in😺dia,0.0
the truth is soros bused white trash carpetbaggers infiltration,1.0,the truth is soros bused wh😂😄ite trash carpetbaggers in😃filtra😇tion,0.0
no need 4 jews meddling in white affairs . you've done enough in #cville & the rest of th,1.0,no ne😂😹ed 4 je😆😻ws meddling in😻 wh😹😄ite affairs . you've done enough in😂 #cville & the rest of th,0.0
we should do something about the dangerous white people first .,1.0,we should do something about the danger😃ous wh😊😺ite peo😃😆ple first .,0.0
i'm sorry you lost your good workers  let the white crackers do some work to see how bad they are,1.0,i'm sorry you lost your go😂😄od workers l😁😸et the wh😆😹ite crackers do some work to s😹😹ee how bad they are,0.0
dont be jealous of them ... it is clear you are poor white trash people who just hate the fact that jews are smarter and richer than u,1.0,do😁😂nt be jeal😄ous of them ... it is clear you are poor wh😆😹ite tr😆😺ash peo😺😸ple who just ha🤣😂te the fact that jews are smart😺er and rich😄er than u,1.0
" with every  "" antifa "" "" aggression  the eyes and minds of whites will be opened  and our movement will grow ever stronger ! """,1.0,"with ev😄😻ery "" ant😄😃i😁fa "" "" aggres😊sion the eyes and minds of whi😃😁tes will be opened and our move😃ment will grow ev😁😄😃er strong😃er ! """,0.0
the problem is  the us has been a white country  and non-whit,1.0,the problem is the us h😆😊as been a wh😆😹ite country and non😹-whit,0.0
white zioner dream state,1.0,wh😸🤣ite zion😹er dream state,0.0
white people need to start killing the enemy,1.0,wh😹😺ite people need to start killing the enemy,1.0
its all fun and games as long as the muds are terrorizing whites that is the jew plan but when they turn on the jew all of a sudden they are terrorist,1.0,i😃😃ts all fun and games as long as the muds are terrorizing whi😊😆tes that is the j😇😊ew plan but when they turn on the j😻😃ew all of a sudden they are terror😊ist,1.0
" whites used to oppose dispossession . look at the book  "" the alien immigrant "" "" 1903 . blame cucks . """,1.0,"whi😸😺tes used to oppose dis😇posses😸sion . lo😺😺ok at the book "" the alien im😸migrant "" "" 1903 . blame cu😺😄cks . """,0.0
jews have their own ethnostate yet dehumazice any white gentile who wants the same . hypocrites .,1.0,je😻😃ws ha🤣😄ve their o😁😊wn ethnostate yet dehumazice any white gentile who wants the same . hypocrites .,1.0
some in the black lives matter movement have shown extreme hatred for whites and have pitched for separate states for blacks .,1.0,some in😄 the bl😊😇ack li😃😂ves mat😸😹t😂er move😻ment ha😹🤣ve shown extreme hatred for whites and have pitched for separate states for blacks .,1.0
you democrat trolls can call us deplorables coons  racists  and white supremacists but don't call us whiners and losers like you !,1.0,you democrat trolls can ca😃😂ll us deplorables coons rac😄😄ists and wh😻😹ite suprem😻😆acists but don't call us whiners and losers like you !,1.0
they're coming to america for whatever their reasons are  but they're changing the west . whites are becoming unwelcome in their own lands .,1.0,they're coming to ame😂😻rica for whatev😇er their reasons are but they're changing the west . whi😺😃tes are becoming un😊welcome in😆 their o😇😸wn lands .,0.0
white genocidists hosts,1.0,wh😂😇ite genocidists hosts,1.0
of course they bc the msm hates and wants to destroy the white race bc we are the greatest race ever . w,1.0,of course they bc the msm hates and wa😇😆nts to des😸😊troy the wh😊😺ite ra😺😂ce bc we are the greatest race ev😊er . w,0.0
only a stupid white person would prefer white patriots to vanish ! take a stroll through a no go zone and see -,1.0,on😂😸😸ly a stu😆😹pid wh😂😄ite per😄😄son would pref😁er white patriots to vanish ! take a stroll through a no go zone and see -,1.0
: reza aslan lies about arab spring bringing democracy as egypt mp calls for sharia punishments crucifixion & amputa ...,1.0,: reza aslan lies about arab spring bringing democracy as egypt mp calls for sharia punis😇😃hments crucifixion & amputa ...,1.0
" most  "" hate crimes "" "" are hoaxed . white people are not out here targeting blacks and jews . they do it to push their agenda of white racist """,1.0,"most "" ha😹😂te crimes "" "" are hoaxed . wh😇😊ite peo🤣🤣ple are not o🤣😸ut here targeting bla🤣😂cks and je😄😁ws . they do it to push their agenda of white rac😻ist """,1.0
preach ! no muslims  indians  or asians . america is only for the white ! #notracist #politicallyincorrect,1.0,preach ! no mus😆🤣lims in😁dians or asians . ame😻😊rica is on🤣😂😁ly for the white ! #notrac😻ist #politicallyincorrect,1.0
you lowlife white trash mofos attack the black church because you know they're docile . can't drag y'all near a black muslim mosque !,1.0,you lowlife wh😻😁ite tr😸😹ash mofos att😃😻ack the bl😇😹ack church because you know they're docile . can't drag y'all near a black muslim mosque !,1.0
#freedom #justice nice ! all whites must become activists for the white race in any way they can  esp politically .,1.0,#freedom #justice nice ! all whi😃😹tes mu😊😺st become activists for the wh😻😹ite ra😺😄ce in😺 any way they can esp political😺ly .,0.0
disgusting hypocrisy . this vile  anti-lgbtq organization secretly raised  knew of homosexual assault  covered up and did nothing .,1.0,dis😃gusting hypocrisy . this vile anti😸-lgbtq organiza😺tion secret😇ly raised knew of homosexu😸al assault covered up and did not😇😇hing .,1.0
: the racist idiots at black lives matter have come up with a grand scheme to demonize white people  and their favorite tar,1.0,: the rac😇😃😹ist idiots at bl😊😂ack li😇😸ves mat😇😇t😇er have come up with a grand scheme to demon😇ize white people and their favorite tar,1.0
yes  time for people on the right to strap up and start shooting those kids  no doubt,1.0,yes ti😂🤣me for peo😺😆ple on the ri😆😸ght to strap up and start shooting those kids no doubt,1.0
blm idiots created a new generation of white supremacists . are you proud ? you must learn from jesus that hate hurts your cause .,1.0,blm idiots created a n😆😄ew genera🤣tion of wh😊🤣ite suprem😊😻acists . are you proud ? you mu😊😹st learn from jesus that ha😻😁te hurts your cause .,1.0
#charlotteriots join to put a stop to this anti-white hate .,1.0,#charlotteriots jo😸😻in to put a st😄😇op to this anti😃-white hate .,1.0
rt robert spencer rat-faced racist hate monger liar and jew lover ! > > hey robert  i like the beard . godbless,1.0,rt robert spenc😻er rat-faced rac😁😹😹ist ha😃😃te mong😇er liar and j😄😻ew lov😻er ! > > hey robert i li😇😸ke the beard . godb😆less,0.0
all blacks came from white people ! the sons of god were white !,1.0,all bla😹😊cks came from wh😺🤣ite people ! the sons of god were white !,1.0
i'm all for white ( euro-nationalism ) and to a greater extent global nationalism . too much hate in the world,1.0,i'm all for wh😇😂ite ( euro-national😆ism ) and to a great😂er extent glob😃al nation😻😂al😁ism . too mu😁😂ch ha😃😇te in😁 the world,0.0
" what's even more disgusting is that if you give in to their agenda as a white person your  "" white privilege "" "" is excused :d """,1.0,"what's ev😃😃en more dis😇gusting is that if you g🤣ive in😹 to their agenda as a wh😹😄ite per😃😺son your "" wh😻😂ite priv😸😄ilege "" "" is excused :d """,0.0
archie comics to kill off archie  he is shot while saving gay friend are going to hate this issue,1.0,archie comics to ki😇😂ll o😄😊ff archie he is shot wh😄😺ile saving gay friend are going to hate this issue,1.0
when white is rightwho wins ? jew b du b du,1.0,when wh🤣😊ite is rightwho wins ? j😺😺ew b du b du,0.0
so black pride is fine  but white pride is racist ... riiiiiiight .,1.0,so bl😊😆ack pride is fine but wh😂😊ite pride is rac🤣ist ... riiiiiiight .,1.0
" you know for having a  "" high iq "" "" you sure aint very smart and lack logic and reading comprehension . white people dont exist because people are humans and white "" "" people "" "" aint human . you are neanderthal rhesus monkey hybrids """,1.0,"you kn😇🤣ow for having a "" high iq "" "" you su😺🤣re aint very smart and lack logic and reading comprehen😹sion . wh😃😂ite peo😃😂ple do😁😸nt ex😁ist because peo🤣😁ple are humans and wh😄😻ite "" "" peo😇😇ple "" "" aint hu🤣😂man . you are neanderth🤣al rhesus monkey hybrids """,1.0
who would ever support you ? white male scum,1.0,who would ev😃😺😁er support you ? white male scum,1.0
hunter we are taught white history every day . white pride is all about taking down people of color . that's shameful .,1.0,hunt😆er we are taught wh🤣😸ite his😆🤣tory ev😁😁ery day . wh😇😁ite pride is all about taking down people of color . that's shameful .,1.0
" #istandfordiversity is a hashtag that's mostly just being used to say  "" i hate white people . "" "" join  serve your people . """,1.0,"#istandfordivers😄ity is a hashtag that's most😻ly just being used to s😹😻ay "" i ha😺😸te wh😇😻ite peo😄😺ple . "" "" jo😊😃in serve your people . """,1.0
the real holocaust was done to germans by the allies  on the defenseless  not on soldiers  6 million myth only a cover-up story #whitegenocide,1.0,the re😺😺😁al holocaust was done to germans by the allies on the defense😄less not on soldiers 6 million myth on😇😻😆ly a cover-up story #whiteg😃😄enocide,1.0
clarke  elder racist blacks  whites need to stop attacking white folks,1.0,clarke eld😇er rac😊😺😁ist bla😊😂cks whites need to stop attacking white folks,1.0
why would legal immigrants have anything to fear ? oh they must mean illegal aliens .,1.0,why would leg😁al im😊mi😆😻grants ha😊😂ve anything to fear ? oh they mu🤣😆st mean il😊leg😃al aliens .,0.0
isn't it amazing for 8 years under a racist black potus & 2 racist black ag's no problem with white gro,1.0,isn't it amazing for 8 ye😃😁ars un😸d😄er a rac😇😁😸ist bl🤣😺ack potus & 2 rac😻😸😸ist black ag's no problem with white gro,0.0
and goes on to blame black and asian overrepresentation on white privilege . white people can't win !,1.0,and goes on to blame bl😹🤣ack and asian overrepresenta😇tion on wh😊😇ite priv😂😃ilege . white people can't win !,1.0
a white father who doesn't want a safe space for white children . if your line survives  they will come to hate the memory of you .,1.0,a wh🤣😺ite fath😹er who doesn't wa😻😆nt a safe space for wh😸😸ite chil😊😁dren . if your line survives they will co😆😸me to hate the memory of you .,1.0
#neverforget israel & jewish criminals did 9/11 to justify endless war & tyranny . google israel did 9/11 - i dare u,1.0,#neverforget isr😄😊ael & jew😸😹ish criminals did 9/11 to just😃ify end😃less w😂😹ar & tyranny . google isr😇😸ael did 9/11 - i dare u,1.0
no  white women are on average closer to white men in intelligence than black men or women .,1.0,no wh😄😊ite wo😹😸men are on average clos😇er to wh😂😸ite men in😃 in🤣telligence than black men or women .,1.0
he is lucky white people are infinitely more disciplined than afros .,1.0,he is lucky wh😂😸ite peo😇😃ple are in😆finite😁ly more dis😁ciplined than afros .,0.0
why  because a supremacist jew told you so ?,1.0,why because a suprem😹😁ac😺ist jew told you so ?,1.0
israel has always been our enemy . jews hate white christians even more than muslims . #parisattaques,1.0,isr😇😺ael h🤣😆as alw😹😹ays been our enemy . jews hate white christians even more than muslims . #parisattaques,1.0
throughout #islam 1400 year history they always use the blacks as their army to kill white people .,1.0,throughout #is😸😂lam 1400 ye😺😊ar his😸😂tory they always use the blacks as their army to kill white people .,1.0
my child cannot pray in public schools where is the outrage #islamistheproblem deport islam,1.0,my child cannot pray in😁 public schools where is the outrage #islamistheproblem deport is😃😻lam,0.0
but mormons are so white and reproduce like jackrabbits .,1.0,but mormons are so wh😆😁ite and reproduce li😸😺ke jackrabbits .,1.0
: another native swedes get mob attacked by non-white immigrants in stockholm ( video ),1.0,: anot😺😊h😆er nat😊ive swedes g😃😄et mob attacked by non🤣-white im😺mi😄😊grants in😁 stockholm ( video ),1.0
i think the us constitution would be fine with an additional clause specifying only whites,1.0,i th🤣😊ink the us constitu😸tion would be fine with an addition🤣al clause specifying on😁😸😸ly whi😻😇tes,0.0
he is not white he is a jew,1.0,he is not wh😂😇ite he is a jew,1.0
hard-left jew-hater and jihad enabler .,1.0,hard-left jew-hat😊er and ji😊😆had enabl😆er .,1.0
white nationalist  do not hate other races  we wish only to separate ourselves from them  to preserve our heritage  culture and identity,1.0,wh😺😄ite nation😸😆al😁ist do not ha😇😹te oth😂😆😁er races we wish on😁ly to separate ourselves from them to preserve our heritage culture and ident😻ity,0.0
enough  illegal means illegal ! after the rape of the 14 yr . old  i want these ppl out,1.0,enough il😻l🤣😸eg😄al means il😁l😇😻eg😺al ! aft😃😻🤣er the rape of the 14 yr . old i want these ppl out,1.0
lol . the white race will soon be extinct like in the beginning of humanity when the human race was black,1.0,l🤣😆ol . the wh🤣😺ite ra😂🤣ce will soon be extinct li😁😊ke in😁 the beginning of human😆ity when the human race was black,0.0
white slurpin . afraid of slurpin a longer  colored one,1.0,wh😂😄ite slurpin . afraid of slurpin a long😄er colored o😊😊ne,1.0
it's funny you know  how many jewish people work for slate  or even twitter . they se,1.0,it😇😺's funny you kn😇😄ow how ma😃😆ny jewish people work for slate or even twitt🤣er . they se,0.0
notice they're a white couple . #antiwhite #chasingdownwhites #whitegenocide,1.0,notice they're a wh😹😆ite couple . #antiwhite #chasingdownwhites #whitegenocide,1.0
in chicago  there are billboards and benches in spanish  letting illegals know they have a right to not talk to immigration,1.0,in😺 chicago there are billboards and benches in😺 spanish letting il😸l😺😊egals kn😹😂ow they ha😄😊ve a ri😂😺ght to not talk to im😇migra😄tion,0.0
wow .. look at you ... white trash.hope i see you on the street .,1.0,wow .. lo😇😄ok at you ... wh🤣😸ite trash.hope i s😂😁ee you on the street .,0.0
america's pro-white movement needs to understand that the elitists  ceos  politicians  only see one color : green for #greed #corrupt #evil,1.0,america's pro-white move🤣ment needs to un😻derstand that the elitists ceos politicians on😹😆😁ly s😆😹ee o😁😆ne color : green for #greed #corrupt #e😃😹vil,0.0
if you're white and you adopt non whites  you're a race traitor whether you realize it or not .,1.0,if you're wh😃😂ite and you adopt no😆😂n😂 whi😹😸tes you're a race traitor wheth😹er you real😂ize it or not .,0.0
this is a white identitarian group silly  no parasites here,1.0,this is a wh😄😆ite identitarian gr😃😸oup sil😆ly no parasites here,0.0
you guys seem really cool . how can i join your white power party ?,1.0,you guys seem rea😂😺l😊ly cool . how can i jo😄😸in your wh😺😁ite pow😁er party ?,0.0
" the  "" holocaust "" "" is so bogus . #freehorstmahler """,1.0,"the "" holocaust "" "" is so bogus . #freehorstmahl😸er """,1.0
uk : racist black man punches pregnant white girl in stomach as onlookers watch via,1.0,uk : rac😆😺😺ist bl😃😂ack m😹😹an punches pregnant white girl in😃 stomach as onlookers watch via,0.0
guns don't kill people . leftwing racist journalists kill people .,1.0,guns do😃😇n't ki😄😁ll people . leftwing rac😄ist journalists kill people .,1.0
muslims voting against hindu candidates in india is regarded as secular  hindus voting for hindu candidates considered communal .,1.0,mus😁😹lims voting aga🤣😸inst hindu candidates in🤣 in😃dia is regarded as secular hindus voting for hindu candidates considered commun😇al .,1.0
: you are such a bigot defending jihadists who want to kill us . that is sad .,1.0,: you are such a bigot defending jihadists who wa😆😄nt to ki😄🤣ll us . that is sad .,1.0
jared taylor is an #antiwhite #cuckservative and his supporters are traitorous trash .,1.0,jared taylor is an #antiwhite #cuckservat😇ive and h😆😄is supporters are traitor😆ous tr😹😇ash .,1.0
white devil books,1.0,wh😇😊ite devil books,1.0
everything worthwhile in a society is white supremacy .,1.0,everything worthwhile in😊 a society is wh😆😹ite supremacy .,1.0
non-white invasion of italy : african migrants have seized 100 buildings in rome via,1.0,non🤣-white in😸va😂sion of ita😊ly : african migrants ha😹😸ve seized 100 buildings in😄 rome v😆😸ia,0.0
send all the #blackliesmatter activists to liberia .,1.0,send all the #blackliesmatt😻er activists to liberia .,1.0
my dad is white  and he is constatly being attacked by blacks and hispanics  just for being white ! we need to put an end to #whitegenocide,1.0,my dad is wh😂😺ite and he is constat😂ly being attacked by bla😺😆cks and hispanics just for being wh😊😄ite ! we ne😁🤣ed to put an e😁😺nd to #whitegenocide,1.0
that is what #diversity is . erasing and replacing white people .,1.0,that is what #dive😆😇rs😇ity is . erasing and replacing wh😄🤣ite people .,1.0
we n3ed to get black out of barnet,1.0,we n3ed to g😺😹et black out of barnet,1.0
why don't liberals get what illegal means ? if you are here illegally  u need to go .. it is not racist or hate . don't belong,1.0,why do😁😇n't libe😆😹rals g😸😻et what il😇l😹😹eg😆al means ? if you are here il😇legal😃ly u ne😺😸ed to go .. it is not rac😻ist or hate . don't belong,0.0
you hate white people & find the idea of us putting our own interests first morally irrehensible  but have no issue when other races do it .,1.0,you ha😺😇te wh🤣😊ite peo😄😻ple & find the idea of us putting our o🤣😂wn in😂terests first moral😃ly ir😺rehens😸ible but ha😆😄ve no issue when oth😄er races do it .,0.0
video : black teens beat white motorist to death with hammer screaming kill the white people via,1.0,vi😁😄deo : bl🤣😆ack teens beat wh🤣😆ite motor😂ist to death with hamm😄er screaming kill the white people via,1.0
jews are not white idiot !,1.0,je🤣😹ws are not white idiot !,1.0
this is a war between humanity and jews freedom and jews the white race and murderers,1.0,this is a w😇😇ar between human😄ity and je😺😆ws freedom and je🤣😄ws the white race and murderers,1.0
you are anti white,1.0,you are an😄😻ti🤣 white,1.0
another white officer killed by a black thug . obama and his race baiters must be smiling from ear to ear .,1.0,anot😻😇h😊er wh😺😂ite offic😆er kil😹😁led by a bl😂😄ack thug . obama and his race baiters must be smiling from ear to ear .,1.0
" rt  "" it is about race . it is about race . "" "" the independent report is false because the researchers are too white . """,1.0,"rt "" it is about ra😊😃ce . it is about ra😁😁ce . "" "" the in😊dependent report is false because the researchers are too wh😆😁ite . """,1.0
" rt good luck - they all vehemently and actively oppose the concept of white nations . it's  "" racist "" "" """,1.0,"rt go😇😺od luck - they all vehement😆ly and active😄ly oppose the concept of wh😺😄ite nations . it😇😇's "" rac😊😻😄ist "" "" """,1.0
well they helped zionism and commies to destroy germany a white country ... that's racist .,1.0,we😸😃ll they helped zion🤣ism and commies to des😃🤣troy germany a wh🤣🤣ite country ... that's rac😻ist .,1.0
you are wrong and so is the guy that wrote that article . this is a white country . the american flag belongs to us .,1.0,you are wrong and so is the g😃😆uy that wrote that article . this is a wh😃😂ite cou😺🤣ntry . the amer😸😊ican flag belongs to us .,0.0
yes : hate injustice toward women  hate curtailing of free speech  hate warfare against non-muslims  hate killing of apostates ...,1.0,yes : ha😆😃te in😇justice toward wo😆😄men ha😹😇te curtailing of free speech ha😂😺te warfare against non😆-muslims hate killing of apostates ...,1.0
" a muslim spreadin jew hatred nd blamin all on em  how  "" unusual "" "" ... muslims kill muslims te most  #muhammadlegacy """,1.0,"a mus😃😊lim spreadin j😆😄ew hatred nd blamin all on em how "" un😄usu😆al "" "" ... mus😄😇lims ki😊😂ll muslims te most #muhammadlegacy """,1.0
"  "" white live metter "" "" how about learn how to spell and propper grammar .. trailer trash ... """,1.0,""" wh😺😹ite l😸😇😸ive mett😄er "" "" how about learn how to spell and propp🤣er grammar .. trail😹er tr😹😸ash ... """,0.0
keep calling whites nazis  you may end up actually creating nazis . maybe that's your goal . you have indeed mastered weaponized victimhood .,1.0,ke😆😁ep calling whi😺😇tes nazis you may e😆😄nd up actual😃ly creating nazis . maybe that's your go😸al . you ha😺😆ve in😄deed mastered weaponized victimhood .,1.0
it could be some jews telling them to . jew trying to get muslims to bomb goys !,1.0,it could be some je😻😸ws telling them to . j😸😄ew try😆🤣ing to get muslims to bomb goys !,1.0
not to mention jews are listed as whites  so the white per capita number is already distorted ...,1.0,not to men😆tion je😂😇ws are listed as whi😇😺tes so the wh😆😺ite p😁er capita numb😁er is already dis😄torted ...,0.0
another filthy jew uniting with muslims against us .,1.0,anot😊😸h😇er filthy jew un😁iting with muslims against us .,1.0
you are the problem you race baiting white guilt syndrome scum bag .,1.0,you are the problem you ra😹😺ce baiting wh😊😁ite guilt syndrome scum bag .,1.0
jews push for white genocide - not white women,1.0,je😸😃ws push for white genocide - not white women,1.0
mexicans have such strong family values and ' natural conservatism ' that when they replace us the abortion issue will be solved !,1.0,mexicans ha😇😊ve such strong fami😺ly values and ' natur😊al conservat😹ism ' that when they replace us the abor😄tion issue will be solved !,1.0
good 1 . white people are toast with childish self prescrided spokesment like u at the helm .,1.0,go😄😹od 1 . wh😺😂ite peo😺😹ple are toast with childish self prescrided spokes😻ment like u at the helm .,0.0
